"exp_Tr","exp_alpha"
0.388098318240621,0.785657918041119
0.54980595084088,0.891094011139291
0.711513583441138,0.975299787543208
0.873221216041397,0.996347711672916
1.03492884864166,0.895241718548554
1.19663648124191,0.820200524207106
1.35834411384217,0.758812330413636
1.52005174644243,0.707212800800082
1.68175937904269,0.660781958069663
1.84346701164295,0.616940401913517
2.00517464424321,0.579895121780661
2.16688227684347,0.543564149080015
2.32858990944373,0.508836981589807
2.49029754204398,0.478115086211412
2.58732212160414,0.457281073451728
0.388098318240621,0.762403096528924
0.54980595084088,0.864198678833751
0.711513583441138,0.943905138692504
0.873221216041397,1.0026469336339
1.03492884864166,0.964813424480502
1.19663648124191,0.86775108835075
1.35834411384217,0.796380554654819
1.52005174644243,0.737393884604488
1.68175937904269,0.68579114062852
1.84346701164295,0.639340132980465
2.00517464424321,0.596939694826464
2.16688227684347,0.557506899497749
2.32858990944373,0.520741296823824
2.49029754204398,0.485935363102754
2.58732212160414,0.466057457694637
0.388098318240621,0.73416606849803
0.54980595084088,0.831391003390712
0.711513583441138,0.906190172920761
0.873221216041397,0.960061240915462
1.03492884864166,0.980775373548236
1.19663648124191,0.916937523549653
1.35834411384217,0.835236106326827
1.52005174644243,0.768554313182848
1.68175937904269,0.71132721666401
1.84346701164295,0.66059299072386
2.00517464424321,0.614466344725369
2.16688227684347,0.572063799445012
2.32858990944373,0.532606334365451
2.49029754204398,0.495589083092061
2.58732212160414,0.474412466331253
