TITLE = "oxygen alpha" 

  VARIABLES = temp	PR_liq_alpha_01MPa	PR_liq_alpha_1MPa	PR_liq_alpha_2MPa	PR_liq_alpha_4MPa	PR_liq_alpha_5MPa	PR_liq_alpha_7MPa	PR_liq_alpha_8MPa	PR_liq_alpha_10MPa
319	0.566577095	0.564786255	0.570226037	0.578388473	0.582422435	0.589664031	0.592991929	0.598773794
320	0.557974617	0.562720556	0.568712137	0.576811799	0.580771417	0.588080834	0.591316726	0.597112395
321	0.579506482	0.563599626	0.566658789	0.575173854	0.579173883	0.586450769	0.589697839	0.595277842
322	0.552051794	0.5595228	0.565054762	0.573726809	0.577634824	0.584775071	0.588012025	0.593683582
323	0.55512669	0.558429377	0.563919333	0.572227233	0.575996843	0.58313883	0.586388966	0.591918717
324	0.548899131	0.55634074	0.562253174	0.570677053	0.574424197	0.581546142	0.584702702	0.590406398
325	0.574360847	0.55735256	0.561075064	0.569078261	0.572922158	0.579915545	0.583085915	0.588726288
326	0.549391595	0.553256638	0.559366101	0.567432915	0.571328431	0.578335095	0.581476711	0.586875002
327	0.5565303	0.552302273	0.558165282	0.566006731	0.569812671	0.576721619	0.579810355	0.585290426
328	0.554442968	0.550356772	0.556433878	0.564543681	0.56820926	0.575076718	0.578155805	0.583537776
329	0.54295882	0.551674188	0.555231365	0.563046089	0.566691495	0.573491451	0.576585032	0.582064947
330	0.565006136	0.547731488	0.553498937	0.561516347	0.565090393	0.571880031	0.574963721	0.580427417
331	0.534607395	0.547095294	0.552316803	0.559956919	0.563582936	0.570335552	0.573363238	0.578621941
332	0.538187278	0.54547524	0.550605835	0.558370337	0.562175037	0.568770464	0.571715435	0.57711158
333	0.532477066	0.547287271	0.549467225	0.557039089	0.560512498	0.567186674	0.570093289	0.575436944
334	0.561999466	0.543686625	0.547801282	0.555408874	0.558954392	0.565586144	0.568500068	0.573594837
335	0.537609092	0.543564149	0.546730423	0.554045004	0.557506899	0.563970889	0.566939104	0.572063799
336	0.548922251	0.542468411	0.545134164	0.552382229	0.555990697	0.562439173	0.565339445	0.570369268
337	0.551085045	0.540381735	0.543002871	0.550997176	0.554406622	0.560898917	0.563777363	0.569000254
338	0.543932915	0.537286121	0.541491248	0.549607421	0.552944884	0.559352321	0.562180471	0.566974618
339	0.527298337	0.53784794	0.540622199	0.547919299	0.551420833	0.557801641	0.560626711	0.565781468
340	0.548163751	0.537449942	0.539232785	0.546526648	0.550028559	0.55624919	0.559042241	0.563925596
341	0.560046694	0.536074952	0.537313601	0.545138801	0.548384847	0.554697336	0.557428398	0.562414612
342	0.514802068	0.533705484	0.536063369	0.543453646	0.546878878	0.553148504	0.555865657	0.560742884
343	0.55622583	0.530323734	0.534286609	0.542082544	0.545517554	0.551605177	0.554357859	0.5589074
344	0.540195257	0.530811735	0.533204474	0.540726435	0.543906418	0.550069893	0.552747495	0.557434729
345	0.51452857	0.530339668	0.531599522	0.539074616	0.542446304	0.548545249	0.55119671	0.555803221
346	0.528759169	0.52889061	0.53071554	0.53775627	0.54093976	0.547033899	0.549709529	0.554550441
347	0.533888986	0.526447338	0.529312923	0.536143574	0.539594773	0.545538555	0.548123718	0.552598039
348	0.529759285	0.52299232	0.527382504	0.534877767	0.538001593	0.543953504	0.546606468	0.551029601
349	0.516208557	0.523629725	0.526202428	0.533319221	0.536576885	0.542497475	0.545077165	0.549858922
350	0.544516867	0.523310719	0.524499205	0.531792057	0.535115641	0.540955318	0.543537585	0.547974518
351	0.512082809	0.522018704	0.523574313	0.530632613	0.53361949	0.53943844	0.541989548	0.546493424
352	0.522072935	0.519736791	0.522131417	0.529183304	0.532306669	0.53794983	0.540522273	0.544855732
353	0.522888015	0.516447798	0.521495503	0.527777563	0.530747815	0.53649253	0.538963813	0.543638406
354	0.51437056	0.517484169	0.519001429	0.526077974	0.529379872	0.534954702	0.537491695	0.541684886
355	0.496360374	0.512176104	0.518677728	0.52476898	0.52776546	0.533452259	0.535930656	0.540157662
356	0.522841632	0.511252535	0.51647802	0.523516429	0.526349791	0.531988406	0.534461737	0.538474234
357	0.540424806	0.514836467	0.515120832	0.521973722	0.524914192	0.530448152	0.532906327	0.53723483
358	0.493903502	0.511980028	0.514633427	0.520490107	0.523460675	0.528950849	0.53144902	0.535845462
359	0.492773801	0.508108474	0.512231515	0.519070159	0.522222301	0.527499867	0.529907816	0.534303518
360	0.538270724	0.508836982	0.510706061	0.517718539	0.520741297	0.526098634	0.528470902	0.532606334
361	0.518733613	0.508612636	0.510085064	0.516439982	0.519248726	0.524627883	0.526952853	0.531377744
362	0.489521424	0.507419434	0.508953878	0.514872181	0.517746806	0.523087745	0.525449406	0.529368048
363	0.507884412	0.505241098	0.50730391	0.513380643	0.516477303	0.52160342	0.523962937	0.527833641
364	0.51721014	0.502061077	0.506594243	0.511970314	0.514965698	0.520178547	0.522495863	0.526789999
365	0.517348612	0.503737059	0.503893151	0.51064622	0.513695532	0.518689469	0.521050654	0.524951427
366	0.508147343	0.498553656	0.503633233	0.509413469	0.512183782	0.517264977	0.519530122	0.523610619
367	0.489451316	0.498292363	0.501364666	0.507893607	0.510674571	0.515908873	0.518135316	0.522120472
368	0.520919208	0.497062933	0.500077744	0.506468858	0.509420817	0.514363293	0.516668517	0.520478457
369	0.483262107	0.494849378	0.499802297	0.505144539	0.507926555	0.51302122	0.515129603	0.518682002
370	0.496443304	0.497759009	0.497480017	0.503926049	0.506697417	0.51149046	0.51372527	0.517410225
371	0.500500122	0.493579938	0.49617809	0.502421703	0.505228708	0.510036749	0.512252383	0.515991467
372	0.495283779	0.494593216	0.495927055	0.501027401	0.503775763	0.508664154	0.510816183	0.514423284
373	0.480643063	0.488384113	0.493591033	0.499748756	0.502341385	0.507239957	0.509419496	0.513403685
374	0.519217913	0.487438078	0.492315369	0.498183949	0.500928432	0.505764706	0.507958018	0.511535647
375	0.485783418	0.485514121	0.49052143	0.497150323	0.499539818	0.504378262	0.506539935	0.510224029
376	0.506274938	0.489028386	0.489824179	0.495835205	0.498178509	0.502944398	0.505059111	0.508765973
377	0.51775687	0.485154039	0.488618714	0.494234018	0.496847529	0.501605504	0.503625712	0.507159079
378	0.520084967	0.486790844	0.486896835	0.49276369	0.495549957	0.500080016	0.50224278	0.505400906
379	0.513112673	0.480903262	0.486313957	0.491430273	0.49401357	0.498797594	0.5008014	0.504228328
380	0.496691085	0.480601385	0.485225332	0.490239892	0.492789937	0.49733005	0.499301771	0.502912767
381	0.470668908	0.479333289	0.483622874	0.488766494	0.491329221	0.495967873	0.497972056	0.501451921
382	0.501813103	0.477083586	0.481498367	0.487441445	0.489910049	0.494567663	0.496473551	0.49984345
383	0.456671399	0.480640416	0.480562206	0.48627109	0.488820546	0.493130271	0.495151434	0.498084974
384	0.469458378	0.476435756	0.479115359	0.484818718	0.487209708	0.491807123	0.493661128	0.49694661
385	0.479962845	0.478115086	0.478896176	0.483526681	0.485935363	0.490299315	0.492235893	0.495589083
386	0.481297868	0.474680634	0.476417836	0.482401546	0.484716211	0.488910174	0.490879113	0.494165301
387	0.480277811	0.473039879	0.475179151	0.480995782	0.483261386	0.487644553	0.489474234	0.492675021
388	0.476920252	0.471828439	0.475214481	0.479762893	0.48186405	0.486195929	0.48802168	0.491277911
389	0.478310311	0.470351153	0.472952698	0.478248023	0.480527844	0.484875494	0.486643938	0.489816598
390	0.47751025	0.46932857	0.471977551	0.476912195	0.479256462	0.483529916	0.485344566	0.488453549
391	0.474541319	0.468054757	0.470492486	0.475762336	0.478053659	0.482160313	0.483878971	0.487028715
392	0.476657276	0.46726181	0.468489574	0.47433248	0.476616513	0.480767829	0.482494859	0.485624672
393	0.469473688	0.465497076	0.467821753	0.4730951	0.475250634	0.479353639	0.481195919	0.484159982
394	0.467533989	0.464228758	0.466649447	0.471576711	0.473959922	0.477918944	0.479731406	0.482802777
395	0.47103175	0.463476291	0.464964892	0.470257502	0.472748331	0.476630004	0.478355369	0.481387564
396	0.465251915	0.461753235	0.464665158	0.469144765	0.471303072	0.475325764	0.477071621	0.479914288
397	0.465077844	0.460562533	0.463867175	0.467753624	0.46993993	0.473839796	0.475623181	0.478555405
398	0.463140116	0.459159574	0.462563352	0.466576005	0.46866301	0.472507555	0.47427053	0.477141262
399	0.467096154	0.458317716	0.460745983	0.465119332	0.467476471	0.471164032	0.472885038	0.475759551
400	0.461782232	0.457281073	0.458407238	0.463883432	0.466057458	0.469810627	0.471601109	0.474412466
