TITLE = "Decane T rho" 

  VARIABLES = T	Soave_error_01Mpa	new_error_01Mpa	Soave_error_1Mpa	new_error_1Mpa	Soave_error_2Mpa	new_error_2Mpa	Soave_error_3Mpa	new_error_3Mpa	Soave_error_5Mpa	new_error_5Mpa	Soave_error_10Mpa	new_error_10Mpa
220	0.060992422	0.026390515	4.580396108	0.178870286	3.387109432	0.506531491	2.885222424	0.801009961	2.65308011	0.93846326	2.22111788	1.196406129
230	0.024251986	0.099565308	5.488506639	0.501391104	3.93125106	0.373788754	3.301641322	0.737027072	3.007722973	0.911717496	2.486382809	1.216393524
240	0.089088191	0.152264999	1.645139817	0.829860908	4.665806402	0.01824914	3.854630584	0.484795414	3.487242254	0.701459022	2.829579052	1.091201321
250	0.135632833	0.186652345	0.888745183	0.246957606	5.646880071	0.648323931	4.573188858	0.026913506	4.105723731	0.249410265	3.276497219	0.748596914
260	0.171419537	0.210350174	0.360465828	0.118138677	6.989574786	1.786775463	5.51708023	0.923232747	4.894013831	0.542903539	3.837726471	0.110455604
270	0.198213872	0.225236267	0.020772063	0.346237689	8.937973585	3.707027875	6.760814063	2.388646245	5.908105885	1.844762073	4.504403669	0.919800019
280	0.219595369	0.235017965	0.299754473	0.482134575	12.24156427	7.236886327	8.479996528	4.827074415	7.216198851	3.94437123	5.28946368	2.540356738
290	0.239956446	0.244219591	0.502420974	0.552011116	1.9960257	1.13233805	11.10581138	9.370456042	8.938531881	7.532335304	6.141200688	5.073364433
300	0.252201082	0.245872642	0.655365852	0.582825092	1.834319738	0.866830539	17.82754567	59.18002623	11.09932575	15.48257981	6.764113291	9.183505869
310	0.258224985	0.241991108	0.763463528	0.579819691	3.401263082	1.350441284	5.93821365	0.937047196	16.51135629	10.318275	5.277478546	16.45852815
320	0.269860559	0.244505632	0.848373508	0.564931375	4.185851299	1.40480805	7.419398036	0.524056008	10.93556217	1.269171597	14.16055797	14.80784759
330	0.272442536	0.238832989	0.906720517	0.534971112	4.61343947	1.310918808	7.823482347	0.782373856	10.42485987	0.107654882	19.47125327	4.93297952
340	0.277796557	0.236850942	0.947315635	0.498745966	4.83518984	1.153219524	7.901755801	0.74707986	10.04602571	0.147321829	16.28950931	2.465946485
350	0.281774185	0.234442171	0.979027018	0.464918791	4.938850314	0.982418027	7.83787741	0.621341478	9.696403517	0.157334708	14.506784	1.61078297
360	0.281786185	0.229023823	0.996179937	0.427489929	4.967881804	0.819081953	7.711282196	0.483582495	9.365873297	0.094962217	13.34354678	1.254146031
370	0.283790862	0.226532419	1.009795928	0.39689292	4.948689139	0.673793505	7.536870013	0.345220284	9.040981291	0.010341317	12.48275644	1.079431939
380	0.281690679	0.22083357	1.014066408	0.366665702	4.897096477	0.55050364	7.352492293	0.236941238	8.731371749	0.062996713	11.79270063	0.975078393
390	0.284919168	0.221296734	1.012407962	0.339389152	4.825320326	0.451785111	7.14909466	0.144880617	8.431190774	0.120723274	11.20186744	0.902994001
400	0.282519117	0.216898616	1.010915716	0.320203435	4.737864183	0.374149002	6.95308359	0.088032778	8.154277749	0.147255526	10.68578584	0.835252638
410	0.28681345	0.219870989	1.002918146	0.30150567	4.642593056	0.318266382	6.755452786	0.052305952	7.879162053	0.16299342	10.22444294	0.764086796
420	0.280640563	0.212974214	0.990621455	0.284484824	4.542101233	0.280497742	6.558349394	0.034182201	7.617776905	0.159279333	9.807092419	0.685803263
430	0.278631824	0.210738244	0.977980997	0.272073178	4.439077886	0.257943527	6.36767213	0.033974105	7.37654713	0.13329076	9.431502946	0.595676449
440	0.281059059	0.213344423	0.970670701	0.268948255	4.334022477	0.246217528	6.181485936	0.045063834	7.134723987	0.107745804	9.073763858	0.512382144
450	0.280448156	0.213238	0.959089392	0.264684288	4.229922364	0.243931834	6.002198067	0.065429732	6.916276802	0.0636651	8.752724714	0.417717232
460	0.278037953	0.211578309	0.942417078	0.257660063	4.126176365	0.246862631	5.829302245	0.090898468	6.698484467	0.025269938	8.442802499	0.334979784
470	0.275834343	0.210300169	0.929584029	0.256039177	4.024172844	0.25330912	5.663013976	0.118613805	6.493825963	0.016551978	8.157117501	0.252433621
480	0.276609004	0.212113861	0.913019244	0.251705165	3.924996957	0.261880988	5.502755578	0.145626483	6.299902372	0.057584532	7.88613301	0.179080712
490	0.274623411	0.211235595	0.903750808	0.255129289	3.826935977	0.269062945	5.349793926	0.171388796	6.115230152	0.095055128	7.637565456	0.107750029
500	0.273608858	0.21135583	0.886041601	0.250300967	3.732238007	0.275694916	5.201124274	0.191910507	5.938122056	0.126579664	7.39859014	0.049921186
510	0.268405474	0.207289453	0.87239311	0.249367917	3.64139526	0.281405806	5.060684048	0.210365919	5.769348577	0.152639713	7.170460051	0.003657505
