T,P,NIST,PR,New,PR_rate,New_rate,PR_rate,New_rate,,
225,1000000,1148.318089,1198.89,1138.42,4.403998432,-0.861964071,4.403998432,0.861964071,,
230,1000000,1128.97223,1175.88,1117.99,4.15490908,-0.972763546,4.15490908,0.972763546,,
235,1000000,25.66505944,25.56424667,25.28097332,-0.392801619,-1.496533114,0.392801619,1.496533114,,
240,1000000,24.85656808,24.816737,24.59667531,-0.160243697,-1.045569814,0.160243697,1.045569814,,
245,1000000,24.11681159,24.12087738,23.95364797,0.016858739,-0.676555518,0.016858739,0.676555518,,
250,1000000,23.43519878,23.47072945,23.34695364,0.151612401,-0.376549573,0.151612401,0.376549573,,
255,1000000,22.80341488,22.86131176,22.77292748,0.253895669,-0.133696601,0.253895669,0.133696601,,
260,1000000,22.2148497,22.28840393,22.22934171,0.331103871,0.065235693,0.331103871,0.065235693,,
265,1000000,21.66416942,21.7483987,21.71480446,0.388795342,0.233727104,0.388795342,0.233727104,,
270,1000000,21.14700655,21.2381885,21.22767385,0.431181329,0.381459663,0.431181329,0.381459663,,
275,1000000,20.65973555,20.75507712,20.76512881,0.461484952,0.510138481,0.461484952,0.510138481,,
280,1000000,20.19930914,20.29671024,20.32302024,0.482200193,0.612452139,0.482200193,0.612452139,,
285,1000000,19.76313775,19.86102006,19.8967115,0.495277173,0.675873209,0.495277173,0.675873209,,
290,1000000,19.34899937,19.44618067,19.48252381,0.502254907,0.690084461,0.502254907,0.690084461,,
295,1000000,18.95497108,19.05057192,19.07898216,0.504357627,0.654240411,0.504357627,0.654240411,,
300,1000000,18.57937604,18.67274969,18.68711333,0.502566161,0.579875711,0.502566161,0.579875711,,
305,1000000,18.22074198,18.31142147,18.30959402,0.497671819,0.487642316,0.497671819,0.487642316,,
310,1000000,17.87776816,17.96542592,17.94922306,0.490317182,0.399685829,0.490317182,0.399685829,,
315,1000000,17.54929905,17.63371586,17.60753005,0.481026706,0.331813837,0.481026706,0.331813837,,
320,1000000,17.23430305,17.31534387,17.28415666,0.470229699,0.28926965,0.470229699,0.28926965,,
325,1000000,16.93185514,17.00945012,16.97715604,0.458278035,0.267548344,0.458278035,0.267548344,,
330,1000000,16.64112241,16.71525201,16.68388813,0.445460313,0.256988213,0.445460313,0.256988213,,
335,1000000,16.36135202,16.43203526,16.40197483,0.43201341,0.248285149,0.43201341,0.248285149,,
340,1000000,16.09186107,16.15914627,16.12987081,0.418131911,0.236204754,0.418131911,0.236204754,,
345,1000000,15.832028,15.89598555,15.86689955,0.403975719,0.220259526,0.403975719,0.220259526,,
350,1000000,15.58128535,15.64200191,15.61290624,0.389676165,0.202941491,0.389676165,0.202941491,,
355,1000000,15.33911356,15.39668753,15.3678237,0.375340927,0.18716946,0.375340927,0.18716946,,
360,1000000,15.10503565,15.1595736,15.1313936,0.361058026,0.174497768,0.361058026,0.174497768,,
365,1000000,14.87861263,14.9302264,14.90312194,0.346899096,0.164728488,0.346899096,0.164728488,,
370,1000000,14.65943954,14.70824405,14.68239847,0.332922091,0.156615383,0.332922091,0.156615383,,
375,1000000,14.44714196,14.49325341,14.4686512,0.319173529,0.148882354,0.319173529,0.148882354,,
380,1000000,14.24137302,14.28490752,14.26143768,0.30569036,0.140889947,0.30569036,0.140889947,,
385,1000000,14.04181071,14.08288322,14.06044621,0.292501527,0.132714384,0.292501527,0.132714384,,
390,1000000,13.84815556,13.88687906,13.86543939,0.279629275,0.124809639,0.279629275,0.124809639,,
395,1000000,13.66012857,13.69661344,13.67619153,0.267090243,0.117590143,0.267090243,0.117590143,,
400,1000000,13.47746936,13.51182294,13.49245527,0.254896385,0.111192314,0.254896385,0.111192314,,
405,1000000,13.29993455,13.33226081,13.31396334,0.243055743,0.105480131,0.243055743,0.105480131,,
410,1000000,13.12729634,13.15769562,13.14045009,0.2315731,0.100201567,0.2315731,0.100201567,,
415,1000000,12.95934113,12.98791007,12.97167243,0.220450529,0.095153693,0.220450529,0.095153693,,
420,1000000,12.79586846,12.82269984,12.80741823,0.209687857,0.090261744,0.209687857,0.090261744,,
425,1000000,12.63668987,12.66187265,12.64750178,0.199283062,0.085559712,0.199283062,0.085559712,,
430,1000000,12.481628,12.50524731,12.49175299,0.189232598,0.081119148,0.189232598,0.081119148,,
435,1000000,12.33051575,12.35265293,12.34000832,0.179531686,0.076984362,0.179531686,0.076984362,,
440,1000000,12.18319547,12.20392817,12.19210717,0.170174542,0.073147462,0.170174542,0.073147462,,
445,1000000,12.03951831,12.05892054,12.04789328,0.161154585,0.069562355,0.161154585,0.069562355,,
450,1000000,11.89934353,11.91748581,11.90721799,0.152464608,0.066175651,0.152464608,0.066175651,,
455,1000000,11.76253796,11.77948741,11.7699426,0.144096916,0.062951071,0.144096916,0.062951071,,
460,1000000,11.62897547,11.64479593,11.63593845,0.136043455,0.059876147,0.136043455,0.059876147,,
465,1000000,11.49853648,11.51328863,11.50508534,0.12829591,0.056953848,0.12829591,0.056953848,,
470,1000000,11.37110751,11.38484901,11.37726942,0.120845795,0.054189226,0.120845795,0.054189226,,
475,1000000,11.24658078,11.25936641,11.25238179,0.113684522,0.051580214,0.113684522,0.051580214,,
480,1000000,11.12485387,11.1367356,11.13031797,0.106803463,0.049116154,0.106803463,0.049116154,,
485,1000000,11.00582933,11.01685651,11.01097808,0.100194003,0.046782019,0.100194003,0.046782019,,
490,1000000,10.88941439,10.89963384,10.89426713,0.09384758,0.0445639,0.09384758,0.0445639,,
495,1000000,10.77552067,10.7849768,10.78009511,0.087755717,0.042452212,0.087755717,0.042452212,,
500,1000000,10.66406391,10.67279885,10.66837663,0.081910059,0.040441644,0.081910059,0.040441644,,
505,1000000,10.55496373,10.56301742,10.55903046,0.076302386,0.038529026,0.076302386,0.038529026,,
510,1000000,10.44814339,10.4555537,10.45197901,0.070924637,0.036711015,0.070924637,0.036711015,,
515,1000000,10.34352957,10.35033239,10.34714804,0.065768926,0.034982944,0.065768926,0.034982944,,
520,1000000,10.24105219,10.24728157,10.24446645,0.06082755,0.033339024,0.06082755,0.033339024,,
525,1000000,10.14064422,10.14633241,10.14386624,0.056092997,0.031773298,0.056092997,0.031773298,,
530,1000000,10.04224152,10.04741909,10.04528236,0.051557956,0.030280526,0.051557956,0.030280526,,
535,1000000,9.945782646,9.950478579,9.948652653,0.047215318,0.028856527,0.047215318,0.028856527,,
540,1000000,9.851208753,9.855450504,9.853917634,0.04305818,0.02749796,0.04305818,0.02749796,,
545,1000000,9.758463414,9.762277006,9.761020312,0.039079845,0.026201849,0.039079845,0.026201849,,
550,1000000,9.667492512,9.670902606,9.66990602,0.03527382,0.024965193,0.03527382,0.024965193,,
555,1000000,9.578244115,9.581274079,9.580522285,0.03163382,0.023784843,0.03163382,0.023784843,,
560,1000000,9.490668362,9.493340342,9.492818721,0.028153761,0.022657606,0.028153761,0.022657606,,
565,1000000,9.40471736,9.40705234,9.406746942,0.024827758,0.021580472,0.024827758,0.021580472,,
570,1000000,9.32034508,9.322362947,9.322260483,0.021650126,0.020550764,0.021650126,0.020550764,,
575,1000000,9.237507271,9.239226867,9.239314697,0.018615368,0.019566164,0.018615368,0.019566164,,
580,1000000,9.156161365,9.157600547,9.157866664,0.01571818,0.018624604,0.01571818,0.018624604,,
585,1000000,9.076266401,9.07744209,9.077875086,0.01295344,0.017724089,0.01295344,0.017724089,,
590,1000000,8.997782945,8.998711175,8.999300202,0.010316206,0.016862573,0.010316206,0.016862573,,
595,1000000,8.920673018,8.921368983,8.92210371,0.00780171,0.016037941,0.00780171,0.016037941,,
600,1000000,8.844900027,8.845378125,8.846248709,0.005405356,0.01524813,0.005405356,0.01524813,,
605,1000000,8.770428702,8.770702577,8.771699653,0.00312271,0.01449132,0.00312271,0.01449132,,
610,1000000,8.697225034,8.697307614,8.698422301,0.000949502,0.013766079,0.000949502,0.013766079,,
615,1000000,8.625256217,8.625159754,8.626383653,-0.001118387,0.013071323,0.001118387,0.013071323,,
620,1000000,8.554490597,8.554226698,8.555551872,-0.003084923,0.012406063,0.003084923,0.012406063,,
625,1000000,8.484897616,8.48447728,8.485896207,-0.004953929,0.011769041,0.004953929,0.011769041,,
630,1000000,8.416447766,8.415881416,8.417386916,-0.006729086,0.011158503,0.006729086,0.011158503,,
635,1000000,8.349112545,8.348410056,8.349995242,-0.008413941,0.010572338,0.008413941,0.010572338,,
640,1000000,8.282864412,8.282035139,8.283693413,-0.010011908,0.010008626,0.010011908,0.010008626,,
645,1000000,8.217676744,8.216729552,8.218454655,-0.011526276,0.009466321,0.011526276,0.009466321,,
650,1000000,8.153523799,8.152467085,8.154253179,-0.012960213,0.008945582,0.012960213,0.008945582,,
655,1000000,8.090380679,8.089222398,8.091064099,-0.014316767,0.008447307,0.014316767,0.008447307,,
660,1000000,8.028223297,8.026970984,8.028863299,-0.015598875,0.007971901,0.015598875,0.007971901,,
665,1000000,7.967028338,7.965689131,7.967627294,-0.016809364,0.007517937,0.016809364,0.007517937,,
670,1000000,7.906773232,7.905353891,7.907333171,-0.017950955,0.007081758,0.017950955,0.007081758,,
675,1000000,7.847436124,7.84594305,7.847958666,-0.019026269,0.006658761,0.019026269,0.006658761,,
680,1000000,7.788995844,7.787435098,7.789482351,-0.020037829,0.006246076,0.020037829,0.006246076,,
685,1000000,7.731431878,7.7298092,7.731883785,-0.020988063,0.005845068,0.020988063,0.005845068,,
690,1000000,7.674724346,7.67304517,7.675143503,-0.021879309,0.005461526,0.021879309,0.005461526,,
695,1000000,7.618853976,7.617123443,7.619242716,-0.022713819,0.005102343,0.022713819,0.005102343,,
700,1000000,7.563802077,7.562025056,7.564162856,-0.02349376,0.004769811,0.02349376,0.004769811,,
705,1000000,7.509550524,7.507731619,7.509885235,-0.02422122,0.004457136,0.02422122,0.004457136,,
710,1000000,7.456081729,7.454225298,7.456391111,-0.024898207,0.00414939,0.024898207,0.00414939,,
715,1000000,7.403378625,7.40148879,7.403662291,-0.025526655,0.003831581,0.025526655,0.003831581,,
720,1000000,7.351424646,7.349505304,7.35168198,-0.026108428,0.003500462,0.026108428,0.003500462,,
725,1000000,7.300203707,7.298258545,7.300435277,-0.026645319,0.003172099,0.026645319,0.003172099,,
730,1000000,7.249700189,7.247732689,7.249908773,-0.027139054,0.002877138,0.027139054,0.002877138,,
735,1000000,7.19989892,7.197912374,7.200089145,-0.027591298,0.002642049,0.027591298,0.002642049,,
740,1000000,7.150785157,7.148782676,7.15096144,-0.028003651,0.002465234,0.028003651,0.002465234,,
745,1000000,7.102344575,7.100329096,7.102508283,-0.028377657,0.002304979,0.028377657,0.002304979,,
750,1000000,7.054563251,7.052537547,7.054710991,-0.028714799,0.00209425,0.028714799,0.00209425,,
755,1000000,7.007427645,7.005394334,7.007552574,-0.02901651,0.001782805,0.02901651,0.001782805,,
760,1000000,6.960924595,6.958886146,6.961021069,-0.029284167,0.001385935,0.029284167,0.001385935,,
765,1000000,6.915041295,6.913000038,6.915110793,-0.029519096,0.001005029,0.029519096,0.001005029,,
770,1000000,6.86976529,6.867723419,6.869819612,-0.029722577,0.000790742,0.029722577,0.000790742,,
775,1000000,6.82508446,6.823044044,6.825142307,-0.029895841,0.000847564,0.029895841,0.000847564,,
780,1000000,6.780987009,6.778949996,6.781062699,-0.030040075,0.001116204,0.030040075,0.001116204,,
785,1000000,6.737461455,6.735429678,6.737548714,-0.030156421,0.001295131,0.030156421,0.001295131,,
790,1000000,6.69449662,6.692471804,6.694553928,-0.03024598,0.000856048,0.03024598,0.000856048,,
795,1000000,6.652081617,6.650065384,6.652026308,-0.030309813,-0.000831466,0.030309813,0.000831466,,
800,1000000,6.610205845,6.608199718,6.609921307,-0.030348943,-0.004304528,0.030348943,0.004304528,,
220,5000000,1175.623641,1229.455056,1172.23009,4.578966645,-0.28865965,4.578966645,0.28865965,0.860453244,0.285666164
225,5000000,1157.718423,1209.196248,1154.530097,4.446489164,-0.275397416,4.446489164,0.275397416,,
230,5000000,1139.309618,1187.889264,1136.021652,4.26395465,-0.288592881,4.26395465,0.288592881,,
235,5000000,1120.321746,1165.422552,1116.872008,4.025701197,-0.307923809,4.025701197,0.307923809,,
240,5000000,1100.663755,1141.661533,1097.096433,3.724823129,-0.324106391,3.724823129,0.324106391,,
245,5000000,1080.223601,1116.441055,1076.476458,3.352773759,-0.346885865,3.352773759,0.346885865,,
250,5000000,1058.860083,1089.554271,1054.63062,2.89879548,-0.399435438,2.89879548,0.399435438,,
255,5000000,1036.390542,1060.735635,1031.228854,2.349026928,-0.498044714,2.349026928,0.498044714,,
260,5000000,1012.571933,1029.633657,1006.222111,1.684988857,-0.627098378,1.684988857,0.627098378,,
265,5000000,987.0689188,995.7646718,979.880699,0.880967155,-0.728238901,0.880967155,0.728238901,,
270,5000000,959.3936952,958.4283394,952.4588256,-0.100621454,-0.722838781,0.100621454,0.722838781,,
275,5000000,928.7816347,916.5370197,923.4699398,-1.318352399,-0.57189922,1.318352399,0.57189922,,
280,5000000,893.9029931,868.2185164,890.7921401,-2.873295753,-0.348007901,2.873295753,0.348007901,,
285,5000000,852.0370827,809.6580886,849.7615715,-4.973843856,-0.267067152,4.973843856,0.267067152,,
290,5000000,148.4131468,151,157,1.743008135,5.785776671,1.743008135,5.785776671,,
295,5000000,136.8519114,139.8987478,143,2.226374725,4.492512013,2.226374725,4.492512013,,
300,5000000,128.3982828,131.4896363,132.9244227,2.407628414,3.525078211,2.407628414,3.525078211,,
305,5000000,121.6942292,124.6721985,124.5204794,2.447091636,2.322419253,2.447091636,2.322419253,,
310,5000000,116.1292226,118.9406325,117.7768994,2.420932267,1.418830474,2.420932267,1.418830474,,
315,5000000,111.3707147,114.000745,112.324088,2.361509758,0.856035932,2.361509758,0.856035932,,
320,5000000,107.2156509,109.6651419,107.8443976,2.284639396,0.586431785,2.284639396,0.586431785,,
325,5000000,103.5301839,105.806605,104.0592366,2.198799496,0.511013053,2.198799496,0.511013053,,
330,5000000,100.2211022,102.3345812,100.7436859,2.108816417,0.521430846,2.108816417,0.521430846,,
335,5000000,97.22073903,99.18220899,97.74142362,2.017542745,0.535569469,2.017542745,0.535569469,,
340,5000000,94.47833493,96.29865348,94.96504435,1.926704735,0.515154534,1.926704735,0.515154534,,
345,5000000,91.95478604,93.64432847,92.37897047,1.837362145,0.461296745,1.837362145,0.461296745,,
350,5000000,89.61929703,91.18778573,89.97367193,1.750168498,0.395422539,1.750168498,0.395422539,,
355,5000000,87.44716388,88.903616,87.74360226,1.665522419,0.338991418,1.665522419,0.338991418,,
360,5000000,85.418256,86.77098902,85.6761647,1.583657974,0.301936275,1.583657974,0.301936275,,
365,5000000,83.51594707,84.77261182,83.75133778,1.504700354,0.28185121,1.504700354,0.28185121,,
370,5000000,81.72634304,82.89396845,81.94694167,1.428701402,0.269923525,1.428701402,0.269923525,,
375,5000000,80.03771273,81.12275439,80.24412363,1.355663013,0.257892052,1.355663013,0.257892052,,
380,5000000,78.44006002,79.44844852,78.62990514,1.285552945,0.24202572,1.285552945,0.24202572,,
385,5000000,76.92479721,77.8619841,77.09647419,1.218315717,0.223175091,1.218315717,0.223175091,,
390,5000000,75.48449195,76.35549258,75.63876406,1.153880224,0.204375893,1.153880224,0.204375893,,
395,5000000,74.11266879,74.92210151,74.25217189,1.092165123,0.188231122,1.092165123,0.188231122,,
400,5000000,72.80365155,73.55577346,72.93146867,1.033082678,0.17556417,1.033082678,0.17556417,,
405,5000000,71.55243703,72.25117628,71.67090992,0.976541516,0.165574919,0.976541516,0.165574919,,
410,5000000,70.35459266,71.00357763,70.46493105,0.922448623,0.156831835,0.922448623,0.156831835,,
415,5000000,69.20617293,69.80875854,69.30876322,0.870710777,0.148238642,0.870710777,0.148238642,,
420,5000000,68.10365063,68.66294205,68.1986263,0.821235588,0.139457537,0.821235588,0.139457537,,
425,5000000,67.04385972,67.56273377,67.13152833,0.773932239,0.130763062,0.773932239,0.130763062,,
430,5000000,66.02394773,66.50507217,66.10490719,0.728712007,0.122621348,0.728712007,0.122621348,,
