T,P,NIST,PR,New,PR_rate,New_rate,PR_rate,New_rate,,
435,5000000,65.04133567,65.48718664,65.11634654,0.68548863,0.115327989,0.68548863,0.115327989,,
440,5000000,64.09368422,64.50656198,64.16346953,0.644178549,0.10888018,0.644178549,0.10888018,,
445,5000000,63.17886488,63.56090815,63.24397984,0.604701056,0.103064465,0.604701056,0.103064465,,
450,5000000,62.29493549,62.6481343,62.35575436,0.566978377,0.097630537,0.566978377,0.097630537,,
455,5000000,61.44011901,61.76632654,61.49690377,0.53093571,0.092422934,0.53093571,0.092422934,,
460,5000000,60.61278542,60.91372863,60.66576927,0.49650121,0.087413661,0.49650121,0.087413661,,
465,5000000,59.81143588,60.08872526,59.86087256,0.463605965,0.082654219,0.463605965,0.082654219,,
470,5000000,59.03468909,59.28982753,59.08085616,0.43218393,0.07820329,0.43218393,0.07820329,,
475,5000000,58.28126927,58.51566013,58.32444322,0.402171864,0.074078614,0.402171864,0.074078614,,
480,5000000,57.54999571,57.76495027,57.59042491,0.373509247,0.070250557,0.373509247,0.070250557,,
485,5000000,56.83977359,57.03651775,56.87766603,0.346138192,0.066665358,0.346138192,0.066665358,,
490,5000000,56.14958578,56.32926634,56.18511398,0.32000335,0.063274186,0.32000335,0.063274186,,
495,5000000,55.47848575,55.64217603,55.51180039,0.295051817,0.060049665,0.295051817,0.060049665,,
500,5000000,54.82559111,54.97429622,54.85683363,0.271233037,0.056985285,0.271233037,0.056985285,,
505,5000000,54.19007801,54.32473966,54.21938627,0.248498707,0.054084165,0.248498707,0.054084165,,
510,5000000,53.57117606,53.69267693,53.59868335,0.226802679,0.051347181,0.226802679,0.051347181,,
515,5000000,52.9681638,53.07733164,52.99399491,0.206100868,0.048767241,0.206100868,0.048767241,,
520,5000000,52.38036463,52.47797605,52.40463273,0.186351163,0.04633053,0.186351163,0.04633053,,
525,5000000,51.80714323,51.89392711,51.82994952,0.167513335,0.044021516,0.167513335,0.044021516,,
530,5000000,51.24790223,51.32454293,51.26933796,0.149548957,0.041827524,0.149548957,0.041827524,,
535,5000000,50.70207924,50.7692196,50.72222848,0.132421315,0.039740453,0.132421315,0.039740453,,
540,5000000,50.16914423,50.22738826,50.18808593,0.116095332,0.037755695,0.116095332,0.037755695,,
545,5000000,49.64859704,49.69851249,49.66640587,0.100537494,0.035869751,0.100537494,0.035869751,,
550,5000000,49.13996523,49.18208594,49.15671131,0.085715774,0.034078321,0.085715774,0.034078321,,
555,5000000,48.64280206,48.67763009,48.65855053,0.071599562,0.032375737,0.071599562,0.032375737,,
560,5000000,48.15668464,48.18469238,48.17149551,0.058159602,0.030755571,0.058159602,0.030755571,,
565,5000000,47.68121231,47.70284429,47.69514083,0.045367924,0.029211761,0.045367924,0.029211761,,
570,5000000,47.21600508,47.23167975,47.22910253,0.033197787,0.027739433,0.033197787,0.027739433,,
575,5000000,46.76070225,46.77081361,46.7730167,0.021623619,0.026335032,0.021623619,0.026335032,,
580,5000000,46.31496114,46.31988024,46.32653793,0.010620963,0.024995788,0.010620963,0.024995788,,
585,5000000,45.87845591,45.87853226,45.88933777,0.000166423,0.023718899,0.000166423,0.023718899,,
590,5000000,45.45087646,45.44643937,45.46110333,-0.009762383,0.022500914,0.009762383,0.022500914,,
595,5000000,45.03192748,45.02328726,45.04153625,-0.019186872,0.021337689,0.019186872,0.021337689,,
600,5000000,44.62132748,44.6087766,44.63035215,-0.028127542,0.020225006,0.028127542,0.020225006,,
605,5000000,44.21880799,44.20262214,44.22728012,-0.036604014,0.019159547,0.036604014,0.019159547,,
610,5000000,43.82411275,43.80455183,43.83206227,-0.044635072,0.01813959,0.044635072,0.01813959,,
615,5000000,43.43699698,43.41430606,43.44445288,-0.052238703,0.017164845,0.052238703,0.017164845,,
620,5000000,43.05722674,43.03163691,43.06421717,-0.059432134,0.016235207,0.059432134,0.016235207,,
625,5000000,42.68457826,42.65630747,42.69112992,-0.066231864,0.015349011,0.066231864,0.015349011,,
630,5000000,42.31883742,42.28809121,42.32497447,-0.072653704,0.01450194,0.072653704,0.01450194,,
635,5000000,41.95979914,41.9267714,41.96554248,-0.078712801,0.013687732,0.078712801,0.013687732,,
640,5000000,41.60726694,41.57214056,41.61263463,-0.084423672,0.012900863,0.084423672,0.012900863,,
645,5000000,41.26105245,41.22399993,41.2660615,-0.089800233,0.012139896,0.089800233,0.012139896,,
650,5000000,40.92097496,40.88215903,40.92564366,-0.094855826,0.011409058,0.094855826,0.011409058,,
655,5000000,40.58686105,40.54643522,40.59121032,-0.099603242,0.01071597,0.099603242,0.01071597,,
660,5000000,40.25854415,40.21665323,40.26259644,-0.10405475,0.010065669,0.10405475,0.010065669,,
665,5000000,39.93586426,39.89264482,39.93963986,-0.108222116,0.009454147,0.108222116,0.009454147,,
670,5000000,39.61866755,39.57424843,39.62218032,-0.112116631,0.008866461,0.112116631,0.008866461,,
675,5000000,39.30680608,39.26130879,39.31006186,-0.115749125,0.008283005,0.115749125,0.008283005,,
680,5000000,39.00013751,38.95367665,39.00313759,-0.119129994,0.00769248,0.119129994,0.00769248,,
685,5000000,38.69852481,38.65120843,38.70127394,-0.122269213,0.007103947,0.122269213,0.007103947,,
690,5000000,38.40183603,38.35376601,38.40435046,-0.125176361,0.006547679,0.125176361,0.006547679,,
695,5000000,38.109944,38.06121638,38.11225311,-0.127860631,0.006059084,0.127860631,0.006059084,,
700,5000000,37.82272616,37.77343148,37.8248636,-0.130330854,0.005651196,0.130330854,0.005651196,,
705,5000000,37.54006434,37.4902879,37.54205139,-0.132595509,0.005293136,0.132595509,0.005293136,,
710,5000000,37.26184451,37.21166669,37.26367587,-0.134662739,0.004914848,0.134662739,0.004914848,,
715,5000000,36.98795664,36.93745314,36.98960114,-0.136540371,0.004446051,0.136540371,0.004446051,,
720,5000000,36.71829448,36.66753661,36.71971659,-0.13823592,0.003873007,0.13823592,0.003873007,,
725,5000000,36.45275545,36.40181031,36.4539492,-0.139756611,0.003274787,0.139756611,0.003274787,,
730,5000000,36.19124039,36.14017115,36.19225383,-0.141109386,0.00280025,0.141109386,0.00280025,,
735,5000000,35.93365349,35.88251957,35.9345798,-0.142300917,0.002577831,0.142300917,0.002577831,,
740,5000000,35.6799021,35.62875938,35.68083012,-0.14333762,0.002600947,0.14333762,0.002600947,,
745,5000000,35.42989662,35.37879762,35.43084277,-0.144225661,0.002670485,0.144225661,0.002670485,,
750,5000000,35.18355034,35.1325444,35.18441804,-0.14497097,0.002466203,0.14497097,0.002466203,,
755,5000000,34.94077935,34.88991282,34.9413904,-0.14557925,0.001748824,0.14557925,0.001748824,,
760,5000000,34.7015024,34.65081878,34.70170834,-0.146055986,0.000593463,0.146055986,0.000593463,,
765,5000000,34.46564082,34.4151809,34.46546417,-0.146406452,-0.000512544,0.146406452,0.000512544,,
770,5000000,34.23311837,34.18292039,34.2328285,-0.146635725,-0.000846772,0.146635725,0.000846772,,
775,5000000,34.00386119,33.95396097,34.0038922,-0.146748687,9.11681E-05,0.146748687,9.11681E-05,,
780,5000000,33.77779768,33.72822875,33.7784791,-0.146750037,0.002017372,0.146750037,0.002017372,,
785,5000000,33.55485839,33.5056521,33.55602924,-0.146644295,0.003489369,0.146644295,0.003489369,,
790,5000000,33.33497598,33.28616164,33.33563655,-0.146435813,0.001981631,0.146435813,0.001981631,,
795,5000000,33.11808512,33.06969006,33.11625843,-0.14612878,-0.005515695,0.14612878,0.005515695,,
800,5000000,32.9041224,32.85617213,32.89702878,-0.145727226,-0.021558446,0.145727226,0.021558446,,
220,7000000,1179.717623,1235.005256,1180.09768,4.68651412,0.032215963,4.68651412,0.032215963,1.089530188,0.173181197
225,7000000,1162.173812,1215.362469,1163.068662,4.576652475,0.076997905,4.576652475,0.076997905,,
230,7000000,1144.177726,1194.763438,1145.319272,4.421141137,0.099769979,4.421141137,0.099769979,,
235,7000000,1125.665698,1173.116898,1127.020285,4.215389997,0.120336471,4.215389997,0.120336471,,
240,7000000,1106.562376,1150.314999,1108.199411,3.953922881,0.147938777,3.953922881,0.147938777,,
245,7000000,1086.777135,1126.22858,1088.668377,3.630132041,0.17402292,3.630132041,0.17402292,,
250,7000000,1066.198959,1100.70052,1068.096036,3.235940182,0.177928972,3.235940182,0.177928972,,
255,7000000,1044.689135,1073.536117,1046.214801,2.761298161,0.146040192,2.761298161,0.146040192,,
260,7000000,1022.070657,1044.488704,1023.034996,2.193395086,0.094351542,2.193395086,0.094351542,,
265,7000000,998.111519,1013.237207,998.8740244,1.51543062,0.076394813,1.51543062,0.076394813,,
270,7000000,972.4959234,979.3493574,974.0451571,0.704726237,0.159304896,0.704726237,0.159304896,,
275,7000000,944.7720745,942.2174595,948.2299726,-0.270394848,0.366003425,0.270394848,0.366003425,,
280,7000000,914.2521345,900.9365348,919.8037676,-1.456447215,0.607232168,1.456447215,0.607232168,,
285,7000000,879.7961549,854.0455793,885.4296109,-2.926879763,0.64031377,2.926879763,0.64031377,,
290,7000000,839.2525766,798.8790223,839.8215223,-4.810655993,0.06779195,4.810655993,0.06779195,,
295,7000000,787.6317979,729.4247992,774.4277257,-7.390128085,-1.676427007,7.390128085,1.676427007,,
300,7000000,706.0562207,623.0796325,666.8702702,-11.75212196,-5.549975953,11.75212196,5.549975953,,
305,7000000,243.0815294,249.1328054,247.4973215,2.489401823,1.81658889,2.489401823,1.81658889,,
310,7000000,210.6251566,216.7599755,209.9462022,2.912671502,-0.322351988,2.912671502,0.322351988,,
315,7000000,191.9693748,197.583949,190.087502,2.924723926,-0.980298447,2.924723926,0.980298447,,
320,7000000,178.7400666,183.8177363,176.8729022,2.840812234,-1.044625519,2.840812234,1.044625519,,
325,7000000,168.4809457,173.0720203,167.0804833,2.724981516,-0.831228898,2.724981516,0.831228898,,
330,7000000,160.1095206,164.2702893,159.2240984,2.598701624,-0.553010352,2.598701624,0.553010352,,
335,7000000,153.0479365,156.8294125,152.5288596,2.470778825,-0.339159649,2.470778825,0.339159649,,
340,7000000,146.9499879,150.3961289,146.6079048,2.345111454,-0.232788794,2.345111454,0.232788794,,
345,7000000,141.5913437,144.7395336,141.2908671,2.223433877,-0.212213932,2.223433877,0.212213932,,
350,7000000,136.8180808,139.7001165,136.5046852,2.106472865,-0.229060049,2.106472865,0.229060049,,
355,7000000,132.5198669,135.1629424,132.1990712,1.994474885,-0.242073687,1.994474885,0.242073687,,
360,7000000,128.6148462,131.0423918,128.3150489,1.887453609,-0.233096953,1.887453609,0.233096953,,
365,7000000,125.0405815,127.2729413,124.7838692,1.785308237,-0.205303195,1.785308237,0.205303195,,
370,7000000,121.7483474,123.8033154,121.5389625,1.687881647,-0.171981741,1.687881647,0.171981741,,
375,7000000,118.6993841,120.5926276,118.527151,1.59499017,-0.145100201,1.59499017,0.145100201,,
380,7000000,115.8623526,117.6077488,115.7125134,1.506439492,-0.129325201,1.506439492,0.129325201,,
385,7000000,113.2115551,114.8214613,113.0730605,1.422033435,-0.12233259,1.422033435,0.12233259,,
390,7000000,110.7256596,112.2111316,110.5941958,1.341578865,-0.118729258,1.341578865,0.118729258,,
395,7000000,108.3867654,109.757737,108.2631309,1.264888411,-0.114067836,1.264888411,0.114067836,,
400,7000000,106.179707,107.4451375,106.0663331,1.191781906,-0.106775529,1.191781906,0.106775529,,
405,7000000,104.0915254,105.2595229,103.9897321,1.122087066,-0.097792068,1.122087066,0.097792068,,
410,7000000,102.1110611,103.188986,102.0201714,1.05563972,-0.089010678,1.05563972,0.089010678,,
415,7000000,100.2286374,101.2231899,100.1466261,0.992283774,-0.081824222,0.992283774,0.081824222,,
420,7000000,98.43580946,99.35310424,98.36049008,0.931871018,-0.07651624,0.931871018,0.07651624,,
425,7000000,96.725165,97.57079524,96.65504123,0.874260839,-0.072497953,0.874260839,0.072497953,,
430,7000000,95.09016317,95.8692558,95.02461271,0.819319904,-0.068935059,0.819319904,0.068935059,,
435,7000000,93.52500382,94.24226746,93.46395752,0.766921801,-0.065272701,0.766921801,0.065272701,,
440,7000000,92.02452025,92.684287,91.96800736,0.716946696,-0.061410682,0.716946696,0.061410682,,
445,7000000,90.58409069,91.19035278,90.53194492,0.669280979,-0.057566147,0.669280979,0.057566147,,
450,7000000,89.19956466,89.75600664,89.15138175,0.62381693,-0.054016979,0.62381693,0.054016979,,
455,7000000,87.86720131,88.37722858,87.82246721,0.58045239,-0.050911025,0.58045239,0.050911025,,
460,7000000,86.58361751,87.05038153,86.54186657,0.539090459,-0.048220367,0.539090459,0.048220367,,
465,7000000,85.3457439,85.77216469,85.30664611,0.499639195,-0.045811071,0.499639195,0.045811071,,
470,7000000,84.15078743,84.53957361,84.11414277,0.462011342,-0.043546423,0.462011342,0.043546423,,
475,7000000,82.9961993,83.34986608,82.96187673,0.426124065,-0.041354391,0.426124065,0.041354391,,
480,7000000,81.8796475,82.20053278,81.84752179,0.391898703,-0.039235285,0.391898703,0.039235285,,
485,7000000,80.79899294,81.08927184,80.76891346,0.359260536,-0.037227549,0.359260536,0.037227549,,
490,7000000,79.7522689,80.01396686,79.72406379,0.328138568,-0.035365905,0.328138568,0.035365905,,
495,7000000,78.73766307,78.97266768,78.71116177,0.298465316,-0.033657717,0.298465316,0.033657717,,
500,7000000,77.75350185,77.96357363,77.72855563,0.270176624,-0.032083719,0.270176624,0.032083719,,
505,7000000,76.79823664,76.98501876,76.77472584,0.243211471,-0.030613724,0.243211471,0.030613724,,
510,7000000,75.87043175,76.0354589,75.84826007,0.217511807,-0.029223091,0.217511807,0.029223091,,
515,7000000,74.96875373,75.1134602,74.94783709,0.193022389,-0.027900471,0.193022389,0.027900471,,
520,7000000,74.0919619,74.21768901,74.07221954,0.169690626,-0.026645751,0.169690626,0.026645751,,
525,7000000,73.23890004,73.34690284,73.22025136,0.147466443,-0.025462811,0.147466443,0.025462811,,
530,7000000,72.40848888,72.49994235,72.39085528,0.12630214,-0.02435295,0.12630214,0.02435295,,
535,7000000,71.59971948,71.6757242,71.58302789,0.106152269,-0.023312367,0.106152269,0.023312367,,
540,7000000,70.81164723,70.87323461,70.79583246,0.086973516,-0.022333578,0.086973516,0.022333578,,
545,7000000,70.0433866,70.09152363,70.02839127,0.068724585,-0.02140864,0.068724585,0.02140864,,
550,7000000,69.29410626,69.32969993,69.27987899,0.051366094,-0.020531719,0.051366094,0.020531719,,
555,7000000,68.5630248,68.58692619,68.54951803,0.034860478,-0.019699775,0.034860478,0.019699775,,
560,7000000,67.84940682,67.86241484,67.8365754,0.019171893,-0.018911629,0.019171893,0.018911629,,
565,7000000,67.15255944,67.15542426,67.1403603,0.004266125,-0.018166316,0.004266125,0.018166316,,
570,7000000,66.47182905,66.46525532,66.46022181,-0.009889486,-0.017461896,0.009889486,0.017461896,,
575,7000000,65.80659842,65.79124829,65.79554607,-0.023326133,-0.016795204,0.023326133,0.016795204,,
580,7000000,65.15628411,65.13277989,65.14575319,-0.03607361,-0.016162557,0.03607361,0.016162557,,
585,7000000,64.52033401,64.48926077,64.51029411,-0.048160385,-0.015560832,0.048160385,0.015560832,,
590,7000000,63.89822516,63.86013309,63.88864792,-0.059613667,-0.014988282,0.059613667,0.014988282,,
595,7000000,63.28946177,63.24486836,63.2803199,-0.070459464,-0.014444547,0.070459464,0.014444547,,
600,7000000,62.69357335,62.64296544,62.68484028,-0.080722647,-0.01392977,0.080722647,0.01392977,,
605,7000000,62.11011303,62.05394872,62.10176343,-0.090427002,-0.013443218,0.090427002,0.013443218,,
610,7000000,61.53865605,61.47736645,61.53066692,-0.099595286,-0.012982288,0.099595286,0.012982288,,
615,7000000,60.97879829,60.91278918,60.97114988,-0.108249274,-0.012542724,0.108249274,0.012542724,,
620,7000000,60.43015497,60.35980835,60.42283065,-0.116409808,-0.012120309,0.116409808,0.012120309,,
625,7000000,59.8923595,59.81803497,59.88534415,-0.124096839,-0.011713251,0.124096839,0.011713251,,
630,7000000,59.36506225,59.28709843,59.35833996,-0.131329474,-0.011323662,0.131329474,0.011323662,,
635,7000000,58.84792966,58.76664536,58.84148195,-0.138126011,-0.010956561,0.138126011,0.010956561,,
640,7000000,58.34064315,58.25633859,58.33444961,-0.144503979,-0.010616154,0.144503979,0.010616154,,
645,7000000,57.84289833,57.75585623,57.83693981,-0.150480175,-0.010301217,0.150480175,0.010301217,,
650,7000000,57.35440415,57.26489073,57.34866704,-0.156070697,-0.010002921,0.156070697,0.010002921,,
655,7000000,56.87488213,56.78314808,56.86936075,-0.161290974,-0.009707956,0.161290974,0.009707956,,
660,7000000,56.40406567,56.31034704,56.39875988,-0.166155802,-0.009406742,0.166155802,0.009406742,,
665,7000000,55.94169935,55.84621841,55.93660738,-0.170679367,-0.009102293,0.170679367,0.009102293,,
670,7000000,55.48753838,55.3905044,55.48264839,-0.174875276,-0.008812775,0.174875276,0.008812775,,
675,7000000,55.04134798,54.94295795,55.03663486,-0.178756584,-0.008562872,0.178756584,0.008562872,,
680,7000000,54.60290285,54.50334221,54.5983348,-0.182335815,-0.008365951,0.182335815,0.008365951,,
685,7000000,54.1719867,54.07142995,54.16754051,-0.18562499,-0.00820754,0.18562499,0.00820754,,
690,7000000,53.74839173,53.64700311,53.74406812,-0.188635646,-0.00804418,0.188635646,0.00804418,,
695,7000000,53.33191827,53.22985225,53.32774477,-0.19137886,-0.007825516,0.19137886,0.007825516,,
700,7000000,52.92237427,52.81977617,52.91838815,-0.193865266,-0.007532021,0.193865266,0.007532021,,
705,7000000,52.51957503,52.41658148,52.51579127,-0.196105077,-0.007204486,0.196105077,0.007204486,,
710,7000000,52.12334274,52.02008218,52.11972671,-0.198108104,-0.006937458,0.198108104,0.006937458,,
715,7000000,51.7335062,51.63009932,51.72997499,-0.199883769,-0.006825784,0.199883769,0.006825784,,
720,7000000,51.34990048,51.24646067,51.3463641,-0.201441127,-0.006886829,0.201441127,0.006886829,,
725,7000000,50.97236664,50.86900035,50.96879304,-0.202788879,-0.00701086,0.202788879,0.00701086,,
730,7000000,50.6007514,50.49755856,50.59721305,-0.203935387,-0.006992691,0.203935387,0.006992691,,
735,7000000,50.23490695,50.13198131,50.23156365,-0.204888688,-0.006655324,0.204888688,0.006655324,,
740,7000000,49.87469063,49.77212008,49.87169475,-0.20565651,-0.006006822,0.20565651,0.006006822,,
745,7000000,49.51996474,49.41783165,49.51733083,-0.206246282,-0.005318893,0.206246282,0.005318893,,
750,7000000,49.1705963,49.06897781,49.16812353,-0.206665148,-0.005028953,0.206665148,0.005028953,,
755,7000000,48.82645683,48.72542513,48.82378925,-0.206919982,-0.005463383,0.206919982,0.005463383,,
760,7000000,48.48742217,48.38704477,48.48426169,-0.20701739,-0.006518146,0.20701739,0.006518146,,
765,7000000,48.15337228,48.05371227,48.14974862,-0.206963733,-0.007525248,0.206963733,0.007525248,,
770,7000000,47.82419108,47.72530734,47.82060644,-0.206765127,-0.007495472,0.206765127,0.007495472,,
775,7000000,47.49976626,47.4017137,47.49703794,-0.206427458,-0.00574386,0.206427458,0.00574386,,
780,7000000,47.17998911,47.08281891,47.17873481,-0.205956392,-0.002658544,0.205956392,0.002658544,,
785,7000000,46.86475442,46.76851418,46.86465498,-0.20535738,-0.000212185,0.20535738,0.000212185,,
790,7000000,46.55396027,46.45869427,46.55309528,-0.204635669,-0.001858048,0.204635669,0.001858048,,
795,7000000,46.24750797,46.15325726,46.24209251,-0.203796312,-0.011709737,0.203796312,0.011709737,,
800,7000000,45.94530185,45.85210449,45.93002246,-0.202844172,-0.033255619,0.202844172,0.033255619,,
220,8000000,1181.718477,1237.69142,1183.863534,4.73657174,0.181520171,4.73657174,0.181520171,1.109591582,0.543057577
225,8000000,1164.346005,1218.338276,1167.142993,4.637132845,0.240219628,4.637132845,0.240219628,,
230,8000000,1146.544439,1198.069994,1149.74006,4.493986783,0.278717637,4.493986783,0.278717637,,
235,8000000,1128.255143,1176.803777,1131.826149,4.302983626,0.316506903,4.302983626,0.316506903,,
240,8000000,1109.409321,1154.442713,1113.433389,4.059222391,0.362721671,4.059222391,0.362721671,,
245,8000000,1089.925092,1130.872024,1094.385367,3.756857531,0.40922774,3.756857531,0.40922774,,
250,8000000,1069.703401,1105.953915,1074.370669,3.388837849,0.436314174,3.388837849,0.436314174,,
255,8000000,1048.622338,1079.520292,1053.144949,2.946528339,0.431290766,2.946528339,0.431290766,,
260,8000000,1026.529073,1051.362214,1030.737799,2.419136574,0.409995744,2.419136574,0.409995744,,
265,8000000,1003.227521,1021.214032,1007.477416,1.792864638,0.42362225,1.792864638,0.42362225,,
270,8000000,978.4578428,988.7285797,983.6887182,1.049686195,0.53460406,1.049686195,0.53460406,,
275,8000000,951.8612331,953.4363101,959.1009102,0.165473383,0.760581148,0.165473383,0.760581148,,
280,8000000,922.917213,914.6736234,932.2406521,-0.893210086,1.010214024,0.893210086,1.010214024,,
285,8000000,890.8206626,871.446271,900.1422082,-2.174892481,1.046399793,2.174892481,1.046399793,,
290,8000000,854.2020949,822.1380321,858.3883151,-3.753685805,0.49007375,3.753685805,0.49007375,,
295,8000000,810.4030342,763.77866,800.8710409,-5.753232935,-1.176204052,5.753232935,1.176204052,,
300,8000000,753.1674323,689.6392899,717.0732751,-8.434796789,-4.792315186,8.434796789,4.792315186,,
305,8000000,656.7657092,575.3346739,567.7590989,-12.39879522,-13.55226211,12.39879522,13.55226211,,
310,8000000,327.71209,330.995592,299.4408227,1.001947166,-8.626861255,1.001947166,8.626861255,,
315,8000000,261.2862278,267.58299,248.6258021,2.409909722,-4.845424048,2.409909722,4.845424048,,
320,8000000,231.9089537,237.9850729,223.6528195,2.620045087,-3.560075648,2.620045087,3.560075648,,
325,8000000,212.8993553,218.4711507,207.344633,2.617103003,-2.609083667,2.617103003,2.609083667,,
330,8000000,198.8735306,203.9322042,195.161373,2.543663594,-1.866592057,2.543663594,1.866592057,,
335,8000000,187.7888063,192.3770404,185.2417385,2.443294773,-1.356346949,2.443294773,1.356346949,,
340,8000000,178.6472469,182.8151821,176.7464753,2.333053112,-1.063980345,2.333053112,1.063980345,,
345,8000000,170.8858874,174.6802324,169.3057152,2.220396944,-0.92469435,2.220396944,0.92469435,,
350,8000000,164.1555933,167.6172825,162.7466078,2.108785444,-0.858323145,2.108785444,0.858323145,,
355,8000000,158.2247055,161.3890098,156.9522764,1.999880045,-0.804191167,1.999880045,0.804191167,,
360,8000000,152.9315309,155.8287983,151.806749,1.89448662,-0.735480696,1.89448662,0.735480696,,
365,8000000,148.1586935,150.8151499,147.1903265,1.79298042,-0.653601231,1.79298042,0.653601231,,
370,8000000,143.8182815,146.2567315,142.9944104,1.695507703,-0.57285558,1.695507703,0.57285558,,
375,8000000,139.8427489,142.0831517,139.1350113,1.6020872,-0.506095361,1.6020872,0.506095361,,
380,8000000,136.1790836,138.2390162,135.5559874,1.512664474,-0.457556452,1.512664474,0.457556452,,
385,8000000,132.7849249,134.6799552,132.2227386,1.4271427,-0.423381083,1.4271427,0.423381083,,
390,8000000,129.6258973,131.3698853,129.112101,1.345400886,-0.396368573,1.345400886,0.396368573,,
395,8000000,126.6737291,128.2790716,126.2041427,1.267304987,-0.370705386,1.267304987,0.370705386,,
400,8000000,123.9048935,125.3827255,123.4784763,1.192714828,-0.344148791,1.192714828,0.344148791,,
405,8000000,121.2996082,122.6599693,120.9144751,1.121488468,-0.317505628,1.121488468,0.317505628,,
410,8000000,118.8410847,120.0930577,118.4931852,1.053484967,-0.292743506,1.053484967,0.292743506,,
415,8000000,116.5149566,117.666784,116.1988882,0.988566133,-0.271268555,0.988566133,0.271268555,,
420,8000000,114.3088375,115.3680205,114.0193884,0.926597604,-0.253216779,0.926597604,0.253216779,,
425,8000000,112.2119758,113.185358,111.9452051,0.867449504,-0.237738118,0.867449504,0.237738118,,
430,8000000,110.2149804,111.1088204,109.9683983,0.810996804,-0.223728277,0.810996804,0.223728277,,
435,8000000,108.3096026,109.1296358,108.0816824,0.757119502,-0.210434046,0.757119502,0.210434046,,
440,8000000,106.4885589,107.2400515,106.2780857,0.70570266,-0.197648622,0.70570266,0.197648622,,
445,8000000,104.7453871,105.4331834,104.5510368,0.656636368,-0.185545429,0.656636368,0.185545429,,
450,8000000,103.0743282,103.7028916,102.8945902,0.609815641,-0.174377103,0.609815641,0.174377103,,
455,8000000,101.4702289,102.043678,101.3035604,0.565140288,-0.164253603,0.565140288,0.164253603,,
460,8000000,99.9284598,100.4506007,99.77348146,0.522514746,-0.155089289,0.522514746,0.155089289,,
465,8000000,98.44484739,98.91920183,98.30044529,0.481847912,-0.14668325,0.481847912,0.14668325,,
470,8000000,97.01561649,97.44544705,96.88092235,0.443052955,-0.13883759,0.443052955,0.13883759,,
475,8000000,95.63734147,96.02567416,95.5116415,0.406047138,-0.131433987,0.406047138,0.131433987,,
480,8000000,94.3069047,94.65654908,94.18954785,0.370751627,-0.124441413,0.370751627,0.124441413,,
485,8000000,93.02146093,93.3350282,92.91181099,0.337091317,-0.117875967,0.337091317,0.117875967,,
490,8000000,91.77840672,92.05832595,91.67584222,0.30499465,-0.111752321,0.30499465,0.111752321,,
495,8000000,90.57535392,90.82388676,90.47929304,0.274393447,-0.106056322,0.274393447,0.106056322,,
500,8000000,89.41010681,89.62936072,89.32003004,0.24522274,-0.100745619,0.24522274,0.100745619,,
505,8000000,88.28064201,88.47258232,88.19609788,0.217420616,-0.095767453,0.217420616,0.095767453,,
510,8000000,87.18509109,87.35155189,87.10568531,0.190928064,-0.091077247,0.190928064,0.091077247,,
515,8000000,86.12172522,86.2644193,86.04710314,0.16568883,-0.086647218,0.16568883,0.086647218,,
520,8000000,85.0889417,85.20946957,85.01877413,0.141649279,-0.082463797,0.141649279,0.082463797,,
525,8000000,84.08525205,84.18511023,84.01922899,0.118758262,-0.078519187,0.118758262,0.078519187,,
530,8000000,83.10927147,83.18986003,83.04710264,0.096966994,-0.074803719,0.096966994,0.074803719,,
535,8000000,82.1597095,82.22233897,82.10112726,0.076228933,-0.071302883,0.076228933,0.071302883,,
540,8000000,81.23536172,81.28125943,81.18012261,0.056499667,-0.067998848,0.056499667,0.067998848,,
545,8000000,80.33510226,80.36541816,80.28298562,0.037736809,-0.064874054,0.037736809,0.064874054,,
550,8000000,79.45787719,79.47368923,79.4086816,0.019899895,-0.061914053,0.019899895,0.061914053,,
555,8000000,78.60269857,78.60501757,78.55623792,0.002950286,-0.059108213,0.002950286,0.059108213,,
560,8000000,77.76863904,77.75841331,77.72473974,-0.013148919,-0.05644859,0.013148919,0.05644859,,
565,8000000,76.95482706,76.93294652,76.91332686,-0.028432973,-0.053928,0.028432973,0.053928,,
570,8000000,76.16044249,76.12774258,76.12119045,-0.042935559,-0.051538617,0.042935559,0.051538617,,
575,8000000,75.38471268,75.34197794,75.34756939,-0.056688872,-0.04927165,0.056688872,0.04927165,,
580,8000000,74.62690889,74.57487626,74.5917461,-0.069723684,-0.047118106,0.069723684,0.047118106,,
585,8000000,73.88634304,73.82570494,73.85304247,-0.082069423,-0.045069987,0.082069423,0.045069987,,
590,8000000,73.16236478,73.09377196,73.1308163,-0.093754232,-0.043121175,0.093754232,0.043121175,,
595,8000000,72.45435876,72.37842295,72.42445871,-0.104805031,-0.041267425,0.104805031,0.041267425,,
600,8000000,71.76174223,71.67903856,71.73339252,-0.11524758,-0.039505326,0.11524758,0.039505326,,
605,8000000,71.08396275,70.99503207,71.05707118,-0.125106531,-0.03783072,0.125106531,0.03783072,,
610,8000000,70.42049617,70.32584716,70.3949775,-0.134405482,-0.036237555,0.134405482,0.036237555,,
615,8000000,69.7708447,69.67095585,69.74662157,-0.143167028,-0.034718113,0.143167028,0.034718113,,
620,8000000,69.13453523,69.02985669,69.11153768,-0.151412804,-0.03326492,0.151412804,0.03326492,,
625,8000000,68.51111773,68.40207301,68.48928089,-0.159163538,-0.031873424,0.159163538,0.031873424,,
