T,P,NIST,PR,New,PR_rate,New_rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,100000,2.439412032,2.437993622,2.438736388,-0.058145543,0.027696994,0.027696994,220,1000000,1167.03286,1220.61139,1172.989489,-97.58389846,0.510407993,220,5000000,1175.623641,1229.455056,1174.04503,4.578966645,0.134278603,0.134278603,220,7000000,1179.717623,1235.005256,1178.869498,4.68651412,-0.071892201,0.071892201,220,8000000,1181.718477,1237.69142,1181.090411,4.73657174,-0.053148526,0.053148526,220,10000000,1185.633186,1242.898179,1185.156072,4.82990813,-0.040241218,0.040241218
225,100000,2.382765249,2.381908828,2.382595077,-0.035942307,-0.007141757,0.007141757,225,1000000,1148.318089,1198.820322,1159.954592,-97.62744858,1.013351885,225,5000000,1157.718423,1209.196248,1157.708086,4.446489164,0.000892877,0.000892877,225,7000000,1162.173812,1215.362469,1161.826516,4.576652475,-0.02988336,0.02988336,225,8000000,1164.346005,1218.338276,1163.957593,4.637132845,-0.033358789,0.033358789,225,10000000,1168.586394,1224.091483,1168.41311,4.74976339,-0.014828532,0.014828532
230,100000,2.328819688,2.328405163,2.328865092,-0.017799775,0.001949656,0.001949656,230,1000000,1128.97223,1175.733273,1146.543346,-97.66419714,1.556381595,230,5000000,1139.309618,1187.889264,1140.237932,4.26395465,0.081480397,0.081480397,230,7000000,1144.177726,1194.763438,1144.166291,4.421141137,-0.000999412,0.000999412,230,8000000,1146.544439,1198.069994,1146.2845,4.493986783,-0.022671523,0.022671523,230,10000000,1151.152617,1204.443653,1151.071714,4.629363273,-0.007027966,0.007027966
235,100000,2.277373063,2.277304533,2.277459176,-0.003009168,0.003781237,0.003781237,235,1000000,25.66505944,25.56424667,25.45595682,-0.392801619,0.814736551,235,5000000,1120.321746,1165.422552,1121.372128,4.025701197,0.093757173,0.093757173,235,7000000,1125.665698,1173.116898,1125.918899,4.215389997,0.022493378,0.022493378,235,8000000,1128.255143,1176.803777,1128.163871,4.302983626,-0.008089651,0.008089651,235,10000000,1133.28186,1183.886186,1133.179371,4.465290371,-0.009043525,0.009043525
240,100000,2.228244504,2.22844519,2.228288339,0.009006437,0.001967248,0.001967248,240,1000000,24.85656808,24.816737,24.76629183,-0.160243697,0.363188714,240,5000000,1100.663755,1141.661533,1101.020384,3.724823129,0.032401267,0.032401267,240,7000000,1106.562376,1150.314999,1107.009687,3.953922881,0.040423468,0.040423468,240,8000000,1109.409321,1154.442713,1109.569063,4.059222391,0.014398838,0.014398838,240,10000000,1114.916411,1162.340317,1114.787805,4.253584073,-0.011535018,0.011535018
245,100000,2.181271556,2.181679867,2.181252734,0.018718943,-0.000862861,0.000862861,245,1000000,24.11681159,24.12087738,24.09659295,0.016858739,0.08383629,245,5000000,1080.223601,1116.441055,1079.381929,3.352773759,0.077916461,0.077916461,245,7000000,1086.777135,1126.22858,1087.241408,3.630132041,0.042720147,0.042720147,245,8000000,1089.925092,1130.872024,1090.30095,3.756857531,0.034484822,0.034484822,245,10000000,1095.988879,1139.714674,1095.900077,3.989620286,-0.008102471,0.008102471
250,100000,2.136307699,2.136874164,2.136240079,0.026516091,-0.003165266,0.003165266,250,1000000,23.43519878,23.47072945,23.44760336,0.151612401,0.052931405,250,5000000,1058.860083,1089.554271,1056.962487,2.89879548,0.179211213,0.179211213,250,7000000,1066.198959,1100.70052,1066.368021,3.235940182,0.015856557,0.015856557,250,8000000,1069.703401,1105.953915,1070.036449,3.388837849,0.031134565,0.031134565,250,10000000,1076.419569,1115.902161,1076.42814,3.667955535,0.000796178,0.000796178
255,100000,2.093220297,2.093905152,2.093129556,0.032717772,-0.004334976,0.004334976,255,1000000,22.80341488,22.86131176,22.82356461,0.253895669,0.088362774,255,5000000,1036.390542,1060.735635,1034.387401,2.349026928,0.193280517,0.193280517,255,7000000,1044.689135,1073.536117,1044.240202,2.761298161,-0.04297284,0.04297284,255,8000000,1048.622338,1079.520292,1048.482315,2.946528339,-0.013352984,0.013352984,255,10000000,1056.11298,1090.775795,1056.188812,3.282112352,0.007180245,0.007180245
260,100000,2.051888866,2.052660148,2.051798191,0.037588883,-0.004419109,0.004419109,260,1000000,22.2148497,22.28840393,22.22967616,0.331103871,0.066741212,260,5000000,1012.571933,1029.633657,1011.977468,1.684988857,0.058708422,0.058708422,260,7000000,1022.070657,1044.488704,1020.935117,2.193395086,-0.111101886,0.111101886,260,8000000,1026.529073,1051.362214,1025.563548,2.419136574,-0.094057237,0.094057237,260,10000000,1034.953053,1064.182984,1034.951611,2.824275957,-0.000139381,0.000139381
265,100000,2.012203624,2.01303566,2.012127104,0.041349511,-0.003802786,0.003802786,265,1000000,21.66416942,21.7483987,21.66980248,0.388795342,0.026001735,265,5000000,987.0689188,995.7646718,989.2114339,0.880967155,0.217058309,0.217058309,265,7000000,998.111519,1013.237207,996.741724,1.51543062,-0.137238677,0.137238677,265,8000000,1003.227521,1021.214032,1001.516403,1.792864638,-0.170561321,0.170561321,265,10000000,1012.796249,1035.937506,1012.522282,2.28488774,-0.027050522,0.027050522
