T,P,NIST,PR,New,PR_rate,New_rate
360.0,100000.0,678.0367871435209,5.3001592658323045,5.708021869089084,-99.21830800830716,-99.15815454598913
365.0,100000.0,674.0354479397982,5.202556297141089,5.544047398555378,-99.22814796862053,-99.17748429767295
370.0,100000.0,670.0146190621105,5.109190247013792,5.39664419070933,-99.23745092992662,-99.19454829235464
375.0,100000.0,665.9726103775383,5.019751473961994,5.263076222948078,-99.24625256418335,-99.20971581399355
380.0,100000.0,661.9076655145308,4.933962613752911,5.1411702538327155,-99.25458445780085,-99.22327984374736
385.0,100000.0,657.8179531864112,4.851574226482213,5.029161421553844,-99.2624746401369,-99.23547823570442
390.0,100000.0,653.7015576496569,4.772361158106863,4.92560188179495,-99.26994802104105,-99.24650602034595
395.0,100000.0,649.5564681535595,4.696119479379385,4.829285765589656,-99.27702675446699,-99.25652564444204
400.0,100000.0,645.3805672132411,4.622663894997819,4.73921113611265,-99.28373054135197,-99.2656718567501
405.0,100000.0,641.171617507913,4.551825538412671,4.654526229998133,-99.29007688205155,-99.27405922175888
410.0,100000.0,636.9272471694254,4.483450085038254,4.574529942906437,-99.29608128636933,-99.28178140231303
415.0,100000.0,632.64493318083,4.417396129973645,4.498617991773352,-99.30175744745733,-99.28891898823008
420.0,100000.0,628.3219825485695,4.353533786736035,4.426298369031469,-99.30711738445352,-99.2955366051212
425.0,100000.0,623.9555108422039,4.291743471667459,4.3571538572862,-99.31217155757234,-99.30168837656309
430.0,100000.0,619.5424176082624,4.231914845124443,4.290841636228724,-99.31692895839775,-99.30741761753885
435.0,100000.0,615.0793580549068,4.173945885693361,4.227078246312351,-99.32139717728575,-99.31275888371871
440.0,100000.0,610.5627102646171,4.117742077787137,4.165631993020662,-99.32558244901615,-99.3177388787443
445.0,100000.0,605.9885370138454,4.063215696295063,4.106314456102252,-99.32948967709562,-99.3223775359948
450.0,100000.0,4.050760055301232,4.010285174646626,4.048970791778693,-0.9991922528622053,-0.0441710567427408
455.0,100000.0,3.9944443615880876,3.9588745448433196,3.993476913040103,-0.8904822179229545,-0.02421985288587328
460.0,100000.0,3.9401175559573867,3.908912939810118,3.9397279790909066,-0.7919717039936469,-0.009887442720867029
465.0,100000.0,3.887650616087758,3.8603341498995016,3.8876393963011684,-0.7026471482600871,-0.0002886006922316688
470.0,100000.0,3.83692694261895,3.813076226606912,3.8371352141243227,-0.6216098551972528,0.005428081078615899
475.0,100000.0,3.7878407983135043,3.7670811275760947,3.788149589619193,-0.5480608041038211,0.008152172230311026
480.0,100000.0,3.7402959862700267,3.7222943978240743,3.740624260419242,-0.4812878048163309,0.008776689075422697
485.0,100000.0,3.6942047242663345,3.6786648828294863,3.694501237045516,-0.4206545818852626,0.008026430620742053
490.0,100000.0,3.649486681106995,3.6361444697289205,3.6497268680565353,-0.36559145282391503,0.00658138994680965
495.0,100000.0,3.6060681476307623,3.5946878533737348,3.606245438860191,-0.3155873319949484,0.004916469189451439
500.0,100000.0,3.5638813203066255,3.554252324430418,3.5640017398906543,-0.27018284310822727,0.003378888722882388
505.0,100000.0,3.522863679481658,3.514797577073947,3.522942771131363,-0.22896436369907805,0.002245095379798852
510.0,100000.0,3.482957447610507,3.476285534136409,3.4830135643487865,-0.1915588569327856,0.0016111807027048394
515.0,100000.0,3.4441091153959666,3.4386801878410083,3.444160261814853,-0.15762937157507056,0.0014850406062263124
520.0,100000.0,3.4062690258530486,3.40194745448167,3.406329892393887,-0.1268711114295032,0.0017868976401048003
525.0,100000.0,3.3693910079885994,3.3660550416067045,3.36947151978919,-0.09900799206697783,0.002389506008639085
530.0,100000.0,3.3334320531510997,3.330972326436194,3.3335366738227927,-0.07378961609793097,0.0031385272003410457
535.0,100000.0,3.298352028217089,3.29667024439112,3.298481143206945,-0.05098860920791843,0.003914530309426062
540.0,100000.0,3.2641134206925586,3.263121186741094,3.2642629661162985,-0.030398268184381946,0.004581502063986968
545.0,100000.0,3.2306811115595795,3.2302989064896446,3.2308441694290506,-0.011830479602810747,0.005047166954599665
550.0,100000.0,3.1980221723213296,3.198178431713982,3.1981901289927555,0.00488612599389417,0.005251892025000261
555.0,100000.0,3.1661056832171126,3.166735985661723,3.1662695723648078,0.01990781444698709,0.00517636377597581
560.0,100000.0,3.1349025700123043,3.1359489129821543,3.1350546409802442,0.033377208588841384,0.004850899335582929
565.0,100000.0,3.1043854571318867,3.105795611535581,3.1045203371132444,0.045424591216743256,0.004344820680942528
570.0,100000.0,3.074528535212714,3.0762554692823856,3.074643262367974,0.056169069497740885,0.0037315365249005633
575.0,100000.0,3.045307441408871,3.047308805804626,3.0454023808371016,0.06571961728858872,0.003117564648469639
580.0,100000.0,3.016699151004547,3.0189368180583758,3.0167767513056423,0.07417600966551569,0.002572357971769219
585.0,100000.0,2.9886818790762124,2.991121529995044,2.988746964835696,0.08162966208988648,0.002177741295899854
590.0,100000.0,2.9612349911060614,2.96384574572559,2.9612935361388537,0.08816438504102875,0.0019770478522705146
595.0,100000.0,2.9343389215859235,2.9370930059331317,2.934397458441963,0.0938570635773645,0.0019948907608838716
600.0,100000.0,2.9079750997688394,2.9108475472676782,2.908039595368049,0.09877827011198258,0.0022178869143295627
605.0,100000.0,2.8821258818272515,2.8850942644818165,2.882201690274827,0.10299281767259474,0.0026302962009179857
610.0,100000.0,2.8567744887647084,2.8598186750886665,2.856864094119419,0.10656026003909103,0.0031365918123118963
615.0,100000.0,2.8319049495042017,2.83500688634349,2.832010048712964,0.10953534439181876,0.0037112548138494702
620.0,100000.0,2.807502048642524,2.810645564368378,2.8076220295281464,0.1119684214433126,0.004273581409505099
625.0,100000.0,2.783551278417729,2.786721905255579,2.7836835762474434,0.11390581745101763,0.004752843273994582
630.0,100000.0,2.7600387944871776,2.7632236079995853,2.7601795882159657,0.11539017200660337,0.005101150355903519
635.0,100000.0,2.7369513751577306,2.7401388491211724,2.737096023659051,0.11646074506011944,0.0052850226947129255
640.0,100000.0,2.7142763837483304,2.7174562588583453,2.714419768006356,0.11715369625047664,0.005282596086542886
645.0,100000.0,2.692001733799205,2.6951648988098587,2.6921393783901757,0.11750233927931687,0.005113094439824849
650.0,100000.0,2.6701158568718446,2.6732542409265134,2.670244239599963,0.11753737376570508,0.004808133242151549
655.0,100000.0,2.648607672710321,2.651714147754207,2.648724548702704,0.1172870967600658,0.004412733285759141
