T,P,NIST,PR,New,New_rate,PR_rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,100000,1282.120673,1435.077686,1284.67736,11.9300013,0.199410793,0.199410793,0.174553112,,60,1000000,1283.205185,1435.879226,1285.81578,11.89786659,0.203443302,60,3000000,1285.592387,1437.822311,1287.407935,11.84122787,0.141222678,60,5000000,1287.948966,1439.713726,1289.211301,11.78344515,0.098011259,60,7000000,1290.275921,1441.555851,1292.540389,11.72461855,0.175502616,60,10000000,1293.712838,1444.231431,1295.982649,11.63462158,0.175449368
65,100000,1259.815847,1414.015193,1259.263984,12.23983222,-0.043805053,0.043805053,,,65,1000000,1260.999865,1414.98466,1258.449314,12.21132526,-0.202264177,65,3000000,1263.602668,1417.289173,1261.925102,12.16256573,-0.132760562,65,5000000,1266.167576,1419.527119,1264.639552,12.11210474,-0.120681024,65,7000000,1268.695979,1421.701868,1267.044098,12.06009095,-0.130203061,65,10000000,1272.422953,1424.852255,1270.481235,11.9794524,-0.152600045
70,100000,1237.090041,1391.728506,1239.147714,12.50017863,0.166331708,0.166331708,,,70,1000000,1238.390366,1392.893662,1238.112369,12.4761384,-0.022448253,70,3000000,1241.244294,1395.617987,1241.778144,12.43701129,0.043009261,70,5000000,1244.05074,1398.256512,1244.656499,12.3954568,0.048692467,70,7000000,1246.81169,1400.814027,1247.305806,12.35169178,0.039630363,70,10000000,1250.8718,1404.507929,1251.110529,12.28232414,0.019085009
75,100000,1214.029291,1368.109432,1211.196347,12.69163291,-0.233350548,0.233350548,,,75,1000000,1215.46418,1369.504006,1217.660401,12.67333324,0.180689899,75,3000000,1218.607532,1372.71859,1219.408583,12.64648822,0.065734946,75,5000000,1221.690943,1375.822322,1222.262934,12.61623325,0.046819615,75,7000000,1224.71728,1378.822057,1225.605718,12.58288582,0.072542293,75,10000000,1229.155477,1383.140138,1229.933041,12.52767969,0.06326002
80,100000,1190.58626,1343.028612,1186.693048,12.80397373,-0.326999574,0.326999574,,,80,1000000,1192.177285,1344.694109,1193.982375,12.79313286,0.151411206,80,3000000,1195.654948,1348.484951,1195.498935,12.78211605,-0.01304833,80,5000000,1199.056401,1352.131957,1198.734437,12.76633492,-0.026851447,80,7000000,1202.38582,1355.645022,1202.339186,12.74625827,-0.003878456,80,10000000,1207.253096,1360.682686,1207.113007,12.70898294,-0.011603946
85,100000,1166.656939,1316.329614,1197.029179,12.8291934,2.603356564,2.603356564,,,85,1000000,1168.430666,1318.317865,1168.604771,12.82807815,0.014900756,85,3000000,1172.297422,1322.791348,1172.173004,12.83752085,-0.010613177,85,5000000,1176.066458,1327.077012,1175.983236,12.84030787,-0.007076301,85,7000000,1179.743924,1331.189307,1179.659687,12.83714033,-0.007140278,85,10000000,1185.100341,1337.060308,1184.887327,12.82254015,-0.017974343
90,100000,1142.105542,1287.820472,1229.227377,12.75844698,7.628177239,7.628177239,,,90,1000000,1144.09559,1290.197334,1143.196155,12.77006443,-0.078615372,90,3000000,1148.420036,1295.487103,1148.59347,12.80603459,0.015101966,90,5000000,1152.617849,1300.529506,1152.856239,12.83267105,0.020682484,90,7000000,1156.698204,1305.34595,1156.975516,12.85103975,0.023974447,90,10000000,1162.615979,1312.187151,1162.805797,12.86505387,0.016326801
90.078125,100000,4.412587201,4.40540831,4.389557168,-0.162691198,-0.521916779,0.521916779,,,95,1000000,1119.018058,1260.112133,1114.77125,12.60873978,-0.379512017,95,3000000,1123.888048,1266.389174,1123.589144,12.679299,-0.026595532,95,5000000,1128.591735,1272.336735,1128.48306,12.73666956,-0.009629257,95,7000000,1133.143057,1277.987114,1133.306195,12.78250404,0.014396947,95,10000000,1139.710356,1285.964848,1139.846813,12.83260183,0.011972954
95.078125,100000,4.160535126,4.15752411,4.156734481,-0.072370883,-0.091349908,0.091349908,,,100,1000000,1093.012735,1227.783543,1083.303396,12.33021388,-0.888309778,100,3000000,1098.543516,1235.271444,1097.535298,12.44629148,-0.091777703,100,5000000,1103.852221,1242.314089,1103.530807,12.54351492,-0.029117485,100,7000000,1108.960504,1248.96132,1108.91244,12.62450876,-0.004334149,100,10000000,1116.286536,1258.280051,1116.235534,12.72016731,-0.004568899
100.078125,100000,3.937834813,3.937018573,3.938138312,-0.020728142,0.007707256,0.007707256,,,105,1000000,1065.84861,1192.849683,1056.834821,11.91548892,-0.845691303,105,3000000,1072.195697,1201.848748,1071.300001,12.09229354,-0.083538481,105,5000000,1078.23993,1210.23478,1078.233986,12.24169559,-0.000551269,105,7000000,1084.015936,1218.086903,1083.980363,12.36798856,-0.003281594,105,10000000,1092.238101,1229.001254,1092.231318,12.52136809,-0.000621018
