T,P,NIST,PR,New,PR_rate,New_rate,
490,13797600,53.70087295,54.50232799,53.70123174,1.492443226,0.000668127,
495,13797600,53.08122839,53.8636534,53.08156209,1.4740145,0.000628645,
500,13797600,52.47763288,53.24174799,52.47793873,1.456077705,0.000582811,
505,13797600,51.88941206,52.63590414,51.88969369,1.438621189,0.000542756,
510,13797600,51.31593104,52.04545539,51.31619784,1.421633274,0.000519923,
515,13797600,50.75659145,51.46977349,50.75685366,1.405102307,0.0005166,
520,13797600,50.21082876,50.90826556,50.21109006,1.389016707,0.000520401,
525,13797600,49.67810984,50.36037162,49.67836172,1.373365,0.000507013,
530,13797600,49.15793072,49.8255622,49.1581533,1.358135848,0.000452793,
535,13797600,48.64981456,49.30333632,48.64998593,1.343318079,0.000352244,
540,13797600,48.1533098,48.79321947,48.15342056,1.328900703,0.000230012,
545,13797600,47.6679884,48.29476188,47.66805335,1.314872927,0.000136244,
550,13797600,47.19344435,47.80753685,47.19350196,1.301224172,0.000122079,
555,13797600,46.72929213,47.33113929,46.7293873,1.287944079,0.000203652,
560,13797600,46.27516547,46.86518425,46.2753206,1.275022518,0.000335228,
565,13797600,45.83071607,46.40930576,45.83090546,1.262449592,0.000413229,
570,13797600,45.39561248,45.96315552,45.39575861,1.25021564,0.000321922,
575,13797600,44.96953906,45.52640192,44.96954334,1.238311239,9.51E-06,
580,13797600,44.55219503,45.09872893,44.55199988,1.226727208,0.000438041,
585,13797600,44.14329356,44.67983525,44.14295538,1.2154546,0.000766096,
590,13797600,43.74256093,44.26943339,43.74230227,1.204484706,0.000591339,
595,13797600,43.34973579,43.86724886,43.34994793,1.193809052,0.000489363,
600,13797600,42.96456842,43.47301945,42.96575254,1.183419394,0.002756048,
