TITLE = "Decane T rho" 

  VARIABLES = T	Soave_error_01Mpa	new_error_01Mpa	Soave_error_1Mpa	new_error_1Mpa	Soave_error_2Mpa	new_error_2Mpa	Soave_error_3Mpa	new_error_3Mpa	Soave_error_5Mpa	new_error_5Mpa	Soave_error_10Mpa	new_error_10Mpa
350	5.997039508	0.039784582	5.969142144	0.030169057	5.942115066	0.036816155	5.917809716	0.031074572	5.877539131	0.031569018	5.820225436	0.030156401
360	5.747353623	0.051509769	5.712103295	0.032687052	5.676818832	0.03386243	5.645200527	0.030169356	5.592849991	0.031343307	5.509218498	0.031247258
370	5.52015307	0.051779469	5.476841366	0.032229625	5.433940095	0.041959653	5.393031746	0.033369889	5.326559278	0.034892918	5.214189476	0.0336439
380	5.320336798	0.005693527	5.266504909	0.000724398	5.212096966	0.016584286	5.162450953	0.008134027	5.07934036	0.008456568	4.935096346	0.006825298
390	5.146148288	0.069990081	5.080334645	0.027653305	5.014372941	0.018472075	4.954833711	0.019450528	4.852005342	0.021023493	4.671914792	0.021996237
400	5.002000544	0.096861685	4.923716999	0.036453031	4.842806855	0.043877868	4.770360169	0.031670633	4.645528342	0.035543984	4.424641325	0.034877634
410	4.89005116	0.053557642	4.795272163	0.018386768	4.698358397	0.047923447	4.612419566	0.026384217	4.462553903	0.030849369	4.194765351	0.02781645
420	4.811655836	0.068745851	4.698537972	0.013874387	4.583904664	0.030215243	4.480342234	0.00720608	4.301523479	0.009027347	3.983884157	0.007686815
430	4.772061453	0.246859371	4.637828639	0.03935922	4.501384798	0.003024246	4.378327653	0.012598612	4.167061831	0.015327521	3.789177638	0.017545648
440	4.774642312	0.436778851	4.613748864	0.043428893	4.453372447	0.040221363	4.308100889	0.023892719	4.058082107	0.033393104	3.615347849	0.03242057
450	1.002839531	0.148899755	4.632572774	0.016915691	4.441658231	0.069187895	4.270376295	0.024400187	3.978375549	0.035805432	3.461173854	0.032643683
460	0.794221898	0.052823895	4.698883154	0.031111499	4.472140717	0.075256414	4.271265784	0.013153625	3.929048112	0.022871302	3.326959009	0.019319843
470	0.623623189	0.001443469	4.815762933	0.07460453	4.548830903	0.050886378	4.311450629	0.000218341	3.911590448	0.000908448	3.214635983	0.002074419
480	0.484122743	0.023100256	4.991741703	0.085832267	4.673969863	0.001051702	4.395797023	0.00956599	3.929593092	0.022233935	3.126256267	0.023290522
490	0.368698547	0.024527709	5.233474798	0.041115558	4.85662483	0.073376209	4.52719278	0.009793703	3.983972422	0.035959397	3.060702429	0.033950924
500	0.273462934	0.015475334	5.551671437	0.058576859	5.100119598	0.140326293	4.713445432	0.006016563	4.079586573	0.037142815	3.018443672	0.029719819
510	0.195548223	0.003330514	5.955969519	0.18349602	5.416122865	0.174913562	4.9559637	0.000394721	4.217048863	0.023291135	3.003325061	0.015371006
520	0.130560809	0.005301011	6.464261276	0.264369552	5.810586772	0.141631792	5.265496671	0.004454594	4.401193654	0.000918043	3.014216604	0.004949057
530	0.075620896	0.007760069	7.096653676	0.206511742	6.297400477	0.022672708	5.645787348	0.016617364	4.63621588	0.021686922	3.051574066	0.02379013
540	0.032789062	0.008230107	7.881095691	0.102783669	6.894396648	0.173316294	6.110270177	0.035917984	4.923946191	0.039191597	3.119286508	0.031747762
550	0.002768705	0.005024976	8.862875213	0.788210824	7.616943914	0.409279215	6.667786814	0.046718183	5.272933432	0.04223753	3.215921146	0.028877981
560	0.030640207	0.001830592	10.11003062	1.972384485	8.498671166	0.597155549	7.331900489	0.033092225	5.6824224	0.035746492	3.343355865	0.016445696
570	0.054271038	0.002103553	2.279589491	1.239933518	9.577480484	0.623869129	8.12100419	0.012757162	6.162492363	0.0177781	3.501414147	0.00124834
580	0.071314098	0.002678395	1.153330142	0.649297338	10.91882773	0.351776583	9.058681193	0.081482813	6.71775915	0.004274662	3.693245755	0.012476546
590	0.086506693	0.003826223	0.429300292	0.247429635	12.64025239	0.349388384	10.1761672	0.139963769	7.352697645	0.020872883	3.917848982	0.01808586
600	0.095074669	0.000672214	0.058248561	0.01833157	14.99506979	1.491127505	11.52107388	0.127725794	8.077300719	0.028289555	4.175423507	0.014000485
610	0.102814063	0.000771917	0.393700774	0.073187559	18.85262534	1.851720719	13.16065588	0.024873769	8.89438674	0.017079468	4.465353682	0.00198541
620	0.109183808	0.000848563	0.624748279	0.073371022	3.981780406	11.04884519	15.18611076	0.356546793	9.813565645	0.009469461	4.789996773	0.010083326
630	0.113934629	0.000149539	0.787158594	0.023216212	1.03330522	0.217046352	17.60355527	0.702728978	10.8328497	0.049433513	5.146616971	0.018797212
640	0.113415156	0.001766974	0.89328505	0.030677921	0.156005609	1.032924194	19.11358274	0.233426837	11.94084262	0.089363773	5.535099087	0.019226238
650	0.115259966	0.000469578	0.961248971	0.066985168	0.788437866	1.159135341	12.2760677	5.772926983	13.09878574	0.107800489	5.953839352	0.010333678
660	0.112627332	0.000591419	1.003591583	0.07815023	1.15616387	0.891972021	4.851424002	3.201409191	14.22008033	0.078411055	6.397396215	0.002840849
