Tr,Pr,alpha
0.388146020532925,0.198294665873488,0.785738782980398
0.420491522244002,0.198294665873488,0.809253170870978
0.452837023955079,0.198294665873488,0.831217198982675
0.485182525666156,0.198294665873488,0.852091570169037
0.517528027377233,0.198294665873488,0.872054679071574
0.54987352908831,0.198294665873488,0.891183968403364
0.582219030799387,0.198294665873488,0.909520306716246
0.614564532510464,0.198294665873488,0.927090259027993
0.646910034221541,0.198294665873488,0.943912645634828
0.679255535932618,0.198294665873488,0.959998899625352
0.711601037643695,0.198294665873488,0.975350393675032
0.743946539354772,0.198294665873488,0.989953091041647
0.776292041065849,0.198294665873488,1.08362281099182
0.808637542776926,0.198294665873488,1.05013998362668
0.840983044488003,0.198294665873488,1.02182984347869
0.87332854619908,0.198294665873488,0.996407150880863
0.905674047910157,0.198294665873488,0.973112259256344
0.938019549621234,0.198294665873488,0.95157506154923
0.970365051332311,0.198294665873488,0.931544018601193
1.00271055304339,0.198294665873488,0.912818682796569
1.03505605475447,0.198294665873488,0.895231151247965
1.06740155646554,0.198294665873488,0.878639156365797
1.09974705817662,0.198294665873488,0.862921930925028
1.1320925598877,0.198294665873488,0.84797688927208
1.16443806159877,0.198294665873488,0.833716759335774
1.19678356330985,0.198294665873488,0.820067111975615
1.22912906502093,0.198294665873488,0.806964265567172
1.261474566732,0.198294665873488,0.794353531054331
1.29382006844308,0.198294665873488,0.782187753442347
1.32616557015416,0.198294665873488,0.770426104281612
1.35851107186524,0.198294665873488,0.759033083088013
1.39085657357631,0.198294665873488,0.747977691046336
1.42320207528739,0.198294665873488,0.737232746101854
1.45554757699847,0.198294665873488,0.726774313885927
1.48789307870954,0.198294665873488,0.716581233556738
1.52023858042062,0.198294665873488,0.706634721518439
1.5525840821317,0.198294665873488,0.696918039173178
1.58492958384278,0.198294665873488,0.687416213454612
1.61727508555385,0.198294665873488,0.678115800989658
1.64962058726493,0.198294665873488,0.669004688428169
1.68196608897601,0.198294665873488,0.660071922846586
1.71431159068708,0.198294665873488,0.651307567233193
1.74665709239816,0.198294665873488,0.642702576956177
1.77900259410924,0.198294665873488,0.634248693837084
1.81134809582031,0.198294665873488,0.625938355040624
1.84369359753139,0.198294665873488,0.617764614470759
1.87603909924247,0.198294665873488,0.609721074752352
1.90838460095355,0.198294665873488,0.601801828200245
1.94073010266462,0.198294665873488,0.594001405438532
1.9730756043757,0.198294665873488,0.58631473055117
2.00542110608678,0.198294665873488,0.578737081823365
2.03776660779785,0.198294665873488,0.571264057281363
2.07011210950893,0.198294665873488,0.563891544361685
2.10245761122001,0.198294665873488,0.556615693143809
2.13480311293108,0.198294665873488,0.549432892664401
2.16714861464216,0.198294665873488,0.542339749904864
2.19949411635324,0.198294665873488,0.535333071102933
2.23183961806432,0.198294665873488,0.528409845088728
2.26418511977539,0.198294665873488,0.521567228390974
2.29653062148647,0.198294665873488,0.514802531892163
2.32887612319755,0.198294665873488,0.508113208790913
2.36122162490862,0.198294665873488,0.501496844050242
2.3935671266197,0.198294665873488,0.494951144260658
2.42591262833078,0.198294665873488,0.488473929152983
2.45825813004186,0.198294665873488,0.482063123529197
2.49060363175293,0.198294665873488,0.475716750021106
2.52294913346401,0.198294665873488,0.469432922501081
2.55529463517509,0.198294665873488,0.46320984007437
2.58764013688616,0.198294665873488,0.457045781590798
