TITLE = "Decane T rho" 

  VARIABLES = T	rho_NIST_0.1Mpa	rho_Soave_0.1Mpa	rho_new_0.1Mpa	rho_NIST_1Mpa	rho_Soave_1Mpa	rho_new_1Mpa	rho_NIST_2Mpa	rho_Soave_2Mpa	rho_new_2Mpa	rho_NIST_3Mpa	rho_Soave_3Mpa	rho_new_3Mpa	rho_NIST_5Mpa	rho_Soave_5Mpa	rho_new_5Mpa	rho_NIST_10Mpa	rho_Soave_10Mpa	rho_new_10Mpa
360	678.0367871	644.888526	686.8489228	679.1093721	640.3301972	679.6153453	680.2814267	641.6735904	680.1046146	681.4335731	642.9739458	680.5856944	683.6813251	645.4551775	681.5242135	689.0030834	651.0545824	683.7424698
365	674.0354479	642.0304154	683.092209	675.1447991	637.4040311	675.6669755	676.3562018	638.8137898	676.212156	677.5462139	640.1770826	676.7476265	679.865618	642.7749965	677.7906139	685.3462478	648.6224285	680.2474358
370	670.0146191	639.1079237	679.2006129	671.1625203	634.4126969	671.6412434	672.4151148	635.8923826	672.2466942	673.6447042	637.3218692	672.8406856	676.0388357	640.0421975	673.9957715	681.6844259	646.148588	676.7071229
375	665.9726104	636.1189676	675.200771	667.1609744	631.3541224	667.5628439	668.4567321	632.9075367	668.2327181	669.7277236	634.4066814	668.8891397	672.1998482	637.2554964	670.1634782	678.0168148	643.6323281	673.1440096
380	661.9076655	633.0613499	671.1193551	663.1385464	628.2261252	663.4527136	664.4795778	629.8573304	664.1909452	665.7939196	631.4298228	664.913474	668.347509	634.4135619	666.3137244	674.3426171	641.0729023	669.5767516
385	657.8179532	629.9327507	666.9811877	659.0935603	625.0264043	659.3270847	660.4821287	626.7397469	660.137409	661.8419028	628.38952	660.9295104	664.4806518	631.5150131	662.4618792	670.6610394	638.4695497	666.0195015
390	653.7015576	626.7307169	662.8075061	655.0242717	621.7525308	655.196281	656.4628071	623.5526667	656.0823014	657.870242	625.2839182	656.9472939	660.5980872	628.5584177	658.6176612	666.9712912	635.8214956	662.4810614
395	649.5564682	623.4526513	658.6146073	650.9288588	618.4019371	651.0649887	652.4199751	620.2938605	652.0302654	653.8774592	622.1110751	652.9714069	656.6985993	625.5422888	654.7854903	663.2725839	633.127951	658.9653085
400	645.3805672	620.0957998	654.4130483	646.8054134	614.9719055	646.9324741	648.3519267	616.9609809	647.9806377	649.8620236	618.8689556	649.001233	652.7809424	622.4650823	650.9647895	659.564129	630.3881134	655.471569
405	641.1716175	616.6572377	650.2074742	642.6519306	611.4595551	642.7934	644.2568799	613.5515534	643.9282731	645.8223453	615.5554253	645.0317888	648.8438373	619.3251943	647.1508273	655.8451379	627.6011669	651.9954663
410	636.9272472	613.133854	645.9970505	638.466297	607.8618275	638.6393971	640.1329684	610.0629658	639.8651021	641.7567692	612.1682437	641.0552666	644.885967	616.1209581	643.3362276	652.1148201	624.7662821	648.5303474
415	632.6449332	609.522333	641.77638	634.2462783	604.1754705	634.4602241	635.9782312	606.4924575	635.7812784	637.6635671	608.7050562	637.0621684	640.9059733	612.8506405	639.5120761	648.3723827	621.8826169	645.0683143
420	628.3219825	605.8191355	637.5367339	629.9895044	600.3970196	630.2448862	631.7906028	602.8371072	631.6662802	633.5409306	605.1633861	633.0423892	636.9024521	609.5124387	635.6689667	644.6170295	618.9493167	641.6011802
425	623.9555108	602.0204752	633.2674049	625.6934539	596.5227775	625.9830072	627.5679009	599.0938183	627.5102503	629.3869616	601.5406256	628.9865259	632.8739486	606.1044764	631.7982488	640.8479598	615.9655152	638.1215788
430	619.5424176	598.1222934	628.9570104	621.3554353	592.548791	621.665377	623.307813	595.2593045	623.3045281	625.1996633	597.8340252	624.8863933	628.8189528	602.6248001	627.8925135	637.0643681	612.9303348	634.6233787
435	615.0793581	594.1202294	624.594606	616.9725664	588.4708238	617.2849889	619.0078822	591.3300715	619.0426524	620.9769296	594.040683	620.7359931	624.7358938	599.0713747	623.9464969	633.2654431	609.8428875	631.1024515
440	610.5627103	590.0095867	620.1705249	612.5417503	584.2843269	612.8363799	614.66549	587.3023983	614.7197144	616.7165332	590.1575321	616.5308786	620.6231348	595.4420792	619.9564665	629.4503671	606.7022757	627.5560991
445	605.988537	585.785294	615.6769026	608.0596485	579.9844031	608.3163358	610.2778379	583.172315	610.333033	612.4161129	586.1813272	612.2688012	616.4789663	591.7347016	615.9208134	625.6183158	603.5075936	623.9835375
450	4.050760055	4.010285175	4.049662447	603.5226491	575.5657674	603.7232003	605.8419256	578.9355776	605.8814778	608.073159	582.1086293	607.9490456	612.3016001	587.9469345	611.8394097	621.7684574	600.257928	620.3853027
455	3.994444362	3.958874545	3.994672804	598.9268307	571.0227006	599.0568604	601.3545271	574.5876405	601.3654478	603.6849973	577.9357884	603.5724013	608.089162	584.076369	607.7135664	617.899953	596.9523597	616.7631833
460	3.940117556	3.90891294	3.941557219	594.2679193	566.3489949	594.3176814	596.8121626	570.1236237	596.7858397	599.2487704	573.6589253	599.1401616	603.8396845	580.1204891	603.5450863	614.0119557	593.5899657	613.119384
465	3.887650616	3.86033415	3.890199914	589.541239	561.5378914	589.5067563	592.2110668	565.5382765	592.1442872	594.7614177	569.2739096	594.6543509	599.5510982	576.0766659	599.3364687	610.1036111	590.1698202	609.4566872
470	3.836926943	3.813076227	3.840495144	584.7416528	556.5820053	584.6247977	587.5471516	560.8259347	587.4420967	590.219652	564.7763363	590.1167007	595.2212234	571.9421507	595.0899545	606.1740572	586.6909974	605.7776322
475	3.787840798	3.767081128	3.792346745	579.8634929	551.4732383	579.6726678	582.8159634	555.980472	582.6807617	585.6199329	560.1614986	585.5291454	590.8477601	567.7140681	590.8079874	602.2224251	583.1525733	602.0849049
480	3.740295986	3.722294398	3.74566491	574.9004771	546.2026734	574.649253	578.0126332	550.9952429	577.8599402	580.9584374	555.4243574	580.8918919	586.4282777	563.3894087	586.4914388	598.2478392	579.5536288	598.3798565
485	3.694204724	3.678664883	3.700368689	569.8456083	540.7604488	569.5543808	573.1318177	545.8630164	572.9802528	576.2310247	550.5595067	576.2061052	581.960204	558.9650209	582.1420921	594.2494184	575.8932525	594.6645924
490	3.649486681	3.63614447	3.656380948	564.6910519	535.1356053	564.3842574	568.1676301	540.5758981	568.0389553	571.4331976	545.5611338	571.4697869	577.4408127	554.4376033	577.7588721	590.226277	572.1705441	590.9388518
495	3.606068148	3.594687853	3.613630862	559.4279867	529.3158997	559.1341534	563.1135584	535.1252378	563.0325285	566.5600565	540.422974	566.6802721	572.8672101	549.8036951	573.3401668	586.1775262	568.3846184	587.2019736
500	3.56388132	3.554252324	3.572052173	554.0464191	523.2875742	553.7967352	557.9623664	529.5015203	557.9551318	561.606247	535.1382588	561.832781	568.2363213	545.0596672	568.8825332	582.1022759	564.5346091	583.4518612
505	3.522863679	3.514797577	3.531582089	548.534952	517.0350689	548.3604252	552.7059763	523.6942334	552.7971152	556.5658989	529.6996548	556.9190509	563.5448744	540.2017125	564.3795095	577.9996371	560.6196741	579.6840736
510	3.482957448	3.476285534	3.492161653	542.880492	510.5406593	542.8095479	547.3353251	517.6917095	547.5452454	551.4325548	524.0991946	551.9276095	558.7893839	535.2258359	559.8219364	573.8687246	556.6390004	575.8921665
515	3.444109115	3.438680188	3.453734647	537.0678745	503.7839924	537.1220864	541.8401896	511.4809324	542.1807158	546.1990859	518.3281945	546.841977	553.9661333	530.1278434	555.1964317	569.7086599	552.5918103	572.0665598
520	3.406269026	3.401947454	3.416247879	531.0793762	496.7414842	531.2692531	536.2089699	505.0472991	536.6789173	540.8575939	512.3771589	541.6405628	549.0711557	524.903332	550.48543	565.5185751	548.4773677	568.1946986
525	3.369391008	3.366055042	3.379650426	524.894072	489.3855259	525.2129073	530.4284203	498.3743249	531.0072674	535.3992936	506.2356674	536.2947809	544.1002141	519.5476783	545.6656719	561.2976175	544.2949853	564.2600112
530	3.333432053	3.330972326	3.343894251	518.4869691	481.6834152	518.9052023	524.4833097	491.4432721	525.1252241	529.8143734	499.8922403	530.7692747	539.0487795	514.0560282	540.7086335	557.0449546	540.0440329	560.2424484
