Tr,Pr,PR_liq_alpha_1Mpa
0.723446235,0.013550136,1.26797078
0.756330155,0.013550136,1.206329445
0.789214074,0.013550136,1.151525106
0.822097994,0.013550136,1.105705575
0.854981914,0.013550136,1.064433817
0.887865834,0.013550136,1.028027829
0.920749753,0.013550136,0.993909418
0.953633673,0.013550136,0.957078831
0.960210457,0.013550136,0.950647836
0.966787241,0.013550136,0.945899959
0.973364025,0.013550136,0.943259882
0.979940809,0.013550136,0.934600784
0.986517593,0.013550136,0.928605336
0.993094377,0.013550136,0.925753019
0.999671161,0.013550136,0.917432666
1.006247945,0.013550136,0.912908649
1.012824729,0.013550136,0.912717122
1.019401513,0.013550136,0.907744013
1.025978297,0.013550136,0.897994176
1.032555081,0.013550136,0.893539018
1.039131865,0.013550136,0.88473367
1.045708648,0.013550136,0.882070333
1.052285432,0.013550136,0.875541136
1.085169352,0.013550136,0.857568058
1.118053272,0.013550136,0.833279991
1.150937192,0.013550136,0.810425489
1.183821111,0.013550136,0.795264555
1.216705031,0.013550136,0.775154391
1.249588951,0.013550136,0.764557637
1.282472871,0.013550136,0.740246073
1.315356791,0.013550136,0.730425277
1.34824071,0.013550136,0.701521396
1.38112463,0.013550136,0.703174003
1.41400855,0.013550136,0.693042379
1.44689247,0.013550136,0.668375775
1.479776389,0.013550136,0.653411341
1.512660309,0.013550136,0.645018102
1.545544229,0.013550136,0.636377698
1.578428149,0.013550136,0.61631043
1.611312068,0.013550136,0.607279351
1.644195988,0.013550136,0.594485544
1.677079908,0.013550136,0.600777564
1.709963828,0.013550136,0.560064732
1.742847747,0.013550136,0.564794192
1.775731667,0.013550136,0.557141254
1.808615587,0.013550136,0.545430921
1.841499507,0.013550136,0.532749622
1.874383427,0.013550136,0.527487014
1.907267346,0.013550136,0.519039237
1.940151266,0.013550136,0.506473757
1.973035186,0.013550136,0.494454324
2.005919106,0.013550136,0.487326261
2.038803025,0.013550136,0.481120541
2.071686945,0.013550136,0.469722458
2.104570865,0.013550136,0.461890536
2.137454785,0.013550136,0.457913712
2.170338704,0.013550136,0.447443178
2.203222624,0.013550136,0.436894002
2.236106544,0.013550136,0.43289445
2.268990464,0.013550136,0.420545816
2.301874383,0.013550136,0.41516592
2.334758303,0.013550136,0.398463985
2.367642223,0.013550136,0.397234526
