Tr,Pr,bias uncorrected model,bias corrected model,bias,upper,lower,Nist,PR_alpha,,,,,
1.528960484,0.9,0.729764813,0.667354439,-0.062410375,0.675016343,0.659692535,0.667993778,0.693739096,0.667354439,0.693739096,0.667354439,0.693739096,0.667354439
1.54540092,0.9,0.723054363,0.660738064,-0.062316298,0.668399969,0.65307616,0.661364442,0.685958266,0.660738064,0.685958266,0.660738064,0.685958266,0.660738064
1.561841355,0.9,0.716343912,0.654229606,-0.062114306,0.66189151,0.646567701,0.654839482,0.678262247,0.654229606,0.678262247,0.654229606,0.678262247,0.654229606
1.57828179,0.9,0.709633461,0.647824643,-0.061808818,0.655486547,0.640162738,0.648414786,0.670649702,0.647824643,0.670649702,0.647824643,0.670649702,0.647824643
1.594722226,0.9,0.70292301,0.64151687,-0.06140614,0.649178775,0.633854966,0.642086462,0.663119332,0.64151687,0.663119332,0.64151687,0.663119332,0.64151687
1.611162661,0.9,0.696212559,0.635300153,-0.060912406,0.642962058,0.627638249,0.635850824,0.655669868,0.635300153,0.655669868,0.635300153,0.655669868,0.635300153
1.627603096,0.9,0.689502108,0.629169916,-0.060332192,0.63683182,0.621508012,0.629704379,0.648300074,0.629169916,0.648300074,0.629169916,0.648300074,0.629169916
1.644043532,0.9,0.682791657,0.623123295,-0.059668362,0.6307852,0.615461391,0.623643812,0.641008748,0.623123295,0.641008748,0.623123295,0.641008748,0.623123295
1.660483967,0.9,0.676081206,0.617158381,-0.058922825,0.624820286,0.609496477,0.617665976,0.633794714,0.617158381,0.633794714,0.617158381,0.633794714,0.617158381
1.676924402,0.9,0.669370755,0.611273261,-0.058097495,0.618935165,0.603611356,0.611767882,0.626656829,0.611273261,0.626656829,0.611273261,0.626656829,0.611273261
1.693364838,0.9,0.662660305,0.605465467,-0.057194838,0.613127371,0.597803562,0.605946688,0.619593973,0.605465467,0.619593973,0.605465467,0.619593973,0.605465467
1.709805273,0.9,0.655949854,0.599731999,-0.056217854,0.607393904,0.592070095,0.60019969,0.612605059,0.599731999,0.612605059,0.599731999,0.612605059,0.599731999
1.726245708,0.9,0.649239403,0.594069715,-0.055169687,0.60173162,0.586407811,0.594524316,0.605689021,0.594069715,0.605689021,0.594069715,0.605689021,0.594069715
1.742686144,0.9,0.642528952,0.588475743,-0.054053209,0.596137647,0.580813838,0.588918112,0.59884482,0.588475743,0.59884482,0.588475743,0.59884482,0.588475743
1.759126579,0.9,0.635818501,0.582947673,-0.052870828,0.590609577,0.575285769,0.583378744,0.592071444,0.582947673,0.592071444,0.582947673,0.592071444,0.582947673
1.775567014,0.9,0.62910805,0.577483493,-0.051624557,0.585145398,0.569821589,0.577903984,0.585367901,0.577483493,0.585367901,0.577483493,0.585367901,0.577483493
1.792007449,0.9,0.622397599,0.572081374,-0.050316225,0.579743279,0.56441947,0.572491704,0.578733223,0.572081374,0.578733223,0.572081374,0.578733223,0.572081374
1.808447885,0.9,0.615687148,0.566739475,-0.048947673,0.574401379,0.559077571,0.567139876,0.572166465,0.566739475,0.572166465,0.566739475,0.572166465,0.566739475
1.82488832,0.9,0.608976697,0.561455863,-0.047520834,0.569117768,0.553793959,0.56184656,0.565666703,0.561455863,0.565666703,0.561455863,0.565666703,0.561455863
1.841328755,0.9,0.602266247,0.556228566,-0.046037681,0.56389047,0.548566662,0.556609904,0.559233033,0.556228566,0.559233033,0.556228566,0.559233033,0.556228566
1.857769191,0.9,0.595555796,0.551055678,-0.044500118,0.558717582,0.543393773,0.551428134,0.552864573,0.551055678,0.552864573,0.551055678,0.552864573,0.551055678
1.874209626,0.9,0.588845345,0.545935455,-0.04290989,0.55359736,0.538273551,0.546299556,0.546560458,0.545935455,0.546560458,0.545935455,0.546560458,0.545935455
1.890650061,0.9,0.582134894,0.54086634,-0.041268553,0.548528245,0.533204436,0.541222547,0.540319844,0.54086634,0.540319844,0.54086634,0.540319844,0.54086634
1.907090497,0.9,0.575424443,0.53584691,-0.039577533,0.543508814,0.528185005,0.536195551,0.534141904,0.53584691,0.534141904,0.53584691,0.534141904,0.53584691
1.923530932,0.9,0.568713992,0.530875779,-0.037838213,0.538537683,0.523213874,0.53121708,0.52802583,0.530875779,0.52802583,0.530875779,0.52802583,0.530875779
1.939971367,0.9,0.562003541,0.525951523,-0.036052018,0.533613428,0.518289619,0.526285707,0.52197083,0.525951523,0.52197083,0.525951523,0.52197083,0.525951523
1.956411803,0.9,0.55529309,0.521072661,-0.034220429,0.528734566,0.513410757,0.521400061,0.515976129,0.521072661,0.515976129,0.521072661,0.515976129,0.521072661
1.972852238,0.9,0.548582639,0.516237721,-0.032344918,0.523899625,0.508575817,0.51655883,0.510040968,0.516237721,0.510040968,0.516237721,0.510040968,0.516237721
1.989292673,0.9,0.541872189,0.511445363,-0.030426826,0.519107267,0.503783458,0.511760752,0.504164606,0.511445363,0.504164606,0.511445363,0.504164606,0.511445363
2.005733109,0.9,0.535161738,0.50669448,-0.028467257,0.514356385,0.499032576,0.507004617,0.498346315,0.50669448,0.498346315,0.50669448,0.498346315,0.50669448
2.022173544,0.9,0.528451287,0.501984195,-0.026467092,0.509646099,0.494322291,0.502289262,0.492585381,0.501984195,0.492585381,0.501984195,0.492585381,0.501984195
2.038613979,0.9,0.521740836,0.4973137,-0.024427136,0.504975604,0.489651795,0.497613568,0.486881108,0.4973137,0.486881108,0.4973137,0.486881108,0.4973137
2.055054415,0.9,0.515030385,0.492682014,-0.022348371,0.500343919,0.48502011,0.492976461,0.481232811,0.492682014,0.481232811,0.492682014,0.481232811,0.492682014
2.07149485,0.9,0.508319934,0.488087809,-0.020232125,0.495749714,0.480425905,0.488376906,0.475639819,0.488087809,0.475639819,0.488087809,0.475639819,0.488087809
2.087935285,0.9,0.501609483,0.48352947,-0.018080013,0.491191375,0.475867566,0.483813911,0.470101476,0.48352947,0.470101476,0.48352947,0.470101476,0.48352947
2.104375721,0.9,0.494899032,0.479005467,-0.015893565,0.486667372,0.471343563,0.479286515,0.464617137,0.479005467,0.464617137,0.479005467,0.464617137,0.479005467
2.120816156,0.9,0.488188582,0.474514863,-0.013673719,0.482176767,0.466852958,0.474793799,0.459186171,0.474514863,0.459186171,0.474514863,0.459186171,0.474514863
2.137256591,0.9,0.481478131,0.470057603,-0.011420527,0.477719508,0.462395699,0.470334874,0.453807958,0.470057603,0.453807958,0.470057603,0.453807958,0.470057603
2.153697026,0.9,0.47476768,0.465634242,-0.009133437,0.473296147,0.457972338,0.465908883,0.448481891,0.465634242,0.448481891,0.465634242,0.448481891,0.465634242
2.170137462,0.9,0.468057229,0.461245042,-0.006812187,0.468906946,0.453583138,0.461515003,0.443207373,0.461245042,0.443207373,0.461245042,0.443207373,0.461245042
2.186577897,0.9,0.461346778,0.456888903,-0.004457875,0.464550807,0.449226998,0.457152437,0.43798382,0.456888903,0.43798382,0.456888903,0.43798382,0.456888903
2.203018332,0.9,0.454636327,0.452562933,-0.002073394,0.460224838,0.444901029,0.452820418,0.432810659,0.452562933,0.432810659,0.452562933,0.432810659,0.452562933
2.219458768,0.9,0.447925876,0.448263338,0.000337462,0.455925242,0.440601433,0.448518206,0.427687326,0.448263338,0.427687326,0.448263338,0.427687326,0.448263338
2.235899203,0.9,0.441215425,0.443987524,0.002772099,0.451649428,0.43632562,0.444245087,0.422613269,0.443987524,0.422613269,0.443987524,0.422613269,0.443987524
2.252339638,0.9,0.434504974,0.439736272,0.005231298,0.447398176,0.432074368,0.440000369,0.417587945,0.439736272,0.417587945,0.439736272,0.417587945,0.439736272
2.268780074,0.9,0.427794524,0.435514163,0.00771964,0.443176068,0.427852259,0.435783386,0.412610821,0.435514163,0.412610821,0.435514163,0.412610821,0.435514163
2.285220509,0.9,0.421084073,0.431327049,0.010242976,0.438988953,0.423665145,0.431593496,0.407681375,0.431327049,0.407681375,0.431327049,0.407681375,0.431327049
2.301660944,0.9,0.414373622,0.427177215,0.012803593,0.434839119,0.419515311,0.427430074,0.402799093,0.427177215,0.402799093,0.427177215,0.402799093,0.427177215
2.31810138,0.9,0.407663171,0.423059162,0.015395991,0.430721066,0.415397257,0.42329252,0.397963471,0.423059162,0.397963471,0.423059162,0.397963471,0.423059162
2.334541815,0.9,0.40095272,0.418959845,0.018007125,0.42662175,0.411297941,0.419180252,0.393174012,0.418959845,0.393174012,0.418959845,0.393174012,0.418959845
2.35098225,0.9,0.394242269,0.414865382,0.020623113,0.422527286,0.407203478,0.415092706,0.388430231,0.414865382,0.388430231,0.414865382,0.388430231,0.414865382
2.367422686,0.9,0.387531818,0.410771794,0.023239975,0.418433698,0.403109889,0.411029339,0.383731649,0.410771794,0.383731649,0.410771794,0.383731649,0.410771794
2.383863121,0.9,0.380821367,0.406692797,0.025871429,0.414354701,0.399030892,0.406989622,0.379077795,0.406692797,0.379077795,0.406692797,0.379077795,0.406692797
2.400303556,0.9,0.374110916,0.402656682,0.028545766,0.410318587,0.394994778,0.402973047,0.374468209,0.402656682,0.374468209,0.402656682,0.374468209,0.402656682
2.416743992,0.9,0.367400466,0.398689508,0.031289042,0.406351412,0.391027603,0.398979118,0.369902435,0.398689508,0.369902435,0.398689508,0.369902435,0.398689508
2.433184427,0.9,0.360690015,0.394791814,0.034101799,0.402453718,0.38712991,0.395007357,0.365380029,0.394791814,0.365380029,0.394791814,0.365380029,0.394791814
2.449624862,0.9,0.353979564,0.3909249,0.036945336,0.398586804,0.383262996,0.391057299,0.36090055,0.3909249,0.36090055,0.3909249,0.36090055,0.3909249
2.466065297,0.9,0.347269113,0.387022645,0.039753532,0.394684549,0.379360741,0.387128497,0.356463567,0.387022645,0.356463567,0.387022645,0.356463567,0.387022645
2.482505733,0.9,0.340558662,0.383031918,0.042473256,0.390693823,0.375370014,0.383220512,0.352068657,0.383031918,0.352068657,0.383031918,0.352068657,0.383031918
2.498946168,0.9,0.333848211,0.378963292,0.04511508,0.386625196,0.371301387,0.379332924,0.347715401,0.378963292,0.347715401,0.378963292,0.347715401,0.378963292
2.515386603,0.9,0.32713776,0.374916903,0.047779143,0.382578807,0.367254999,0.375465322,0.34340339,0.374916903,0.34340339,0.374916903,0.34340339,0.374916903
2.531827039,0.9,0.320427309,0.371050282,0.050622973,0.378712186,0.363388378,0.371617308,0.33913222,0.371050282,0.33913222,0.371050282,0.33913222,0.371050282
2.548267474,0.9,0.313716858,0.367481129,0.053764271,0.375143034,0.359819225,0.367788496,0.334901493,0.367481129,0.334901493,0.367481129,0.334901493,0.367481129
2.564707909,0.9,0.307006408,0.364158145,0.057151737,0.371820049,0.356496241,0.363978513,0.330710819,0.364158145,0.330710819,0.364158145,0.330710819,0.364158145
2.581148345,0.9,0.300295957,0.360764099,0.060468142,0.368426003,0.353102194,0.360186993,0.326559814,0.360764099,0.326559814,0.360764099,0.326559814,0.360764099
2.59758878,0.9,0.293585506,0.356715128,0.063129622,0.364377032,0.349053223,0.356413584,0.322448099,0.356715128,0.322448099,0.356715128,0.322448099,0.356715128
2.614029215,0.9,0.286875055,0.351282586,0.064407531,0.35894449,0.343620682,0.352657944,0.318375301,0.351282586,0.318375301,0.351282586,0.318375301,0.351282586
