Tr,Pr,bias uncorrected model,bias corrected model,bias,upper,lower,Nist,PR_alpha,,,,,
0.723379154,0.9,1.058576907,1.112049635,0.053472728,1.119711539,1.104387731,1.112474157,1.222365456,1.112049635,1.222365456,1.112049635,1.222365456,1.112049635
0.739819589,0.9,1.051866456,1.108849139,0.056982683,1.116511044,1.101187235,1.108488155,1.207398042,1.108849139,1.207398042,1.108849139,1.207398042,1.108849139
0.756260025,0.9,1.045156005,1.105413903,0.060257898,1.113075807,1.097751999,1.104779579,1.192686708,1.105413903,1.192686708,1.105413903,1.192686708,1.105413903
0.77270046,0.9,1.038445554,1.102110321,0.063664767,1.109772225,1.094448417,1.101289569,1.178223146,1.102110321,1.178223146,1.102110321,1.178223146,1.102110321
0.789140895,0.9,1.031735103,1.099037901,0.067302798,1.106699805,1.091375997,1.097961679,1.163999489,1.099037901,1.163999489,1.099037901,1.163999489,1.099037901
0.805581331,0.9,1.025024652,1.095995535,0.070970882,1.103657439,1.08833363,1.094740184,1.150008279,1.095995535,1.150008279,1.095995535,1.150008279,1.095995535
0.822021766,0.9,1.018314202,1.092658437,0.074344235,1.100320341,1.084996532,1.091568055,1.136242434,1.092658437,1.136242434,1.092658437,1.136242434,1.092658437
0.838462201,0.9,1.011603751,1.088873464,0.077269713,1.096535368,1.08121156,1.088384653,1.122695227,1.088873464,1.122695227,1.088873464,1.122695227,1.088873464
0.854902636,0.9,1.0048933,1.08486699,0.079973691,1.092528895,1.077205086,1.085123067,1.109360258,1.08486699,1.109360258,1.08486699,1.109360258,1.08486699
0.871343072,0.9,0.998182849,1.081165928,0.082983079,1.088827832,1.073504023,1.081705985,1.096231432,1.081165928,1.096231432,1.081165928,1.096231432,1.081165928
0.887783507,0.9,0.991472398,1.078191294,0.086718896,1.085853199,1.07052939,1.07803767,1.083302943,1.078191294,1.083302943,1.078191294,1.083302943,1.078191294
0.904223942,0.9,0.984761947,1.075720459,0.090958512,1.083382364,1.068058555,1.073988893,1.070569251,1.075720459,1.070569251,1.075720459,1.070569251,1.075720459
0.920664378,0.9,0.978051496,1.072573274,0.094521778,1.080235178,1.06491137,1.069369153,1.058025066,1.072573274,1.058025066,1.072573274,1.058025066,1.072573274
0.937104813,0.9,0.971341045,1.066820755,0.095479709,1.074482659,1.05915885,1.063866929,1.045665335,1.066820755,1.045665335,1.066820755,1.045665335,1.066820755
0.953545248,0.9,0.964630594,1.056533553,0.091902959,1.064195458,1.048871649,1.056890184,1.033485224,1.056533553,1.033485224,1.056533553,1.033485224,1.056533553
0.969985684,0.9,0.957920144,1.040736098,0.082815954,1.048398002,1.033074193,1.047041015,1.021480107,1.040736098,1.021480107,1.040736098,1.021480107,1.040736098
0.986426119,0.9,0.951209693,1.02004416,0.068834467,1.027706064,1.012382255,1.007921619,1.009645553,1.02004416,1.009645553,1.02004416,1.009645553,1.02004416
1.002866554,0.9,0.944499242,0.996589017,0.052089775,1.004250921,0.988927112,0.987872153,0.997977317,0.996589017,0.997977317,0.996589017,0.997977317,0.996589017
1.01930699,0.9,0.937788791,0.973217705,0.035428914,0.98087961,0.965555801,0.970638319,0.986471324,0.973217705,0.986471324,0.973217705,0.986471324,0.973217705
1.035747425,0.9,0.93107834,0.952370824,0.021292484,0.960032728,0.94470892,0.954827297,0.975123665,0.952370824,0.975123665,0.952370824,0.975123665,0.952370824
1.05218786,0.9,0.924367889,0.935215276,0.010847387,0.94287718,0.927553372,0.940014181,0.963930584,0.935215276,0.963930584,0.935215276,0.963930584,0.935215276
1.068628296,0.9,0.917657438,0.921442241,0.003784803,0.929104146,0.913780337,0.925984876,0.952888473,0.921442241,0.952888473,0.921442241,0.952888473,0.921442241
1.085068731,0.9,0.910946987,0.90974869,-0.001198298,0.917410594,0.902086785,0.912606714,0.94199386,0.90974869,0.94199386,0.90974869,0.94199386,0.90974869
1.101509166,0.9,0.904236536,0.898657775,-0.005578761,0.906319679,0.890995871,0.899788464,0.931243405,0.898657775,0.931243405,0.898657775,0.931243405,0.898657775
1.117949602,0.9,0.897526086,0.88721146,-0.010314625,0.894873365,0.879549556,0.887463695,0.920633894,0.88721146,0.920633894,0.88721146,0.920633894,0.88721146
1.134390037,0.9,0.890815635,0.875225019,-0.015590616,0.882886924,0.867563115,0.875581935,0.910162228,0.875225019,0.910162228,0.875225019,0.910162228,0.875225019
1.150830472,0.9,0.884105184,0.863090072,-0.021015112,0.870751976,0.855428167,0.864103288,0.899825421,0.863090072,0.899825421,0.863090072,0.899825421,0.863090072
1.167270907,0.9,0.877394733,0.851352687,-0.026042046,0.859014591,0.843690782,0.852995052,0.889620593,0.851352687,0.889620593,0.851352687,0.889620593,0.851352687
1.183711343,0.9,0.870684282,0.840351523,-0.030332759,0.848013427,0.832689618,0.842229598,0.879544967,0.840351523,0.879544967,0.840351523,0.879544967,0.840351523
1.200151778,0.9,0.863973831,0.830088141,-0.033885691,0.837750045,0.822426236,0.831783047,0.869595858,0.830088141,0.869595858,0.830088141,0.869595858,0.830088141
1.216592213,0.9,0.85726338,0.820325287,-0.036938093,0.827987191,0.812663383,0.821634407,0.859770676,0.820325287,0.859770676,0.820325287,0.859770676,0.820325287
1.233032649,0.9,0.850552929,0.810785969,-0.03976696,0.818447874,0.803124065,0.811764988,0.850066918,0.810785969,0.850066918,0.810785969,0.850066918,0.810785969
1.249473084,0.9,0.843842479,0.801310606,-0.042531872,0.808972511,0.793648702,0.802157991,0.840482163,0.801310606,0.840482163,0.801310606,0.840482163,0.801310606
1.265913519,0.9,0.837132028,0.79189831,-0.045233718,0.799560214,0.784236405,0.792798199,0.83101407,0.79189831,0.83101407,0.79189831,0.83101407,0.79189831
1.282353955,0.9,0.830421577,0.782646836,-0.047774741,0.79030874,0.774984932,0.783671737,0.821660373,0.782646836,0.821660373,0.782646836,0.821660373,0.782646836
1.29879439,0.9,0.823711126,0.773657814,-0.050053312,0.781319718,0.76599591,0.774765898,0.81241888,0.773657814,0.81241888,0.773657814,0.81241888,0.773657814
1.315234825,0.9,0.817000675,0.764971666,-0.052029009,0.77263357,0.757309762,0.766068985,0.803287466,0.764971666,0.803287466,0.764971666,0.803287466,0.764971666
1.331675261,0.9,0.810290224,0.756558896,-0.053731328,0.764220801,0.748896992,0.757570199,0.794264074,0.756558896,0.794264074,0.756558896,0.794264074,0.756558896
1.348115696,0.9,0.803579773,0.748353988,-0.055225785,0.756015892,0.740692084,0.749259536,0.785346709,0.748353988,0.785346709,0.748353988,0.785346709,0.748353988
1.364556131,0.9,0.796869322,0.740298737,-0.056570585,0.747960642,0.732636833,0.741127705,0.776533439,0.740298737,0.776533439,0.740298737,0.776533439,0.740298737
1.380996567,0.9,0.790158871,0.732367503,-0.057791368,0.740029408,0.724705599,0.733166057,0.767822386,0.732367503,0.767822386,0.732367503,0.767822386,0.732367503
1.397437002,0.9,0.783448421,0.72456614,-0.05888228,0.732228045,0.716904236,0.725366524,0.759211732,0.72456614,0.759211732,0.72456614,0.759211732,0.72456614
1.413877437,0.9,0.77673797,0.716913899,-0.059824071,0.724575803,0.709251995,0.717721569,0.750699709,0.716913899,0.750699709,0.716913899,0.750699709,0.716913899
1.430317873,0.9,0.770027519,0.709424089,-0.060603429,0.717085994,0.701762185,0.710224134,0.742284603,0.709424089,0.742284603,0.709424089,0.742284603,0.709424089
1.446758308,0.9,0.763317068,0.702094759,-0.061222309,0.709756663,0.694432854,0.702867607,0.733964746,0.702094759,0.733964746,0.702094759,0.733964746,0.702094759
1.463198743,0.9,0.756606617,0.694911275,-0.061695342,0.70257318,0.687249371,0.695645779,0.72573852,0.694911275,0.72573852,0.694911275,0.72573852,0.694911275
1.479639178,0.9,0.749896166,0.687855397,-0.062040769,0.695517301,0.680193492,0.688552815,0.717604351,0.687855397,0.717604351,0.687855397,0.717604351,0.687855397
1.496079614,0.9,0.743185715,0.680913556,-0.062272159,0.68857546,0.673251652,0.681583225,0.70956071,0.680913556,0.70956071,0.680913556,0.70956071,0.680913556
1.512520049,0.9,0.736475264,0.674079955,-0.062395309,0.681741859,0.666418051,0.674731838,0.701606107,0.674079955,0.701606107,0.674079955,0.701606107,0.674079955
