Tr,Pr,bias uncorrected model,bias corrected model,bias,upper,lower,Nist,PR_alpha
0.5247580865221133,0.5,0.9804068254556253,0.8556917266360513,-0.124715098819574,0.8673959036683654,0.8439875496037372,0.8636259032203392,1.2278731534493936
0.550995990848219,0.5,0.9741777181940281,0.8645284311058783,-0.10964928708814979,0.8762326081381924,0.8528242540735642,0.8798607317757942,1.2123726285656964
0.5772338951743247,0.5,0.9679486109324309,0.8797393895463067,-0.08820922138612419,0.8914435665786208,0.8680352125139926,0.8953807059990062,1.197331986902762
0.6034717995004303,0.5,0.9617195036708336,0.8963356671926965,-0.06538383647813703,0.9080398442250106,0.8846314901603824,0.9102286901858783,1.1827202048041683
0.629709703826536,0.5,0.9554903964092364,0.911311189609419,-0.044179206799817315,0.9230153666417331,0.899607012577105,0.9244393676472703,1.168509597352686
0.6559476081526416,0.5,0.9492612891476392,0.9241544232270302,-0.025106865920608908,0.9358586002593443,0.9124502461947162,0.9380392162955172,1.1546753359914241
0.6821855124787474,0.5,0.9430321818860419,0.9358108771032032,-0.0072213047828386156,0.9475150541355173,0.9241067000708891,0.951046306737697,1.1411950522158436
0.708423416804853,0.5,0.9368030746244447,0.9473198146794573,0.010516740055012585,0.9590239917117713,0.9356156376471432,0.9634697280762681,1.1280485092788244
0.7346613211309586,0.5,0.9305739673628475,0.9590638270774471,0.028489859714599608,0.9707680041097612,0.947359650045133,0.9753084033718035,1.1152173281645543
0.7608992254570643,0.5,0.9243448601012503,0.9706934237382799,0.04634856363702969,0.982397600770594,0.9589892467059659,0.9865489089165895,1.1026847572536411
0.78713712978317,0.5,0.918115752839653,0.9814230628440754,0.06330731000442252,0.9931272398763895,0.9697188858117614,0.997161557110501,1.0904354774553364
0.8133750341092757,0.5,0.9118866455780558,0.9905970714861659,0.07871042590811013,1.00230124851848,0.9788928944538519,1.007093137701396,1.078455436351982
0.8396129384353813,0.5,0.9056575383164585,0.9983751635221438,0.09271762520568541,1.010079340554458,0.9866709864898298,1.016252373599238,1.0667317062448354
0.8658508427614869,0.5,0.8994284310548613,1.0058616280345007,0.10643319697963956,1.0175658050668148,0.9941574510021867,1.0244767942372481,1.0552523620215835
0.8920887470875927,0.5,0.893199323793264,1.013965138530384,0.12076581473712004,1.0256693155626981,1.00226096149807,1.0265810231618953,1.0440063755641205
0.9183266514136983,0.5,0.8869702165316669,1.0214993363002391,0.1345291197685724,1.0332035133325532,1.009795159267925,1.0018229844583835,1.0329835240384897
0.944564555739804,0.5,0.8807411092700695,1.0244816828705852,0.1437405736005155,1.0361858599028992,1.012777505838271,0.980736875554766,1.0221743098994263
0.9708024600659096,0.5,0.8745120020084723,1.0181759676189395,0.14366396561046718,1.0298801446512535,1.0064717905866254,0.9617930050222498,1.0115698908309312
0.9970403643920153,0.5,0.8682828947468751,1.0008120199216415,0.1325291251747663,1.0125161969539556,0.9891078428893274,0.9443695043940258,1.0011620181548668
1.023278268718121,0.5,0.8620537874852778,0.9756954929461008,0.11364170546082297,0.9873996699784149,0.9639913159137867,0.9281430278799798,0.9909429824892338
1.0495161730442266,0.5,0.8558246802236806,0.9494220215745861,0.09359734135090542,0.9611261986069002,0.937717844542272,0.912910578840641,0.9809055656396592
1.0757540773703322,0.5,0.8495955729620834,0.9275286037600251,0.0779330307979417,0.9392327807923392,0.915824426727711,0.8985273405450346,0.9710429978719035
1.101991981696438,0.5,0.8433664657004862,0.911361173890619,0.06799470819013273,0.9230653509229331,0.8996569968583049,0.8848818129876215,0.9613489198475413
1.1282298860225437,0.5,0.8371373584388889,0.8985797533937706,0.06144239495488172,0.9102839304260847,0.8868755763614565,0.8718843863447525,0.9518173486154848
1.1544677903486493,0.5,0.8309082511772917,0.8861701365051246,0.055261885327832855,0.8978743135374386,0.8744659594728105,0.8594612561668512,0.9424426471433347
1.180705694674755,0.5,0.8246791439156945,0.8728952495788468,0.04821610566315225,0.8845994266111609,0.8611910725465327,0.8475507042397475,0.9332194969483846
1.2069435990008606,0.5,0.8184500366540972,0.8594035256342256,0.04095348898012835,0.8711077026665397,0.8476993486019115,0.8361005666083433,0.9241428734513708
1.2331815033269664,0.5,0.8122209293925,0.84676434469406,0.034543415301560014,0.8584685217263741,0.835060167661746,0.8250663811152805,0.9152080237290446
1.259419407653072,0.5,0.8059918221309028,0.8352825256943026,0.02929070356339976,0.8469867027266167,0.8235783486619885,0.8144099718843036,0.906410446386233
1.2856573119791777,0.5,0.7997627148693056,0.8245024404768092,0.0247397256075036,0.8362066175091233,0.8127982634444951,0.8040983400027258,0.8977458733057003
1.3118952163052833,0.5,0.7935336076077084,0.8139010498066374,0.02036744219892899,0.8256052268389514,0.8021968727743233,0.7941027809742882,0.8892102530660305
1.338133120631389,0.5,0.7873045003461111,0.8033559458170489,0.016051445470937873,0.815060122849363,0.7916517687847349,0.7843981757011128,0.880799735844899
1.3643710249574947,0.5,0.7810753930845138,0.7930562523101298,0.011980859225615967,0.8047604293424439,0.7813520752778157,0.7749624167844568,0.8725106596482748
1.3906089292836004,0.5,0.7748462858229166,0.7831710078239343,0.008324722001017694,0.7948751848562484,0.7714668307916203,0.7657759415446903,0.8643395377259352
1.416846833609706,0.5,0.7686171785613194,0.7736799272432281,0.00506274868190871,0.7853841042755422,0.761975750210914,0.7568213498308993,0.8562830470507301
1.4430847379358116,0.5,0.7623880712997222,0.7644522534627726,0.002064182163050413,0.7761564304950866,0.7527480764304585,0.7480830895727092,0.8483380177537153
