Tr,Pr,bias corrected model,Nist,bias uncorrected model, upper,lower,bias,PR_alpha,,,,
1.038463671,0.013555095,0.888984612,0.889177894,0.923191922,0.906190054,0.871779169,-0.034207311,0.973263812,0.8988367,0.973263812,0.933235524,0.973263812
1.055047066,0.013555095,0.877057043,0.876992702,0.916304365,0.894262485,0.8598516,-0.039247322,0.961999472,0.88611437,0.961999472,0.92023228,0.961999472
1.071630462,0.013555095,0.865555213,0.865226236,0.909416807,0.882760655,0.84834977,-0.043861595,0.950888114,0.874023686,0.950888114,0.908452419,0.950888114
1.088213858,0.013555095,0.854350056,0.853851281,0.90252925,0.871555499,0.837144614,-0.048179194,0.9399262,0.862506251,0.9399262,0.896870703,0.9399262
1.104797253,0.013555095,0.843382631,0.84284292,0.895641693,0.860588073,0.826177188,-0.052259062,0.929110329,0.851448112,0.929110329,0.885004035,0.929110329
1.121380649,0.013555095,0.832659606,0.832178294,0.888754135,0.849865048,0.815454163,-0.056094529,0.918437222,0.840738342,0.918437222,0.872899787,0.918437222
1.137964045,0.013555095,0.822222434,0.821836383,0.881866578,0.839427876,0.805016991,-0.059644144,0.907903725,0.830305413,0.907903725,0.860898394,0.907903725
1.15454744,0.013555095,0.812110782,0.811797819,0.874979021,0.829316225,0.79490534,-0.062868238,0.897506797,0.82012376,0.897506797,0.849348629,0.897506797
1.171130836,0.013555095,0.802337869,0.802044726,0.868091463,0.819543312,0.785132427,-0.065753594,0.887243506,0.810198762,0.887243506,0.838422525,0.887243506
1.187714231,0.013555095,0.792885162,0.792560582,0.861203906,0.810090605,0.775679719,-0.068318744,0.877111023,0.800544778,0.877111023,0.82808327,0.877111023
1.204297627,0.013555095,0.783713144,0.783330096,0.854316348,0.800918587,0.766507702,-0.070603204,0.867106618,0.791168382,0.867106618,0.818168375,0.867106618
1.220881023,0.013555095,0.774778614,0.774339094,0.847428791,0.791984057,0.757573172,-0.072650177,0.857227655,0.782062055,0.857227655,0.808506812,0.857227655
1.237464418,0.013555095,0.766048831,0.765574426,0.840541234,0.783254274,0.748843389,-0.074492402,0.847471585,0.773206964,0.847471585,0.798999727,0.847471585
1.254047814,0.013555095,0.757507131,0.757023873,0.833653676,0.774712573,0.740301688,-0.076146545,0.837835947,0.764580009,0.837835947,0.789636757,0.837835947
1.270631209,0.013555095,0.749150069,0.748676069,0.826766119,0.766355512,0.731944627,-0.07761605,0.82831836,0.75616032,0.82831836,0.780462121,0.82831836
1.287214605,0.013555095,0.740979955,0.740520427,0.819878562,0.758185397,0.723774512,-0.078898607,0.81891652,0.747932562,0.81891652,0.771525286,0.81891652
1.303798001,0.013555095,0.732997509,0.732547077,0.812991004,0.750202952,0.715792066,-0.079993495,0.809628197,0.739886834,0.809628197,0.762846807,0.809628197
1.320381396,0.013555095,0.725197872,0.724746806,0.806103447,0.742403314,0.707992429,-0.080905575,0.800451232,0.73201656,0.800451232,0.754411627,0.800451232
1.336964792,0.013555095,0.717570655,0.717111004,0.799215889,0.734776098,0.700365212,-0.081645234,0.791383534,0.724316075,0.791383534,0.746183719,0.791383534
1.353548188,0.013555095,0.710102702,0.709631617,0.792328332,0.727308144,0.692897259,-0.08222563,0.782423076,0.716779048,0.782423076,0.738127074,0.782423076
1.370131583,0.013555095,0.702781426,0.702301104,0.785440775,0.719986868,0.685575983,-0.082659349,0.773567893,0.709398084,0.773567893,0.730219886,0.773567893
1.386714979,0.013555095,0.695597021,0.695112397,0.778553217,0.712802464,0.678391579,-0.082956196,0.76481608,0.702165154,0.76481608,0.722456812,0.76481608
1.403298374,0.013555095,0.688542906,0.688058865,0.77166566,0.705748348,0.671337463,-0.083122754,0.756165787,0.695072335,0.756165787,0.714842109,0.756165787
1.41988177,0.013555095,0.681614756,0.68113428,0.764778102,0.698820198,0.664409313,-0.083163347,0.747615221,0.688112376,0.747615221,0.707380283,0.747615221
1.436465166,0.013555095,0.674809019,0.674332789,0.757890545,0.692014462,0.657603577,-0.083081526,0.739162638,0.681278925,0.739162638,0.700069924,0.739162638
1.453048561,0.013555095,0.668121738,0.667648886,0.751002988,0.68532718,0.650916295,-0.08288125,0.730806348,0.674566436,0.730806348,0.692902904,0.730806348
1.469631957,0.013555095,0.661548091,0.661077387,0.74411543,0.678753533,0.644342648,-0.08256734,0.722544707,0.667969909,0.722544707,0.685867567,0.722544707
1.486215353,0.013555095,0.655082619,0.654613408,0.737227873,0.672288061,0.637877176,-0.082145254,0.714376116,0.661484641,0.714376116,0.678952931,0.714376116
1.502798748,0.013555095,0.648719788,0.648252342,0.730340316,0.665925231,0.631514346,-0.081620527,0.706299023,0.655106067,0.706299023,0.672151382,0.706299023
1.519382144,0.013555095,0.642454518,0.64198984,0.723452758,0.659659961,0.625249076,-0.08099824,0.698311917,0.648829724,0.698311917,0.66545891,0.698311917
1.535965539,0.013555095,0.636282438,0.635821797,0.716565201,0.653487881,0.619076996,-0.080282762,0.690413329,0.642651287,0.690413329,0.658873563,0.690413329
1.552548935,0.013555095,0.630199842,0.629744332,0.709677643,0.647405285,0.6129944,-0.079477801,0.682601829,0.636566643,0.682601829,0.652393455,0.682601829
1.569132331,0.013555095,0.624203454,0.623753773,0.702790086,0.641408896,0.606998011,-0.078586632,0.674876026,0.630571935,0.674876026,0.646015505,0.674876026
1.585715726,0.013555095,0.61829017,0.617846645,0.695902529,0.635495613,0.601084727,-0.077612359,0.667234564,0.624663572,0.667234564,0.639735306,0.667234564
1.602299122,0.013555095,0.612456897,0.612019656,0.689014971,0.62966234,0.595251455,-0.076558074,0.659676125,0.618838206,0.659676125,0.633547833,0.659676125
1.618882518,0.013555095,0.606700516,0.606269687,0.682127414,0.623905959,0.589495073,-0.075426898,0.652199421,0.61309269,0.652199421,0.62744834,0.652199421
1.635465913,0.013555095,0.601017944,0.600593779,0.675239857,0.618223387,0.583812502,-0.074221912,0.644803201,0.607424028,0.644803201,0.62143294,0.644803201
1.652049309,0.013555095,0.59540623,0.594989123,0.668352299,0.612611672,0.578200787,-0.07294607,0.637486244,0.601829353,0.637486244,0.615498648,0.637486244
1.668632704,0.013555095,0.589862618,0.589453052,0.661464742,0.60706806,0.572657175,-0.071602124,0.630247358,0.596305917,0.630247358,0.609643042,0.630247358
1.6852161,0.013555095,0.58438457,0.583983032,0.654577184,0.601590013,0.567179127,-0.070192614,0.623085384,0.590851092,0.623085384,0.603863825,0.623085384
1.701799496,0.013555095,0.578969736,0.578576653,0.647689627,0.596175178,0.561764293,-0.068719891,0.615999188,0.585462387,0.615999188,0.598158539,0.615999188
1.718382891,0.013555095,0.573615907,0.573231623,0.64080207,0.59082135,0.556410464,-0.067186163,0.608987665,0.580137445,0.608987665,0.592524521,0.608987665
1.734966287,0.013555095,0.568320972,0.567945761,0.633914512,0.585526415,0.55111553,-0.06559354,0.602049737,0.574874044,0.602049737,0.586959035,0.602049737
1.751549683,0.013555095,0.56308289,0.562716987,0.627026955,0.580288332,0.545877447,-0.063944065,0.595184352,0.569670076,0.595184352,0.581459466,0.595184352
1.768133078,0.013555095,0.557899678,0.557543321,0.620139398,0.57510512,0.540694235,-0.06223972,0.588390481,0.564523524,0.588390481,0.576023433,0.588390481
1.784716474,0.013555095,0.55276942,0.552422876,0.61325184,0.569974862,0.535563977,-0.06048242,0.581667121,0.559432443,0.581667121,0.57064881,0.581667121
1.801299869,0.013555095,0.547690278,0.547353848,0.606364283,0.56489572,0.530484835,-0.058674005,0.575013291,0.55439496,0.575013291,0.565333662,0.575013291
1.817883265,0.013555095,0.54266051,0.54233452,0.599476725,0.559865952,0.525455067,-0.056816216,0.568428034,0.549409279,0.568428034,0.560076164,0.568428034
1.834466661,0.013555095,0.537678482,0.537363249,0.592589168,0.554883924,0.520473039,-0.054910686,0.561910412,0.544473708,0.561910412,0.554874543,0.561910412
1.851050056,0.013555095,0.53274267,0.532438466,0.585701611,0.549948113,0.515537228,-0.052958941,0.555459511,0.539586665,0.555459511,0.549727054,0.555459511
1.867633452,0.013555095,0.527851645,0.527558673,0.578814053,0.545057087,0.510646202,-0.050962409,0.549074437,0.534746676,0.549074437,0.544631994,0.549074437
1.884216848,0.013555095,0.523004033,0.522722434,0.571926496,0.540209475,0.50579859,-0.048922463,0.542754314,0.529952333,0.542754314,0.539587698,0.542754314
1.900800243,0.013555095,0.518198477,0.517928379,0.565038939,0.53540392,0.500993035,-0.046840461,0.536498287,0.525202244,0.536498287,0.534592543,0.536498287
1.917383639,0.013555095,0.513433608,0.513175193,0.558151381,0.530639051,0.496228165,-0.044717773,0.530305519,0.520494993,0.530305519,0.529644951,0.530305519
1.933967034,0.013555095,0.508708057,0.50846162,0.551263824,0.525913499,0.491502614,-0.042555767,0.524175191,0.515829155,0.524175191,0.524743421,0.524175191
1.95055043,0.013555095,0.504020515,0.503786454,0.544376266,0.521225958,0.486815073,-0.040355751,0.518106501,0.511203365,0.518106501,0.519886575,0.518106501
1.967133826,0.013555095,0.499369823,0.499148541,0.537488709,0.516575266,0.48216438,-0.038118886,0.512098665,0.506616423,0.512098665,0.515073205,0.512098665
1.983717221,0.013555095,0.494755016,0.494546773,0.530601152,0.511960458,0.477549573,-0.035846136,0.506150916,0.502067356,0.506150916,0.51030226,0.506150916
2.000300617,0.013555095,0.490175293,0.489980088,0.523713594,0.507380736,0.472969851,-0.033538301,0.500262501,0.497555377,0.500262501,0.505572751,0.500262501
2.016884013,0.013555095,0.485629878,0.485447466,0.516826037,0.502835321,0.468424435,-0.031196159,0.494432684,0.493079715,0.494432684,0.500883599,0.494432684
2.033467408,0.013555095,0.481117821,0.48094793,0.509938479,0.498323263,0.463912378,-0.028820659,0.488660743,0.488639381,0.488660743,0.496233501,0.488660743
2.050050804,0.013555095,0.476637877,0.476480538,0.503050922,0.49384332,0.459432435,-0.026413045,0.482945973,0.48423303,0.482945973,0.491620932,0.482945973
2.066634199,0.013555095,0.472188582,0.472044387,0.496163365,0.489394025,0.45498314,-0.023974782,0.47728768,0.479859063,0.47728768,0.487044361,0.47728768
2.083217595,0.013555095,0.467768556,0.46763861,0.489275807,0.484973998,0.450563113,-0.021507252,0.471685187,0.475516007,0.471685187,0.482502605,0.471685187
2.099800991,0.013555095,0.463376921,0.463262372,0.48238825,0.480582364,0.446171479,-0.019011329,0.466137828,0.471203024,0.466137828,0.477995131,0.466137828
2.116384386,0.013555095,0.459013568,0.458914869,0.475500693,0.47621901,0.441808125,-0.016487125,0.460644951,0.46692019,0.460644951,0.473522038,0.460644951
2.132967782,0.013555095,0.454678974,0.45459533,0.468613135,0.471884417,0.437473531,-0.013934161,0.455205918,0.462668231,0.455205918,0.469083586,0.455205918
2.149551178,0.013555095,0.450373524,0.45030301,0.461725578,0.467578967,0.433168082,-0.011352054,0.449820102,0.458447635,0.449820102,0.46467938,0.449820102
2.166134573,0.013555095,0.446096586,0.446037193,0.45483802,0.463302029,0.428891144,-0.008741434,0.444486887,0.454257534,0.444486887,0.460307691,0.444486887
2.182717969,0.013555095,0.441845954,0.441797189,0.447950463,0.459051397,0.424640511,-0.006104509,0.439205672,0.450095098,0.439205672,0.455965471,0.439205672
2.199301364,0.013555095,0.437618249,0.437582334,0.441062906,0.454823692,0.420412807,-0.003444656,0.433975864,0.445956192,0.433975864,0.45164942,0.433975864
2.21588476,0.013555095,0.433410437,0.433391987,0.434175348,0.450615879,0.416204994,-0.000764911,0.428796884,0.441837406,0.428796884,0.447357794,0.428796884
2.232468156,0.013555095,0.429221811,0.429225529,0.427287791,0.446427254,0.412016369,0.00193402,0.423668161,0.437738564,0.423668161,0.44309193,0.423668161
2.249051551,0.013555095,0.425055153,0.425082364,0.420400234,0.442260596,0.40784971,0.004654919,0.418589137,0.433663999,0.418589137,0.438856198,0.418589137
2.265634947,0.013555095,0.420915761,0.420961918,0.413512676,0.438121203,0.403710318,0.007403085,0.413559263,0.429620993,0.413559263,0.434655608,0.413559263
2.282218343,0.013555095,0.416808096,0.416863636,0.406625119,0.434013538,0.399602653,0.010182977,0.408578,0.425615156,0.408578,0.430491768,0.408578
2.298801738,0.013555095,0.412731499,0.41278698,0.399737561,0.429936942,0.395526057,0.012993938,0.40364482,0.421644793,0.40364482,0.426359463,0.40364482
2.315385134,0.013555095,0.408677862,0.408731435,0.392850004,0.425883304,0.391472419,0.015827858,0.398759203,0.417698098,0.398759203,0.422246793,0.398759203
2.331968529,0.013555095,0.404633987,0.404696499,0.385962447,0.421839429,0.387428544,0.01867154,0.393920639,0.413756733,0.393920639,0.418140532,0.393920639
2.348551925,0.013555095,0.400589069,0.400681689,0.379074889,0.417794511,0.383383626,0.02151418,0.389128627,0.409806172,0.389128627,0.414035176,0.389128627
2.365135321,0.013555095,0.396543914,0.396686539,0.372187332,0.413749356,0.379338471,0.024356582,0.384382675,0.405848233,0.384382675,0.40994058,0.384382675
2.381718716,0.013555095,0.392515554,0.392710596,0.365299775,0.409720997,0.375310112,0.02721578,0.379682299,0.401907324,0.379682299,0.405881641,0.379682299
2.398302112,0.013555095,0.388531432,0.388753424,0.358412217,0.405736874,0.371325989,0.030119214,0.375027025,0.398022659,0.375027025,0.401886313,0.375027025
2.414885508,0.013555095,0.384612582,0.384814599,0.35152466,0.401818024,0.367407139,0.033087922,0.370416384,0.394225635,0.370416384,0.397965339,0.370416384
2.431468903,0.013555095,0.38075351,0.380893712,0.344637102,0.397958953,0.363548068,0.036116408,0.365849918,0.390512343,0.365849918,0.394094955,0.365849918
2.448052299,0.013555095,0.3769127,0.376990368,0.337749545,0.394118142,0.359707257,0.039163155,0.361327177,0.386829396,0.361327177,0.39021713,0.361327177
2.464635694,0.013555095,0.373026315,0.373104183,0.330861988,0.390231758,0.355820873,0.042164328,0.356847715,0.383089773,0.356847715,0.386265827,0.356847715
2.48121909,0.013555095,0.369046232,0.369234786,0.32397443,0.386251675,0.35184079,0.045071802,0.352411098,0.379220895,0.352411098,0.382212729,0.352411098
2.497802486,0.013555095,0.364985943,0.365381816,0.317086873,0.382191386,0.347780501,0.04789907,0.348016897,0.375224829,0.348016897,0.378108595,0.348016897
2.514385881,0.013555095,0.360944276,0.361544924,0.310199316,0.378149718,0.343738833,0.05074496,0.343664689,0.371212956,0.343664689,0.374088127,0.343664689
2.530969277,0.013555095,0.357078211,0.357723773,0.303311758,0.374283653,0.339872768,0.053766453,0.33935406,0.367378504,0.33935406,0.37031607,0.33935406
2.547552673,0.013555095,0.353516971,0.353918035,0.296424201,0.370722414,0.336311529,0.05709277,0.335084602,0.36389582,0.335084602,0.366880103,0.335084602
2.564136068,0.013555095,0.350242755,0.350127392,0.289536643,0.367448198,0.333037313,0.060706112,0.330855914,0.360776113,0.330855914,0.363669819,0.330855914
2.580719464,0.013555095,0.346991638,0.346351534,0.282649086,0.36419708,0.329786195,0.064342552,0.3266676,0.357744295,0.3266676,0.360301632,0.3266676
2.597302859,0.013555095,0.343232828,0.342590164,0.275761529,0.36043827,0.326027385,0.067471299,0.322519273,0.354207819,0.322519273,0.356141371,0.322519273
2.613886255,0.013555095,0.338257948,0.33884299,0.268873971,0.355463391,0.321052506,0.069383977,0.31841055,0.349356688,0.31841055,0.350438642,0.31841055
2.630469651,0.013555095,0.331364133,0.335109731,0.261986414,0.348569576,0.314158691,0.069377719,0.314341054,0.342376232,0.314341054,0.342536207,0.314341054
0.723379154,0.135550947,1.135820883,1.130835188,1.055747293,1.153026325,1.11861544,0.08007359,1.222365456,,,,
0.73996255,0.135550947,1.140844585,1.127317531,1.048859736,1.158050027,1.123639142,0.091984849,1.207269026,,,,
0.756545945,0.135550947,1.145618228,1.124063304,1.041972178,1.162823671,1.128412785,0.10364605,1.192433074,,,,
0.773129341,0.135550947,1.148254847,1.203456409,1.035084621,1.16546029,1.131049405,0.113170226,1.177849079,,,,
0.789712736,0.135550947,1.146700075,1.174311432,1.028197064,1.163905518,1.129494633,0.118503012,1.163508978,,,,
0.806296132,0.135550947,1.139399203,1.147369685,1.021309506,1.156604646,1.12219376,0.118089697,1.149405127,,,,
0.822879528,0.135550947,1.125868859,1.122354581,1.014421949,1.143074302,1.108663417,0.11144691,1.135530274,,,,
0.839462923,0.135550947,1.10691673,1.099017465,1.007534392,1.124122172,1.089711287,0.099382338,1.12187753,,,,
0.856046319,0.135550947,1.084403529,1.077147578,1.000646834,1.101608971,1.067198086,0.083756694,1.108440345,,,,
0.872629715,0.135550947,1.060647727,1.056569696,0.993759277,1.07785317,1.043442284,0.06688845,1.095212485,,,,
0.88921311,0.135550947,1.037726927,1.037138684,0.986871719,1.05493237,1.020521485,0.050855208,1.08218801,,,,
0.905796506,0.135550947,1.016954537,1.018733684,0.979984162,1.03415998,0.999749094,0.036970375,1.069361258,,,,
0.922379901,0.135550947,0.998704664,1.001253008,0.973096605,1.015910107,0.981499222,0.02560806,1.056726821,,,,
0.938963297,0.135550947,0.982588224,0.984610112,0.966209047,0.999793666,0.965382781,0.016379177,1.044279536,,,,
0.955546693,0.135550947,0.967839302,0.968730569,0.95932149,0.985044745,0.950633859,0.008517812,1.032014466,,,,
0.972130088,0.135550947,0.953715647,0.953549796,0.952433932,0.97092109,0.936510205,0.001281715,1.019926889,,,,
0.988713484,0.135550947,0.939758496,0.939011257,0.945546375,0.956963938,0.922553053,-0.005787879,1.008012281,,,,
1.00529688,0.135550947,0.925854613,0.925064976,0.938658818,0.943060055,0.90864917,-0.012804205,0.996266308,,,,
1.021880275,0.135550947,0.912139915,0.911666356,0.93177126,0.929345357,0.894934472,-0.019631345,0.984684814,,,,
1.038463671,0.135550947,0.8988367,0.898775318,0.924883703,0.916042143,0.881631257,-0.026047003,0.973263812,,,,
1.055047066,0.135550947,0.88611437,0.886355708,0.917996146,0.903319813,0.868908928,-0.031881775,0.961999472,,,,
1.071630462,0.135550947,0.874023686,0.874374863,0.911108588,0.891229128,0.856818243,-0.037084903,0.950888114,,,,
1.088213858,0.135550947,0.862506251,0.862803213,0.904221031,0.879711693,0.845300808,-0.04171478,0.9399262,,,,
1.104797253,0.135550947,0.851448112,0.851613916,0.897333473,0.868653555,0.83424267,-0.045885361,0.929110329,,,,
1.121380649,0.135550947,0.840738342,0.840782514,0.890445916,0.857943785,0.823532899,-0.049707574,0.918437222,,,,
1.137964045,0.135550947,0.830305413,0.830286641,0.883558359,0.847510856,0.813099971,-0.053252946,0.907903725,,,,
1.15454744,0.135550947,0.82012376,0.820105779,0.876670801,0.837329202,0.802918317,-0.056547042,0.897506797,,,,
1.171130836,0.135550947,0.810198762,0.810221059,0.869783244,0.827404204,0.792993319,-0.059584482,0.887243506,,,,
1.187714231,0.135550947,0.800544778,0.800615096,0.862895687,0.81775022,0.783339335,-0.062350909,0.877111023,,,,
1.204297627,0.135550947,0.791168382,0.791271843,0.856008129,0.808373825,0.773962939,-0.064839747,0.867106618,,,,
1.220881023,0.135550947,0.782062055,0.782176463,0.849120572,0.799267498,0.764856612,-0.067058517,0.857227655,,,,
1.237464418,0.135550947,0.773206964,0.773315219,0.842233014,0.790412407,0.756001522,-0.06902605,0.847471585,,,,
1.254047814,0.135550947,0.764580009,0.764675372,0.835345457,0.781785451,0.747374566,-0.070765448,0.837835947,,,,
1.270631209,0.135550947,0.75616032,0.756245093,0.8284579,0.773365762,0.738954877,-0.07229758,0.82831836,,,,
1.287214605,0.135550947,0.747932562,0.74801338,0.821570342,0.765138004,0.730727119,-0.073637781,0.81891652,,,,
1.303798001,0.135550947,0.739886834,0.739969992,0.814682785,0.757092276,0.722681391,-0.074795951,0.809628197,,,,
1.320381396,0.135550947,0.73201656,0.73210538,0.807795228,0.749222003,0.714811118,-0.075778667,0.800451232,,,,
1.336964792,0.135550947,0.724316075,0.724410632,0.80090767,0.741521517,0.707110632,-0.076591595,0.791383534,,,,
1.353548188,0.135550947,0.716779048,0.716877418,0.794020113,0.733984491,0.699573605,-0.077241065,0.782423076,,,,
1.370131583,0.135550947,0.709398084,0.709497947,0.787132555,0.726603526,0.692192641,-0.077734472,0.773567893,,,,
1.386714979,0.135550947,0.702165154,0.702264923,0.780244998,0.719370597,0.684959712,-0.078079844,0.76481608,,,,
1.403298374,0.135550947,0.695072335,0.695171506,0.773357441,0.712277778,0.677866892,-0.078285106,0.756165787,,,,
1.41988177,0.135550947,0.688112376,0.688211277,0.766469883,0.705317818,0.670906933,-0.078357508,0.747615221,,,,
1.436465166,0.135550947,0.681278925,0.681378206,0.759582326,0.698484368,0.664073483,-0.078303401,0.739162638,,,,
1.453048561,0.135550947,0.674566436,0.674666625,0.752694769,0.691771878,0.657360993,-0.078128333,0.730806348,,,,
1.469631957,0.135550947,0.667969909,0.668071201,0.745807211,0.685175351,0.650764466,-0.077837302,0.722544707,,,,
1.486215353,0.135550947,0.661484641,0.66158691,0.738919654,0.678690083,0.644279198,-0.077435013,0.714376116,,,,
1.502798748,0.135550947,0.655106067,0.655209016,0.732032096,0.67231151,0.637900625,-0.076926029,0.706299023,,,,
1.519382144,0.135550947,0.648829724,0.648933052,0.725144539,0.666035166,0.631624281,-0.076314815,0.698311917,,,,
1.535965539,0.135550947,0.642651287,0.6427548,0.718256982,0.65985673,0.625445844,-0.075605695,0.690413329,,,,
1.552548935,0.135550947,0.636566643,0.636670274,0.711369424,0.653772086,0.619361201,-0.074802781,0.682601829,,,,
1.569132331,0.135550947,0.630571935,0.630675707,0.704481867,0.647777377,0.613366492,-0.073909932,0.674876026,,,,
1.585715726,0.135550947,0.624663572,0.624767532,0.697594309,0.641869014,0.607458129,-0.072930738,0.667234564,,,,
1.602299122,0.135550947,0.618838206,0.618942373,0.690706752,0.636043649,0.601632764,-0.071868546,0.659676125,,,,
1.618882518,0.135550947,0.61309269,0.613197028,0.683819195,0.630298132,0.595887247,-0.070726505,0.652199421,,,,
1.635465913,0.135550947,0.607424028,0.607528464,0.676931637,0.62462947,0.590218585,-0.06950761,0.644803201,,,,
1.652049309,0.135550947,0.601829353,0.601933801,0.67004408,0.619034796,0.58462391,-0.068214727,0.637486244,,,,
1.668632704,0.135550947,0.596305917,0.596410305,0.663156523,0.613511359,0.579100474,-0.066850606,0.630247358,,,,
1.6852161,0.135550947,0.590851092,0.59095538,0.656268965,0.608056535,0.57364565,-0.065417873,0.623085384,,,,
1.701799496,0.135550947,0.585462387,0.585566554,0.649381408,0.602667829,0.568256944,-0.063919021,0.615999188,,,,
1.718382891,0.135550947,0.580137445,0.580241481,0.64249385,0.597342888,0.562932002,-0.062356405,0.608987665,,,,
1.734966287,0.135550947,0.574874044,0.574977922,0.635606293,0.592079487,0.557668602,-0.060732249,0.602049737,,,,
1.751549683,0.135550947,0.569670076,0.56977375,0.628718736,0.586875519,0.552464634,-0.059048659,0.595184352,,,,
1.768133078,0.135550947,0.564523524,0.564626936,0.621831178,0.581728966,0.547318081,-0.057307655,0.588390481,,,,
1.784716474,0.135550947,0.559432443,0.559535544,0.614943621,0.576637886,0.542227,-0.055511178,0.581667121,,,,
1.801299869,0.135550947,0.55439496,0.554497731,0.608056064,0.571600402,0.537189517,-0.053661104,0.575013291,,,,
1.817883265,0.135550947,0.549409279,0.549511734,0.601168506,0.566614722,0.532203837,-0.051759227,0.568428034,,,,
1.834466661,0.135550947,0.544473708,0.544575872,0.594280949,0.561679151,0.527268265,-0.049807241,0.561910412,,,,
1.851050056,0.135550947,0.539586665,0.539688538,0.587393391,0.556792108,0.522381223,-0.047806726,0.555459511,,,,
1.867633452,0.135550947,0.534746676,0.534848197,0.580505834,0.551952119,0.517541234,-0.045759158,0.549074437,,,,
1.884216848,0.135550947,0.529952333,0.53005338,0.573618277,0.547157776,0.512746891,-0.043665943,0.542754314,,,,
1.900800243,0.135550947,0.525202244,0.525302681,0.566730719,0.542407687,0.507996801,-0.041528475,0.536498287,,,,
1.917383639,0.135550947,0.520494993,0.520594755,0.559843162,0.537700436,0.503289551,-0.039348169,0.530305519,,,,
1.933967034,0.135550947,0.515829155,0.515928316,0.552955605,0.533034598,0.498623712,-0.03712645,0.524175191,,,,
1.95055043,0.135550947,0.511203365,0.511302127,0.546068047,0.528408808,0.493997923,-0.034864682,0.518106501,,,,
1.967133826,0.135550947,0.506616423,0.506715007,0.53918049,0.523821866,0.489410981,-0.032564067,0.512098665,,,,
1.983717221,0.135550947,0.502067356,0.502165821,0.532292932,0.519272798,0.484861913,-0.030225577,0.506150916,,,,
2.000300617,0.135550947,0.497555377,0.497653481,0.525405375,0.51476082,0.480349934,-0.027849998,0.500262501,,,,
2.016884013,0.135550947,0.493079715,0.493176943,0.518517818,0.510285157,0.475874272,-0.025438103,0.494432684,,,,
2.033467408,0.135550947,0.488639381,0.488735203,0.51163026,0.505844824,0.471433938,-0.022990879,0.488660743,,,,
2.050050804,0.135550947,0.48423303,0.484327299,0.504742703,0.501438473,0.467027588,-0.020509672,0.482945973,,,,
