Tr,Pr,bias corrected model,Nist,bias uncorrected model, upper,lower,bias,PR_alpha,,,,,
0.683786659,2,2.036752501,2.035654065,3.00151099,2.053088796,2.020416206,-0.964758489,1.446527229,,,,,
0.691384288,2,1.982063063,1.980569608,2.964373739,1.998399358,1.965726768,-0.982310676,1.433649564,,,,,
0.698981918,2,1.931106948,1.929580104,2.927236488,1.947443243,1.914770653,-0.996129541,1.420899568,,,,,
0.706579547,2,1.883473427,1.882233433,2.890099238,1.899809722,1.867137132,-1.006625811,1.408275166,,,,,
0.714177177,2,1.838878303,1.838140843,2.852961987,1.855214598,1.822542008,-1.014083684,1.395774338,,,,,
0.721774806,2,1.797118646,1.79696619,2.815824736,1.813454941,1.780782351,-1.01870609,1.383395117,,,,,
0.729372436,2,1.758031633,1.758417302,2.778687485,1.774367929,1.741695338,-1.020655852,1.371135587,,,,,
0.736970065,2,1.721462581,1.722238982,2.741550234,1.737798876,1.705126285,-1.020087654,1.358993883,,,,,
0.744567695,2,1.687244816,1.688207304,2.704412983,1.703581111,1.67090852,-1.017168168,1.346968188,,,,,
0.752165324,2,1.655191612,1.656124937,2.667275732,1.671527907,1.638855317,-1.012084121,1.335056731,,,,,
0.759762954,2,1.62509836,1.625817276,2.630138482,1.641434655,1.608762065,-1.005040121,1.323257785,,,,,
0.767360583,2,1.596751805,1.597129224,2.593001231,1.6130881,1.58041551,-0.996249425,1.311569666,,,,,
0.774958213,2,1.569942597,1.569922512,2.55586398,1.586278892,1.553606301,-0.985921383,1.299990733,,,,,
0.782555843,2,1.544477622,1.544073441,2.518726729,1.560813917,1.528141327,-0.974249107,1.288519384,,,,,
0.790153472,2,1.520189402,1.519470975,2.481589478,1.536525697,1.503853107,-0.961400076,1.277154055,,,,,
0.797751102,2,1.496941002,1.496015126,2.444452227,1.513277297,1.480604707,-0.947511226,1.265893222,,,,,
0.805348731,2,1.474626204,1.473615575,2.407314976,1.490962499,1.458289909,-0.932688772,1.254735394,,,,,
0.812946361,2,1.453165736,1.452190498,2.370177726,1.469502031,1.436829441,-0.917011989,1.243679119,,,,,
0.82054399,2,1.432501093,1.431665546,2.333040475,1.448837388,1.416164798,-0.900539382,1.232722975,,,,,
0.82814162,2,1.412587718,1.411972976,2.295903224,1.428924014,1.396251423,-0.883315505,1.221865574,,,,,
0.835739249,2,1.393389132,1.393050892,2.258765973,1.409725427,1.377052837,-0.865376841,1.211105562,,,,,
0.843336879,2,1.374873021,1.374842588,2.221628722,1.391209316,1.358536726,-0.846755701,1.200441613,,,,,
0.850934508,2,1.357009624,1.357295974,2.184491471,1.373345919,1.340673329,-0.827481847,1.189872431,,,,,
0.858532138,2,1.339772013,1.340363075,2.14735422,1.356108308,1.323435718,-0.807582207,1.179396751,,,,,
0.866129768,2,1.323137381,1.323999588,2.110216969,1.339473676,1.306801086,-0.787079589,1.169013333,,,,,
0.873727397,2,1.307088193,1.308164493,2.073079719,1.323424488,1.290751898,-0.765991525,1.158720968,,,,,
0.881325027,2,1.29161219,1.292819713,2.035942468,1.307948486,1.275275895,-0.744330277,1.148518468,,,,,
0.888922656,2,1.276700578,1.277929798,1.998805217,1.293036873,1.260364283,-0.722104639,1.138404676,,,,,
0.896520286,2,1.262344325,1.263461656,1.961667966,1.27868062,1.24600803,-0.699323641,1.128378455,,,,,
0.904117915,2,1.24852906,1.249384304,1.924530715,1.264865355,1.232192764,-0.676001656,1.118438696,,,,,
0.911715545,2,1.235229538,1.235668631,1.887393464,1.251565833,1.218893243,-0.652163926,1.10858431,,,,,
0.919313174,2,1.222404903,1.222287187,1.850256213,1.238741198,1.206068607,-0.627851311,1.098814232,,,,,
0.926910804,2,1.209995915,1.209213977,1.813118963,1.22633221,1.193659619,-0.603123048,1.089127421,,,,,
0.934508433,2,1.197925041,1.196424249,1.775981712,1.214261336,1.181588746,-0.578056671,1.079522853,,,,,
0.942106063,2,1.186099738,1.18389428,1.738844461,1.202436033,1.169763443,-0.552744723,1.069999527,,,,,
0.949703692,2,1.174418686,1.171601144,1.70170721,1.190754981,1.158082391,-0.527288524,1.060556464,,,,,
0.957301322,2,1.162780125,1.159522445,1.664569959,1.17911642,1.14644383,-0.501789834,1.051192702,,,,,
0.964898952,2,1.151091057,1.147636009,1.627432708,1.167427352,1.134754761,-0.476341652,1.041907299,,,,,
0.972496581,2,1.139275875,1.135919514,1.590295457,1.15561217,1.12293958,-0.451019582,1.03269933,,,,,
