TITLE = "Decane T rho" 

  VARIABLES = T	Soave_error_01Mpa	new_error_01Mpa	Soave_error_1Mpa	new_error_1Mpa	Soave_error_2Mpa	new_error_2Mpa	Soave_error_3Mpa	new_error_3Mpa	Soave_error_5Mpa	new_error_5Mpa	Soave_error_10Mpa	new_error_10Mpa
350	5.997039508	0.31654996	5.969142144	0.230464197	5.942115066	0.13570465	5.917809716	0.043108223	5.877539131	0.137000503	5.820225436	0.563744585
360	5.747353623	0.527585773	5.712103295	0.441594434	5.676818832	0.347792326	5.645200527	0.255868295	5.592849991	0.076285937	5.509218498	0.344745282
370	5.52015307	0.694016248	5.476841366	0.608648299	5.433940095	0.514986354	5.393031746	0.425800173	5.326559278	0.249075171	5.214189476	0.162433159
380	5.320336798	0.818100401	5.266504909	0.735617196	5.212096966	0.645971201	5.162450953	0.558793505	5.07934036	0.387588637	4.935096346	0.010130957
390	5.146148288	0.911229299	5.080334645	0.832591938	5.014372941	0.746526302	4.954833711	0.662250615	4.852005342	0.4994957	4.671914792	0.120093695
400	5.002000544	0.979922851	4.923716999	0.904707215	4.842806855	0.824999495	4.770360169	0.746184631	4.645528342	0.59345262	4.424641325	0.236951818
410	4.89005116	1.034277909	4.795272163	0.96530926	4.698358397	0.891762858	4.612419566	0.817967867	4.462553903	0.676906804	4.194765351	0.347781977
420	4.811655836	1.085758868	4.698537972	1.022863224	4.583904664	0.955337908	4.480342234	0.889313396	4.301523479	0.761575611	3.983884157	0.459331562
430	4.772061453	1.141522113	4.637828639	1.084637023	4.501384798	1.024685453	4.378327653	0.966094501	4.167061831	0.851768486	3.789177638	0.581825473
440	4.774642312	1.209919086	4.613748864	1.160799823	4.453372447	1.106868662	4.308100889	1.055432597	4.058082107	0.956261982	3.615347849	0.71591504
450	1.002839531	0.025027751	4.632572774	1.253991157	4.441658231	1.208039579	4.270376295	1.163626729	3.978375549	1.076646316	3.461173854	0.86634533
460	0.794221898	0.107631233	4.698883154	1.366873422	4.472140717	1.327966566	4.271265784	1.289071736	3.929048112	1.214983887	3.326959009	1.033961553
470	0.623623189	0.179375195	4.815762933	1.501984585	4.548830903	1.466331802	4.311450629	1.433616947	3.911590448	1.37049052	3.214635983	1.215590823
480	0.484122743	0.239872322	4.991741703	1.654703386	4.673969863	1.622834245	4.395797023	1.592540267	3.929593092	1.537825445	3.126256267	1.405769656
490	0.368698547	0.290504798	5.233474798	1.821728714	4.85662483	1.788481023	4.52719278	1.761394494	3.983972422	1.712375473	3.060702429	1.60045851
500	0.273462934	0.330860193	5.551671437	1.995826079	5.100119598	1.959632587	4.713445432	1.929132602	4.079586573	1.883604399	3.018443672	1.792419057
510	0.195548223	0.360615204	5.955969519	2.172942394	5.416122865	2.123829203	4.9559637	2.090750578	4.217048863	2.044108864	3.003325061	1.969705796
520	0.130560809	0.381886919	6.464261276	2.344597319	5.810586772	2.276048061	5.265496671	2.231133741	4.401193654	2.181037753	3.014216604	2.124820005
530	0.075620896	0.395997546	7.096653676	2.508450479	6.297400477	2.405655022	5.645787348	2.343364833	4.63621588	2.281621424	3.051574066	2.248216889
540	0.032789062	0.399883751	7.881095691	2.669616154	6.894396648	2.503095248	6.110270177	2.411709174	4.923946191	2.335404028	3.119286508	2.326719359
550	0.002768705	0.397856189	8.862875213	2.845255723	7.616943914	2.571074638	6.667786814	2.428334802	5.272933432	2.324823004	3.215921146	2.353131901
560	0.030640207	0.389288927	10.11003062	3.094171759	8.498671166	2.609215566	7.331900489	2.38510839	5.6824224	2.242776618	3.343355865	2.317527893
570	0.054271038	0.37766593	2.279589491	8.284179545	9.577480484	2.644655929	8.12100419	2.276333293	6.162492363	2.071204394	3.501414147	2.213323194
580	0.071314098	0.360814406	1.153330142	6.771450792	10.91882773	2.741413892	9.058681193	2.103215441	6.71775915	1.798951204	3.693245755	2.032010831
590	0.086506693	0.343757285	0.429300292	5.733830733	12.64025239	3.070419722	10.1761672	1.879955721	7.352697645	1.416245244	3.917848982	1.77151865
600	0.095074669	0.322013909	0.058248561	4.94543118	14.99506979	4.177586698	11.52107388	1.641043129	8.077300719	0.908523319	4.175423507	1.430957902
610	0.102814063	0.301693202	0.393700774	4.31397353	18.85262534	9.013022056	13.16065588	1.473453269	8.89438674	0.270011398	4.465353682	1.013105149
