TITLE = "Decane T rho" 

  VARIABLES = T	Soave_error_01Mpa	new_error_01Mpa	Soave_error_1Mpa	new_error_1Mpa	Soave_error_2Mpa	new_error_2Mpa	Soave_error_3Mpa	new_error_3Mpa	Soave_error_5Mpa	new_error_5Mpa	Soave_error_10Mpa	new_error_10Mpa
350	5.997039508	0.33593077	5.969142144	0.24955628	5.942115066	0.154484353	5.917809716	0.061584302	5.877539131	0.119107006	5.820225436	0.547178647
360	5.747353623	0.586803591	5.712103295	0.499847302	5.676818832	0.405004664	5.645200527	0.312072	5.592849991	0.13056184	5.509218498	0.294821248
370	5.52015307	0.790703079	5.476841366	0.703610233	5.433940095	0.6080937	5.393031746	0.517117974	5.326559278	0.33698618	5.214189476	0.082135612
380	5.320336798	0.947439157	5.266504909	0.862430629	5.212096966	0.770080244	5.162450953	0.680299761	5.07934036	0.504167567	4.935096346	0.095554764
390	5.146148288	1.065808963	5.080334645	0.983868252	5.014372941	0.894278198	4.954833711	0.806623192	4.852005342	0.637511259	4.671914792	0.2442169
400	5.002000544	1.149787073	4.923716999	1.070597366	4.842806855	0.986672777	4.770360169	0.903831402	4.645528342	0.743570919	4.424641325	0.370824716
410	4.89005116	1.207213134	4.795272163	1.133821201	4.698358397	1.055602978	4.612419566	0.97736746	4.462553903	0.828063125	4.194765351	0.481392472
420	4.811655836	1.247794047	4.698537972	1.180368868	4.583904664	1.108084437	4.480342234	1.03756382	4.301523479	0.901538359	3.983884157	0.581905379
430	4.772061453	1.277575407	4.637828639	1.216535812	4.501384798	1.152246567	4.378327653	1.08958183	4.167061831	0.967805391	3.789177638	0.682473764
440	4.774642312	1.304522646	4.613748864	1.252250747	4.453372447	1.195047422	4.308100889	1.140559158	4.058082107	1.035855755	3.615347849	0.784265153
450	1.002839531	0.034585262	4.632572774	1.29059297	4.441658231	1.243218029	4.270376295	1.19748656	3.978375549	1.108137739	3.461173854	0.893108431
460	0.794221898	0.100699185	4.698883154	1.335226457	4.472140717	1.297657386	4.271265784	1.259992687	3.929048112	1.188091286	3.326959009	1.011353017
470	0.623623189	0.158697578	4.815762933	1.390048527	4.548830903	1.35954641	4.311450629	1.331523896	3.911590448	1.276646447	3.214635983	1.137587984
480	0.484122743	0.208163289	4.991741703	1.451926503	4.673969863	1.43022678	4.395797023	1.409110912	3.929593092	1.370327943	3.126256267	1.268209065
490	0.368698547	0.250338461	5.233474798	1.518938094	4.85662483	1.50229615	4.52719278	1.490021326	3.983972422	1.466366492	3.060702429	1.400991133
