"exp_Tr","exp_alpha"
0.566618099401004,2.35538248634623
0.582807187955318,2.13754880160377
0.598996276509632,2.08958510647426
0.615185365063947,1.92109629548618
0.631374453618261,1.80314968455862
0.647563542172576,1.81448965707518
0.66375263072689,1.71564562679464
0.679941719281204,1.5936567424052
0.696130807835519,1.62080555503814
0.712319896389833,1.57517483068036
0.728508984944148,1.5031095573805
0.744698073498462,1.46001543001041
0.760887162052776,1.41646305228132
0.777076250607091,1.36146549565845
0.793265339161405,1.33125146106551
0.80945442771572,1.36370276576831
0.825643516270034,1.28564014470743
0.841832604824348,1.25501442347841
0.858021693378663,1.26229060716624
0.874210781932977,1.27939558892823
0.890399870487292,1.22596164629646
0.906588959041606,1.19186466003378
0.92277804759592,1.17757831587256
0.938967136150235,1.20340648791996
0.955156224704549,1.16470926820918
0.971345313258863,1.13875482493138
0.987534401813178,1.03843890104058
1.00372349036749,1.01005115672295
1.01991257892181,1.01231194137679
1.03610166747612,0.96351079274409
1.05229075603044,0.932351472368774
1.06847984458475,0.966847568056156
1.08466893313906,0.882503451144563
1.10085802169338,0.907675527135889
1.11704711024769,0.900731278118591
1.13323619880201,0.800727900470399
1.14942528735632,0.878842879162686
1.16561437591064,0.851318166048917
1.18180346446495,0.810008138671609
1.19799255301926,0.74903411912022
1.21418164157358,0.80003625823749
1.23037073012789,0.726180019928719
1.24655981868221,0.710308949907104
1.26274890723652,0.695877650344894
1.27893799579084,0.712131572257528
1.29512708434515,0.663299474956091
1.31131617289947,0.735426286932941
1.32750526145378,0.674893697514893
1.34369435000809,0.704979750761633
1.35988343856241,0.651616570426091
1.37607252711672,0.663861367690811
1.39226161567104,0.614222162434009
1.40845070422535,0.592270888496906
1.42463979277967,0.575644303397444
1.44082888133398,0.556697479188694
1.4570179698883,0.631379842791229
1.47320705844261,0.621205762464989
1.48939614699692,0.612808730809218
1.50558523555124,0.59066895414072
1.52177432410555,0.507394939690792
1.53796341265987,0.505483170681591
1.55415250121418,0.550666119097472
1.5703415897685,0.552987847213659
1.58653067832281,0.480810175409734
1.60271976687712,0.518111349775465
1.61890885543144,0.537730819416553
0.989153310668609,1.01132249932443
0.990772219524041,1.07153280828504
0.992391128379472,1.07061409334759
0.994010037234904,1.00228522200052
0.995628946090335,0.997838989856066
0.997247854945767,1.05800515009492
0.998866763801198,1.06071724373893
1.00048567265663,1.01357638565925
1.00210458151206,0.997043938862281
1.00534239922292,0.981184053193928
1.00696130807836,1.02439755048245
1.00858021693379,0.98111092392518
1.01019912578922,0.999752602398122
1.01181803464465,1.00286788134756
1.01343694350008,1.01669951610105
1.01505585235551,0.95898074570938
1.01667476121094,1.01839482655044
1.01829367006638,0.985532035348778
1.02153148777724,1.02154403779191
1.02315039663267,0.984658619809986
1.0247693054881,1.02846989923606
1.02638821434353,0.947630923013405
1.02800712319896,0.982914735272387
1.0296260320544,0.928222471197502
1.03124494090983,1.0026128671348
1.03286384976526,0.927426201923091
1.03448275862069,0.965337361752036
0.566618099401004,2.32980124556327
0.582807187955318,2.1600808139758
0.598996276509632,2.03326391424093
0.615185365063947,1.95068050278592
0.631374453618261,1.88801938563174
0.647563542172576,1.80970473742849
0.66375263072689,1.71917323896779
