TITLE = "Decane T rho" 

  VARIABLES = T	Soave_error_01Mpa	new_error_01Mpa	Soave_error_1Mpa	new_error_1Mpa	Soave_error_2Mpa	new_error_2Mpa	Soave_error_3Mpa	new_error_3Mpa	Soave_error_5Mpa	new_error_5Mpa	Soave_error_10Mpa	new_error_10Mpa
350	5.997039508	0.290041998	5.969142144	0.204352216	5.942115066	0.110021055	5.917809716	0.01784097	5.877539131	0.161468981	5.820225436	0.586393315
360	5.747353623	0.468452941	5.712103295	0.38343143	5.676818832	0.290674894	5.645200527	0.199764166	5.592849991	0.022117942	5.509218498	0.394545461
370	5.52015307	0.597469429	5.476841366	0.513840849	5.433940095	0.422048379	5.393031746	0.334665482	5.326559278	0.161371628	5.214189476	0.242477111
380	5.320336798	0.687142129	5.266504909	0.607247508	5.212096966	0.520372266	5.162450953	0.435859888	5.07934036	0.269697094	4.935096346	0.116892173
390	5.146148288	0.756357272	5.080334645	0.681075067	5.014372941	0.598586888	4.954833711	0.51773923	4.852005342	0.361427325	4.671914792	0.00391978
400	5.002000544	0.81703944	4.923716999	0.745687496	4.842806855	0.670076696	4.770360169	0.59517105	4.645528342	0.449741087	4.424641325	0.108965963
410	4.89005116	0.881059125	4.795272163	0.816059769	4.698358397	0.746702691	4.612419566	0.676886728	4.462553903	0.543204959	4.194765351	0.229756005
420	4.811655836	0.957321051	4.698537972	0.898054579	4.583904664	0.834339813	4.480342234	0.77191286	4.301523479	0.650800424	3.983884157	0.362432572
430	4.772061453	1.046533758	4.637828639	0.992572886	4.501384798	0.93567274	4.378327653	0.879945982	4.167061831	0.770854275	3.789177638	0.511706903
440	4.774642312	1.14824131	4.613748864	1.101188243	4.453372447	1.049400743	4.308100889	0.999963452	4.058082107	0.904414156	3.615347849	0.671419079
450	1.002839531	0.015654383	4.632572774	1.217968053	4.441658231	1.173420562	4.270376295	1.130308213	3.978375549	1.045663054	3.461173854	0.840021926
460	0.794221898	0.101622193	4.698883154	1.339445442	4.472140717	1.301697878	4.271265784	1.263869061	3.929048112	1.191675987	3.326959009	1.014366328
470	0.623623189	0.17281358	4.815762933	1.466575927	4.548830903	1.432548834	4.311450629	1.401315354	3.911590448	1.340793914	3.214635983	1.190899469
480	0.484122743	0.231124227	4.991741703	1.599073769	4.673969863	1.569983075	4.395797023	1.542197898	3.929593092	1.491840595	3.126256267	1.367981372
490	0.368698547	0.280146851	5.233474798	1.744268412	4.85662483	1.715243259	4.52719278	1.691925989	3.983972422	1.64936779	3.060702429	1.549325205
500	0.273462934	0.321224007	5.551671437	1.911149596	5.100119598	1.880011285	4.713445432	1.853969927	4.079586573	1.815964261	3.018443672	1.738256501
510	0.195548223	0.355082798	5.955969519	2.115790002	5.416122865	2.070434493	4.9559637	2.040618902	4.217048863	1.999388915	3.003325061	1.934411678
520	0.130560809	0.384089094	6.464261276	2.371393711	5.810586772	2.300892283	5.265496671	2.25431198	4.401193654	2.201509787	3.014216604	2.140724469
530	0.075620896	0.409060764	7.096653676	2.69639337	6.297400477	2.578297273	5.645787348	2.503228327	4.63621588	2.421217305	3.051574066	2.35481062
540	0.032789062	0.425841001	7.881095691	3.11394348	6.894396648	2.906527627	6.110270177	2.781913765	4.923946191	2.654414777	3.119286508	2.565690138
550	0.002768705	0.437300408	8.862875213	3.656238638	7.616943914	3.296423411	6.667786814	3.086493019	5.272933432	2.883096074	3.215921146	2.762485553
560	0.030640207	0.441294031	10.11003062	4.396863276	8.498671166	3.750701174	7.331900489	3.406101404	5.6824224	3.092485057	3.343355865	2.925692977
570	0.054271038	0.439961845	2.279589491	11.16179758	9.577480484	4.297158664	8.12100419	3.7265205	6.162492363	3.25003195	3.501414147	3.034169794
580	0.071314098	0.430152564	1.153330142	9.215255721	10.91882773	5.003907413	9.058681193	4.036848699	6.71775915	3.324733309	3.693245755	3.061503151
590	0.086506693	0.416398119	0.429300292	7.852874732	12.64025239	6.062854817	10.1761672	4.339225835	7.352697645	3.283608414	3.917848982	2.986668239
600	0.095074669	0.394228052	0.058248561	6.768953293	14.99506979	8.09605944	11.52107388	4.661657942	8.077300719	3.087823015	4.175423507	2.791321527
610	0.102814063	0.3702184	0.393700774	5.855523076	18.85262534	14.37891105	13.16065588	5.099925458	8.89438674	2.709177281	4.465353682	2.464942066
620	0.109183808	0.344874343	0.624748279	5.068888748	3.981780406	220.7836283	15.18611076	5.91320076	9.813565645	2.11621984	4.789996773	2.003306549
630	0.113934629	0.319102662	0.787158594	4.396680347	1.03330522	237.1652194	17.60355527	7.87657127	10.8328497	1.295269649	5.146616971	1.418645281
640	0.113415156	0.290333547	0.89328505	3.821876467	0.156005609	24.18827971	19.11358274	13.95347684	11.94084262	0.245993955	5.535099087	0.731191169
650	0.115259966	0.267086232	0.961248971	3.342070052	0.788437866	13.81814189	12.2760677	32.20408367	13.09878574	1.003200143	5.953839352	0.028761249
660	0.112627332	0.243058387	1.003591583	2.952242393	1.15616387	9.808258209	4.851424002	36.75447172	14.22008033	2.378060973	6.397396215	0.822892929
670	0.113945931	0.226877842	1.019208088	2.634246963	1.373271531	7.628473438	2.017383892	22.55434322	15.1472228	3.73312095	6.860549469	1.615140969
680	0.10874147	0.207895527	1.024205868	2.387454679	1.498220908	6.283628382	0.690678926	14.12575783	15.63985411	4.824541719	7.336229303	2.37543398
690	0.106039548	0.194696922	1.012718398	2.189007548	1.563471941	5.394358967	0.050283486	10.2015216	15.43777966	5.356201029	7.820185186	3.088883124
700	0.10345595	0.184251918	0.989769273	2.027843917	1.586606099	4.771814862	0.494493665	8.089937755	14.38212987	5.103954257	8.295389793	3.740742696
710	0.098626129	0.173468511	0.964143622	1.898210635	1.580535612	4.309717195	0.777835084	6.80846384	12.60550107	4.145485185	8.755050666	4.338730586
720	0.093376085	0.163472492	0.928811752	1.780677201	1.553600083	3.942283784	0.956459514	5.937316712	10.52463043	2.87607419	9.187329752	4.892400343
730	0.089788441	0.155756736	0.894008253	1.676079044	1.513142673	3.630038169	1.072457314	5.288872993	8.545462143	1.694526516	9.575430616	5.407370871
740	0.085908479	0.147941139	0.852607679	1.570801501	1.460773186	3.346011903	1.136291016	4.753799405	6.870661967	0.793715003	9.910360959	5.892998963
750	0.079795049	0.137848254	0.810649174	1.467418216	1.403133067	3.081272846	1.16550649	4.28737778	5.526903539	0.18637989	10.17928785	6.346074445
760	0.073931126	0.127904672	0.767614709	1.364350649	1.337508093	2.826259959	1.169321901	3.867648751	4.460449936	0.196271531	10.37340002	6.757400648
770	0.071049792	0.120926305	0.719810306	1.258604318	1.271798297	2.587827911	1.155573308	3.488565754	3.624402658	0.413981802	10.48856641	7.113440971
780	0.065071865	0.110998349	0.677087347	1.161802973	1.201930212	2.363610581	1.128864408	3.149567429	2.966974645	0.529446164	10.52309581	7.397021949
790	0.058869689	0.101190592	0.633331189	1.069775458	1.131803539	2.160149739	1.090512678	2.850202019	2.444551726	0.593061907	10.47199869	7.585475634
800	0.055562329	0.094796279	0.587138528	0.98275612	1.06066099	1.978617429	1.045947413	2.594433604	2.021392069	0.642171307	10.34129038	7.669349706
810	0.049097104	0.085873265	0.546630067	0.909813487	0.990429317	1.821398555	0.995679257	2.379749449	1.686890748	0.683162463	10.13999325	7.646930322
820	0.047495529	0.082480515	0.502699273	0.841835452	0.921081724	1.687132194	0.94233306	2.203759158	1.414206954	0.734589662	9.873696992	7.519005272
830	0.039950996	0.07376356	0.460057104	0.782742396	0.852233769	1.572510267	0.885184503	2.058879174	1.199668189	0.787950335	9.553553995	7.298043925
840	0.039622265	0.072778855	0.419419422	0.731813585	0.785036171	1.474679872	0.827365376	1.940344835	1.022222318	0.850786141	9.196798205	7.007489112
850	0.035655385	0.068524776	0.377144663	0.683626953	0.719742451	1.389444455	0.768064287	1.839248166	0.875579037	0.915542444	8.805758802	6.658385531
860	0.026738182	0.059536736	0.339390841	0.64257894	0.657743122	1.313969649	0.708997894	1.750003017	0.763897432	0.965553898	8.401961038	6.282234356
870	0.026756315	0.059571334	0.303154658	0.60414056	0.596728958	1.242452246	0.651096431	1.667714264	0.669860935	1.008651745	7.986840281	5.88891132
880	0.019569663	0.05238691	0.265531232	0.564331572	0.535067221	1.170859623	0.592457639	1.586521331	0.588207149	1.043607717	7.569649449	5.493913869
890	0.019427497	0.052187343	0.233772583	0.529882012	0.479092962	1.104361783	0.534141187	1.505505357	0.528199033	1.057662625	7.16039216	5.110504754
900	0.015084565	0.047718242	0.20043552	0.493269744	0.42372986	1.037702832	0.478567997	1.426802026	0.48809068	1.051990302	6.765489714	4.745383491
910	0.010728433	0.043197596	0.168214995	0.457505463	0.369184546	0.971709092	0.422833631	1.348354054	0.444774768	1.051336113	6.382699042	4.394187027
920	0.005426701	0.037740908	0.134900875	0.420874053	0.316164068	0.908098995	0.36812464	1.272816811	0.419627893	1.036181653	6.017624872	4.059392427
930	0.003668521	0.035889545	0.103633757	0.387042902	0.268438828	0.851687185	0.316522183	1.203754292	0.394815619	1.026806396	5.671114886	3.738531161
