 TITLE = "Density VS Temperature for Oxygen" 

VARIABLES =  T	rho_NIST_0.1Mpa	rho_Soave_0.1Mpa	rho_new_0.1Mpa	rho_NIST_1Mpa	rho_Soave_1Mpa	rho_new_1Mpa	rho_NIST_3Mpa	rho_Soave_3Mpa	rho_new_3Mpa	rho_NIST_5Mpa	rho_Soave_5Mpa	rho_new_5Mpa	rho_NIST_7Mpa	rho_Soave_7Mpa	rho_new_7Mpa	rho_NIST_10Mpa	rho_Soave_10Mpa	rho_new_10Mpa	
60	1282.120673	1435.077686	1269.770586	1283.205185	1435.879226	1273.985476	1285.592387	1437.822311	1282.816902	1287.948966	1439.713726	1290.996929	1290.275921	1441.555851	1298.612601	1293.712838	1444.231431	1309.128115
65	1259.815847	1414.015193	1242.292731	1260.999865	1414.98466	1247.045813	1263.602668	1417.289173	1256.957936	1266.167576	1419.527119	1266.087302	1268.695979	1421.701868	1274.546715	1272.422953	1424.852255	1286.170396
70	1237.090041	1391.728506	1220.625475	1238.390366	1392.893662	1225.761773	1241.244294	1395.617987	1236.439151	1244.05074	1398.256512	1246.236908	1246.81169	1400.814027	1255.288095	1250.8718	1404.507929	1267.686907
75	1214.029291	1368.109432	1195.825255	1215.46418	1369.504006	1201.492703	1218.607532	1372.71859	1213.218034	1221.690943	1375.822322	1223.917664	1224.71728	1378.822057	1233.757209	1229.155477	1383.140138	1247.174608
80	1190.58626	1343.028612	1169.615216	1192.177285	1344.694109	1175.919733	1195.654948	1348.484951	1188.885616	1199.056401	1352.131957	1200.636565	1202.38582	1355.645022	1211.383593	1207.253096	1360.682686	1225.958661
85	1166.656939	1316.329614	1144.000209	1168.430666	1318.317865	1150.981204	1172.297422	1322.791348	1165.245746	1176.066458	1327.077012	1178.079572	1179.743924	1331.189307	1189.749507	1185.100341	1337.060308	1205.487562
90	1142.105542	1287.820472	1117.410297	1144.09559	1290.197334	1125.184656	1148.420036	1295.487103	1140.946703	1152.617849	1300.529506	1155.005623	1156.698204	1305.34595	1167.704239	1162.615979	1312.187151	1184.720081
95	4.164228935	4.161173737	4.131433427	1119.018058	1260.112133	1097.882283	1123.888048	1266.389174	1115.440927	1128.591735	1272.336735	1130.936284	1133.143057	1277.987114	1144.820122	1139.710356	1285.964848	1163.284034
100	3.941120633	3.940277332	3.918131784	1093.012735	1227.783543	1069.520139	1098.543516	1235.271444	1089.189006	1103.852221	1242.314089	1106.325706	1108.960504	1248.96132	1121.536636	1116.286536	1258.280051	1141.592117
105	3.74180515	3.742385776	3.725945788	1065.84861	1192.849683	1039.757481	1072.195697	1201.848748	1061.960701	1078.23993	1210.23478	1081.003555	1084.015936	1218.086903	1097.719373	1092.238101	1229.001254	1119.541832
110	3.562462765	3.563984302	3.551876582	1037.223963	1154.82476	1007.952504	1044.604613	1165.752069	1033.309101	1051.561055	1175.814697	1054.625781	1058.150724	1185.142832	1073.086088	1067.444973	1197.974664	1096.907159
115	3.400136789	3.402256125	3.39348768	1006.722507	1113.02766	973.2879594	1015.453974	1126.48808	1002.73104	1023.570218	1138.689222	1026.836445	1031.171152	1149.85547	1047.362039	1041.767491	1165.018774	1073.481611
120	3.252443805	3.254914038	3.248754608	38.24643237	38.40174542	37.26017753	984.3043135	1083.368856	969.6818756	993.9429193	1098.37608	997.3047708	1002.831759	1111.87886	1020.321124	1015.038261	1129.917144	1049.117648
125	3.11743256	3.120079285	3.115926025	35.77665966	36.03922271	35.31098205	950.5049361	1035.379362	934.1980559	962.2284699	1054.212315	966.2852958	972.8091541	1070.764263	992.2841211	987.0507215	1092.408718	1024.153208
130	2.993489755	2.996192731	2.99353	33.71512089	34.01412665	33.56340474	913.0085375	980.8978824	894.5308132	927.7628951	1005.239199	932.6936479	940.6583738	1025.910829	962.4445765	957.5424917	1052.174696	997.9820496
135	2.879270018	2.88194857	2.880246114	31.94247118	32.24939715	31.99249937	869.9117672	917.0001394	845.9601426	889.489951	949.9703343	893.665745	905.7348985	976.4811115	928.6512201	926.1701901	1008.820789	968.9638836
