TITLE = "decane alpha" 

VARIABLES = temp	PR_liq_alpha_01MPa	PR_liq_alpha_1MPa	PR_liq_alpha_2MPa	PR_liq_alpha_4MPa	PR_liq_alpha_5MPa	PR_liq_alpha_7MPa	PR_liq_alpha_8MPa	PR_liq_alpha_10MPa
447	1.572159994	1.507728663	1.507722754	1.508032101	1.508420409	1.509630715	1.510472651	1.512666276
448	1.566072491	1.503701041	1.50361637	1.503803541	1.504147525	1.505202265	1.505926208	1.507896953
449	1.560092115	1.499733281	1.499569462	1.499633304	1.499839031	1.500731733	1.501335244	1.503187506
450	1.554226369	1.495824339	1.495580993	1.495431273	1.49558888	1.496319606	1.49690547	1.498536895
451	1.5479719	1.491973194	1.491649952	1.491375527	1.491396063	1.491964875	1.492431045	1.493944102
452	1.54235373	1.488100821	1.487694201	1.48728772	1.487259592	1.487666551	1.488013852	1.489301575
453	1.536353054	1.484285845	1.483875869	1.483255979	1.483178503	1.483423671	1.483752092	1.484822406
454	1.530488754	1.48052728	1.480032492	1.479279347	1.479062989	1.479140156	1.479445543	1.480398131
455	1.524768856	1.476824164	1.476165489	1.475356887	1.47509068	1.475006211	1.475193358	1.475924055
456	1.519201494	1.473100616	1.472432241	1.47140354	1.471083752	1.470831508	1.470898071	1.471504849
457	1.513794908	1.469432147	1.468675038	1.467587486	1.467130154	1.466802845	1.466752732	1.467241541
458	1.508013493	1.465817826	1.465048217	1.463740329	1.463228989	1.462733328	1.46265905	1.462928427
459	1.502400119	1.462184024	1.46139715	1.459945326	1.459379383	1.458715503	1.458522152	1.458667473
460	1.496963324	1.458676006	1.457723175	1.456201607	1.455580478	1.45474851	1.454530047	1.454457812
461	1.491711749	1.455148165	1.454176185	1.452508324	1.451831438	1.45083151	1.45049468	1.450298594
462	1.486090936	1.451672342	1.450606	1.448785078	1.448048882	1.446875112	1.44650923	1.44618899
463	1.480663259	1.448177783	1.447086781	1.44511208	1.444316052	1.443056416	1.442572876	1.442128186
464	1.475437651	1.444734909	1.443617688	1.441566618	1.440632132	1.439198256	1.438684816	1.438115388
465	1.470423145	1.441342866	1.440126409	1.437913541	1.436996324	1.435474673	1.434844265	1.434054567
466	1.465046155	1.438000821	1.436684991	1.434386402	1.433407848	1.431711581	1.431050454	1.430136247
467	1.459888832	1.434640768	1.43329262	1.430906313	1.429787001	1.427995246	1.427302633	1.426169951
468	1.45436787	1.431330407	1.4299485	1.427397191	1.426291608	1.424324914	1.423513042	1.422343082
469	1.449075402	1.428068931	1.426651852	1.423934972	1.422763736	1.420699849	1.419855728	1.418468304
470	1.444020941	1.424790302	1.423333741	1.420518901	1.419281581	1.417119331	1.416156651	1.41463857
471	1.439214092	1.421560259	1.420062871	1.417148243	1.415844414	1.413500676	1.412502112	1.410943843
472	1.434051941	1.418378021	1.416771588	1.413822278	1.412451523	1.410007832	1.408891405	1.407201336
473	1.429146876	1.415179454	1.413593574	1.41046827	1.409027317	1.406476835	1.405323839	1.403501779
474	1.42388604	1.412091156	1.410394919	1.407158827	1.40572154	1.402988974	1.401798738	1.399755972
475	1.41889203	1.4089241	1.407241788	1.403893246	1.402384367	1.399543573	1.398315439	1.396141007
476	1.414174919	1.405865818	1.404069026	1.40067084	1.399090011	1.39613997	1.394873294	1.392567006
477	1.409106811	1.402791864	1.400941563	1.397490936	1.395837804	1.392777516	1.391390854	1.389033336
478	1.404325796	1.399763657	1.397858687	1.39428395	1.392555353	1.389378222	1.387949602	1.385453585
479	1.399842216	1.396720683	1.394819701	1.391119358	1.389386104	1.386096799	1.384628421	1.381914264
480	1.395012995	1.39372318	1.391761842	1.387996503	1.386186543	1.382778543	1.381267014	1.378499218
481	1.390491851	1.390770439	1.388747664	1.384847599	1.383027773	1.379500188	1.377944932	1.375038254
482	1.385625478	1.387803669	1.385776492	1.38180688	1.379909169	1.376261121	1.374661576	1.371615899
483	1.381078091	1.384881393	1.382787281	1.378740009	1.376761352	1.373060747	1.371339316	1.368231568
484	1.376186059	1.381945935	1.37984087	1.375713504	1.373721827	1.369898481	1.36813226	1.364884686
485	1.371624193	1.379111136	1.376936602	1.37272675	1.370653033	1.366773747	1.364962196	1.36157469
486	1.367403464	1.376206992	1.374073834	1.369714835	1.36762314	1.363613447	1.361753306	1.358301028
487	1.362844646	1.37340216	1.371193735	1.366742574	1.364631561	1.360490705	1.35858147	1.354983051
488	1.357942936	1.370584704	1.368297278	1.363809369	1.36161176	1.357476361	1.355446134	1.351781035
489	1.35339455	1.367755549	1.365499698	1.360914633	1.358695638	1.354355659	1.352346753	1.348534824
490	1.349210818	1.3649694	1.362685563	1.358057793	1.355751248	1.35134226	1.349282797	1.345402342
491	1.344691376	1.362225605	1.359855817	1.355176651	1.352843991	1.348364235	1.346253742	1.342225793
492	1.340548742	1.359470748	1.357122567	1.352333322	1.349973317	1.345351854	1.343187192	1.339083594
493	1.336071889	1.356757982	1.354373511	1.349527245	1.347075376	1.342443554	1.340226951	1.335975243
494	1.331984262	1.354034903	1.351609565	1.346697777	1.34427677	1.339500937	1.337229285	1.332900244
495	1.327564092	1.351353647	1.348885715	1.343905476	1.341450861	1.336592702	1.334265575	1.329858115
496	1.322806771	1.348662805	1.346201363	1.341149794	1.338660431	1.333718348	1.331335328	1.326773357
497	1.318452302	1.346013515	1.343555925	1.338430194	1.335843671	1.330810777	1.328438057	1.323796077
498	1.314512715	1.343355345	1.340843568	1.335688037	1.333123147	1.328003222	1.325504556	1.320850259
499	1.310244434	1.340738451	1.338223043	1.332981883	1.330376258	1.325162488	1.322672325	1.317862008
500	1.306404248	1.338162223	1.335588993	1.330311206	1.327663789	1.322354701	1.319803934	1.314905354
501	1.302237604	1.335529275	1.332993472	1.327675493	1.324925889	1.319579387	1.317034885	1.311979845
502	1.297740069	1.332985581	1.330385172	1.325018027	1.32228125	1.316836081	1.314229758	1.309085037
503	1.293685329	1.330434222	1.327815203	1.322395449	1.319611146	1.314124328	1.311455833	1.306220495
504	1.290085916	1.327875985	1.325283006	1.31975197	1.316974445	1.311380482	1.308646877	1.303385789
505	1.286165032	1.325311642	1.322738657	1.317198126	1.314313175	1.308668233	1.305934505	1.300580501
506	1.281918365	1.322834149	1.320182961	1.314623302	1.31174231	1.306049402	1.303187176	1.297804217
507	1.278142436	1.320304614	1.317665188	1.312028357	1.309146843	1.30333674	1.300534629	1.294987041
508	1.27404354	1.31781554	1.315184788	1.309521128	1.306583803	1.300716625	1.297847205	1.292199005
509	1.270429748	1.315321568	1.312693623	1.306993699	1.304052732	1.298126363	1.295189335	1.289508255
510	1.266496001	1.312867758	1.310239629	1.304446902	1.3014979	1.295505064	1.292560605	1.286776821
511	1.262238067	1.310409631	1.307775534	1.301985948	1.298975006	1.292913666	1.289898021	1.28407333
512	1.258481479	1.307991367	1.305302091	1.299505544	1.2964836	1.290351753	1.2873268	1.281397394
513	1.254403918	1.30552631	1.302865928	1.29705785	1.293969245	1.287818914	1.284721801	1.278748635
514	1.250842707	1.303101665	1.300466513	1.29459147	1.29153992	1.285255999	1.282145215	1.276060368
515	1.246963934	1.300716848	1.29805827	1.292157716	1.289087614	1.282780529	1.279596649	1.273465281
516	1.243616759	1.298287735	1.295686561	1.28975613	1.28661314	1.280275029	1.277075718	1.270830818
517	1.239955632	1.295898969	1.293262407	1.287336559	1.284221989	1.277797853	1.274582043	1.26828794
518	1.235976486	1.293549969	1.290919202	1.28494907	1.281808633	1.275348613	1.272115254	1.265705824
519	1.232546355	1.291159093	1.288568376	1.282593219	1.279425407	1.272870234	1.269615768	1.263149559
520	1.228802026	1.288808474	1.286210621	1.280220056	1.277020742	1.270476123	1.267143246	1.260618793
521	1.22473946	1.286457811	1.283889241	1.277878444	1.274646167	1.268052918	1.26469732	1.258113184
522	1.221243811	1.284107742	1.281561496	1.275567947	1.272301267	1.265656937	1.262277631	1.255569428
523	1.217433963	1.281758892	1.279228055	1.27324079	1.269985637	1.263232691	1.259826197	1.253113516
524	1.214207275	1.279450403	1.276931023	1.270897698	1.267649271	1.260890437	1.257458308	1.250619586
525	1.210670625	1.277105441	1.274628829	1.268632547	1.265342137	1.258519958	1.255058748	1.248212042
526	1.206820083	1.274801263	1.272322122	1.266351365	1.263063837	1.256176009	1.252684794	1.245766613
527	1.203571424	1.272499942	1.27005183	1.264054854	1.260765496	1.253858234	1.250336103	1.243345143
528	1.20001333	1.270202068	1.267777529	1.261789172	1.258495946	1.251566282	1.248012337	1.240947313
529	1.197073963	1.267908222	1.265539386	1.259553901	1.2562548	1.249246935	1.245713163	1.238572808
530	1.192891575	1.265618977	1.26325856	1.257303886	1.253994281	1.246953448	1.243383254	1.236161436
531	1.189332594	1.263334898	1.261014371	1.255084179	1.25176212	1.244685477	1.241078009	1.233833026
532	1.186411915	1.261056541	1.258806309	1.252894369	1.249511257	1.242442681	1.238797101	1.231467873
533	1.183187467	1.258749412	1.25655775	1.250690382	1.247335024	1.240173284	1.236540207	1.229184348
534	1.179655486	1.256484514	1.254345772	1.248472872	1.245140039	1.23798019	1.234307011	1.226864204
535	1.176781808	1.254226959	1.252132535	1.246285452	1.242926977	1.235760531	1.232043967	1.224566302
536	1.172629728	1.251943357	1.249918615	1.244127716	1.240741785	1.233565421	1.229804686	1.222290348
537	1.170123442	1.249702428	1.247704579	1.241956985	1.238584093	1.231344467	1.227588857	1.220036057
538	1.166331272	1.247437221	1.245490989	1.239815825	1.236453534	1.229148091	1.225396171	1.217746091
539	1.16322058	1.24514935	1.243314304	1.237662237	1.234305469	1.227025371	1.223226326	1.215534618
540	1.159805336	1.242905273	1.241138459	1.235538101	1.232140537	1.224827784	1.221027474	1.213287589
541	1.157089873	1.240640239	1.23892879	1.233402089	1.230046599	1.222703221	1.218851524	1.211061776
542	1.153060914	1.238387517	1.236756592	1.231295407	1.227935733	1.220553549	1.216698177	1.208856905
543	1.150758344	1.23611624	1.234586836	1.229177386	1.225808559	1.218427528	1.214567139	1.206672704
544	1.147134997	1.233858923	1.232420045	1.227088566	1.223708335	1.216324847	1.212458121	1.204508905
545	1.144235778	1.231616009	1.230256729	1.22498893	1.221634705	1.214245204	1.210320893	1.202365245
546	1.141036104	1.22932745	1.228097396	1.222918362	1.219545306	1.212141141	1.208255372	1.200187026
547	1.137532368	1.227055604	1.225942545	1.220837487	1.217482431	1.210060138	1.206161702	1.198083183
548	1.134774818	1.224800884	1.223759862	1.218746868	1.215445732	1.208001897	1.204040527	1.195944891
549	1.131719257	1.222534536	1.221615777	1.216685424	1.213393784	1.205966122	1.201989906	1.193826333
550	1.128362139	1.220258035	1.219445495	1.21465277	1.211367939	1.203906585	1.199911831	1.191727257
551	1.125773723	1.217972841	1.217314082	1.21257304	1.209327384	1.201869533	1.19785504	1.189647411
552	1.122890033	1.215680406	1.215158072	1.210560001	1.207312855	1.199854677	1.195819259	1.187586551
553	1.119707579	1.213382164	1.213010049	1.208500967	1.205284138	1.197816679	1.193804218	1.185492115
554	1.116222834	1.21107954	1.21087046	1.206507856	1.203281364	1.195800888	1.191809651	1.183468794
555	1.113533067	1.208746945	1.208709269	1.204469806	1.201264911	1.193807018	1.189788346	1.181412
556	1.110547565	1.206440135	1.20655804	1.20246069	1.199274311	1.191834787	1.187787564	1.179373812
557	1.107262863	1.204106854	1.204417194	1.200444197	1.197309228	1.189840014	1.185807041	1.177353993
558	1.104796748	1.201749554	1.202257654	1.198456468	1.195330915	1.187910512	1.183846519	1.175352309
559	1.102038222	1.199396231	1.200109971	1.196461781	1.193339899	1.185915133	1.181859914	1.173368531
560	1.098983887	1.197023031	1.1979457	1.194460634	1.191374544	1.183984474	1.179893352	1.171352092
561	1.095630309	1.194632368	1.195794721	1.192453518	1.189434516	1.182031845	1.177946576	1.169353653
562	1.093122928	1.192226642	1.193629218	1.190475387	1.187482202	1.180100316	1.176019335	1.167422779
563	1.090323367	1.189808243	1.191478405	1.188525861	1.185555115	1.178189619	1.174066634	1.165459387
564	1.087228263	1.187379543	1.189287539	1.186536753	1.183616192	1.176257495	1.172177982	1.16351332
565	1.085004033	1.184919538	1.187113364	1.184576624	1.18166593	1.174346202	1.170263908	1.16158436
566	1.082491554	1.135639564	1.18495622	1.182611752	1.179741005	1.172455472	1.168324953	1.159623547
567	1.079687535	1.132352825	1.182763262	1.180642593	1.177841087	1.170585044	1.166449047	1.15772841
568	1.076588647	1.129102159	1.180563003	1.178702385	1.175930198	1.168693709	1.164548289	1.155801506
569	1.073191525	1.125849947	1.178382661	1.176758235	1.174008814	1.166822671	1.162666394	1.153891363
570	1.07069804	1.12264029	1.176171279	1.174810583	1.172112524	1.164931229	1.160803122	1.151997769
571	1.067913944	1.119460738	1.173956373	1.172859867	1.170241006	1.163060071	1.158958236	1.150120514
572	1.066055446	1.116295757	1.171739176	1.170906513	1.168324726	1.161208939	1.157089057	1.148259392
573	1.062687514	1.113158791	1.169520911	1.168982372	1.166467954	1.159377576	1.155280494	1.146414202
574	1.060253032	1.110030694	1.167278438	1.167055898	1.164567323	1.15752628	1.1534057	1.144537986
575	1.057529297	1.10692302	1.165013913	1.165127505	1.162691715	1.155733947	1.151591056	1.142724294
576	1.054513064	1.103847677	1.16275319	1.1631976	1.160840805	1.153882697	1.149794134	1.140879656
577	1.052456816	1.100781215	1.160497439	1.161266585	1.158980937	1.152089911	1.147973455	1.139050625
578	1.050116202	1.097733492	1.15820168	1.159364962	1.157112541	1.150277637	1.146170517	1.137237005
579	1.047488062	1.094714657	1.155891731	1.157432645	1.155268877	1.148446336	1.144344307	1.135393014
580	1.044569203	1.091735135	1.153569685	1.155500388	1.153417028	1.146672517	1.142576405	1.13360986
581	1.041356392	1.088766303	1.151237621	1.153597897	1.151557409	1.144879644	1.140785244	1.131796405
582	1.039139005	1.085816377	1.148897606	1.151695701	1.149722531	1.143105732	1.139011387	1.130042953
583	1.036636137	1.082852672	1.146508803	1.149765347	1.147880207	1.141313195	1.137254614	1.128259266
584	1.033844644	1.079923149	1.144117444	1.147865095	1.14606246	1.139539588	1.135475047	1.126490293
585	1.032076309	1.077036671	1.141704765	1.145966226	1.144237579	1.137784667	1.133712571	1.124735847
586	1.028705627	1.074158432	1.139273764	1.144041022	1.14240595	1.136048195	1.131966968	1.122951698
587	1.026366853	1.071294933	1.136807306	1.142146215	1.14059888	1.134293476	1.130238023	1.121225968
588	1.02374194	1.06845285	1.134329148	1.140226254	1.138754665	1.132557169	1.128525524	1.119470594
589	1.022172919	1.065592396	1.131803365	1.138336861	1.136965749	1.13080301	1.126790674	1.117772855
590	1.018974043	1.062812899	1.12925404	1.136423466	1.135140427	1.12906722	1.125072272	1.116045531
591	1.016840087	1.059978857	1.12666638	1.134513958	1.133339754	1.127349563	1.123331936	1.114332069
592	1.014422874	1.057240218	1.124045374	1.132635242	1.131533628	1.125614412	1.121646006	1.112589487
593	1.011719342	1.054456203	1.121396015	1.130734197	1.129751954	1.123897346	1.119938136	1.110903418
594	1.010109844	1.051731331	1.118687903	1.128811847	1.127935746	1.122198131	1.11824629	1.109230686
595	1.006832222	1.0489689	1.115945517	1.126920951	1.126144232	1.120516537	1.11657026	1.107528908
596	1.004658002	1.046277403	1.113157975	1.12500981	1.124348196	1.118817761	1.114872682	1.105840516
597	1.002200745	1.043556629	1.110299286	1.123104815	1.122576639	1.11710218	1.113190909	1.104165338
598	1.000871923	1.040864022	1.10739515	1.121206241	1.12080078	1.115438513	1.111524737	1.102503203
599	0.997847408	1.038204936	1.104406493	1.119314355	1.119020944	1.113757981	1.109873964	1.100853944
600	0.99596097	1.035584824	1.10136072	1.117404724	1.117237445	1.112060947	1.108202003	1.099217395
601	0.993795184	1.032951379	1.098223653	1.115502763	1.115450595	1.110414947	1.106545423	1.097552317
602	0.991347092	1.030307406	1.094995361	1.113608719	1.113688299	1.108718982	1.104904023	1.09589999
603	0.988613704	1.027715558	1.091663632	1.11169883	1.111922835	1.107073596	1.103277606	1.094300956
604	0.987053879	1.025120946	1.088206252	1.109774018	1.110154498	1.105411958	1.101630333	1.092673452
605	0.983748932	1.022526619	1.084620069	1.107882279	1.108383577	1.10376724	1.10003348	1.091058209
606	0.981627599	1.019998353	1.080867819	1.105976513	1.106610357	1.102139219	1.098380465	1.089414888
607	0.979225083	1.01741502	1.076910482	1.104057609	1.104861685	1.100495208	1.09677748	1.087823859
608	0.97803242	1.014906157	1.072722697	1.10214931	1.103084489	1.098867819	1.095153944	1.086244613
609	0.975066855	1.012346923	1.068238286	1.100229166	1.101331975	1.097224726	1.093544945	1.084637334
610	0.973321462	1.009870861	1.063377875	1.098320451	1.099577837	1.095598171	1.091950287	1.083041867
611	0.971299417	1.007349391	1.057968232	1.096401141	1.097848101	1.093987933	1.090369783	1.081458055
612	0.96899785	1.004920075	1.051786585	1.094472067	1.096091279	1.092362219	1.088769006	1.079885744
613	0.966413861	1.002450569	1.044264108	1.092555804	1.094333585	1.090752734	1.087182343	1.07832478
614	0.963544518	0.999941612	1.033580978	1.090630961	1.092600443	1.089159257	1.085609603	1.076775011
615	0.961938113	0.997536815	1.01432595	1.088719654	1.09084152	1.087550514	1.0840506	1.075197611
616	0.960057084	0.99509813	1.013881502	1.086779799	1.089107223	1.085957685	1.082471575	1.073669943
617	0.957898612	0.992699838	1.012815812	1.084854594	1.08737259	1.08434983	1.080906241	1.072114662
618	0.955459848	0.990271469	1.011417691	1.082923469	1.085637837	1.082788343	1.07935441	1.070570293
619	0.952737914	0.987889383	1.009818398	1.080987166	1.083903175	1.081181336	1.077815897	1.069036688
620	0.95132276	0.985557596	1.008059501	1.079046408	1.082168806	1.079620264	1.076257585	1.0675137
621	0.949635501	0.983125443	1.006211095	1.077101906	1.080434928	1.078044285	1.074712539	1.066001182
622	0.947673374	0.980826159	1.004282723	1.075154355	1.078701731	1.076483577	1.073180573	1.064461388
623	0.945433586	0.978428789	1.002283559	1.073224057	1.076992909	1.074908169	1.071661506	1.062969527
