Variables = P  Soave  Model2  Model3
0.1	1.310561628	0.208482945	0.174553112
1	2.49513821	0.500967464	0.089853648
3	3.54316143	0.52035744	0.057936139
5	4.069127886	0.206742827	0.135547121
7	4.270263587	1.562893458	0.033598746
10	4.352629409	2.551273658	0.013889895

