Variables = P Soave Model2 Model3
0.1	0.651669175	0.273113903	0.119075804
1	2.280487574	0.302421495	0.121531272
2	3.293208607	1.308114069	0.462445783
3	3.867047407	2.525896387	0.205072994
5	5.030815516	4.779174999	0.209900825
10	6.028335696	5.838792717	0.336715514

