Variables = P Soave Model2 Model3
0.1	0.015712101	0.031988909 0.002573
1	0.260351483	0.14737811	0.041941583
5	0.860453244	0.285666164	0.084389398
7	1.089530188	0.173181197 0.120908
8	1.109591582	0.543057577	0.12322
10	1.103705514	1.300205633	0.0.05379
