TITLE = "Decane T rho" 

  VARIABLES = T	Soave_error_01Mpa	new_error_01Mpa	Soave_error_1Mpa	new_error_1Mpa	Soave_error_2Mpa	new_error_2Mpa	Soave_error_3Mpa	new_error_3Mpa	Soave_error_5Mpa	new_error_5Mpa	Soave_error_10Mpa	new_error_10Mpa
60	11.9318061	1.449448915	11.90536034	1.189758911	11.84759059	0.655959258	11.79470455	0.17099133	11.72952706	0.257498506	11.64270059	0.83784058
65	12.24124407	2.205579733	12.21846725	1.89342306	12.16993692	1.255095211	12.11634911	0.689015444	12.0668329	0.176340738	11.9885434	0.500131947
70	12.49927299	2.517077743	12.48254033	2.161386111	12.44827728	1.43733454	12.39823678	0.807796567	12.35995408	0.234792154	12.28697047	0.507887597
75	12.69435186	2.631062598	12.67742417	2.24096914	12.65456727	1.44244648	12.62275366	0.745423915	12.59180358	0.12425015	12.5308957	0.67817516
80	12.80267192	2.785579594	12.7985438	2.344623355	12.785391	1.46480634	12.76972571	0.697016704	12.75238816	0.019037457	12.71201902	0.852905512
85	12.82502908	3.076123519	12.83876568	2.568745624	12.84495454	1.580424361	12.8447301	0.729472984	12.84894385	0.021563067	12.83012082	0.973242291
90	12.75899412	3.47788617	12.77754339	2.902219121	12.8158609	1.773690762	12.84222511	0.816710806	12.85862343	0.007568136	12.87429856	1.057964538
95	0.429052391	0.83007714	12.61868647	3.255108582	12.68615871	1.971911926	12.74383704	0.896475245	12.79472359	0.024321785	12.84148006	1.17101906
100	0.3070542	0.620213434	12.3399041	3.584562949	12.45903471	2.112159709	12.54684866	0.914754952	12.62862744	0.098713164	12.72683735	1.354450051
105	0.213492349	0.454441152	11.92927585	3.922137833	12.10040205	2.236555883	12.25430248	0.877965284	12.37799405	0.23846514	12.53352095	1.603364843
110	0.140759042	0.323841544	11.34965653	4.399228343	11.60682024	2.421721271	11.82070818	0.887290224	12.00472016	0.355706954	12.2414152	1.85200852
115	0.080457922	0.217951534	10.57151915	5.136436188	10.93867937	2.755784597	11.25265274	0.974675051	11.51545456	0.42562667	11.83619231	2.061161375
120	0.034553942	0.134953683	0.40722013	2.903717191	10.07468444	3.174546433	10.5167805	1.08397463	10.88669968	0.506830442	11.3308833	2.311061306
125	0.000833335	0.066702064	0.73293656	1.573083821	8.940415667	3.463812211	9.569312788	1.006968684	10.07891346	0.777927938	10.68343929	2.738990928
