TITLE = "Decane T rho" 

  VARIABLES = T	rho_NIST_0.1Mpa	rho_Soave_0.1Mpa	rho_new_0.1Mpa	rho_NIST_1Mpa	rho_Soave_1Mpa	rho_new_1Mpa	rho_NIST_2Mpa	rho_Soave_2Mpa	rho_new_2Mpa	rho_NIST_3Mpa	rho_Soave_3Mpa	rho_new_3Mpa	rho_NIST_5Mpa	rho_Soave_5Mpa	rho_new_5Mpa	rho_NIST_10Mpa	rho_Soave_10Mpa	rho_new_10Mpa
420	628.3219825	601.1272812	633.3127595	629.9895044	600.3970196	630.2088302	631.7906028	602.8371072	631.7532765	633.5409306	605.1633861	633.7254109	636.9024521	609.5124387	637.3811635	644.6170295	618.9493167	645.4467621
425	623.9555108	597.1970248	629.0060227	625.6934539	596.5227775	625.9868879	627.5679009	599.0938183	627.5756429	629.3869616	601.5406256	629.6040124	632.8739486	606.1044764	633.4394637	640.8479598	615.9655152	641.8126069
430	619.5424176	593.1609488	624.6469542	621.3554353	592.548791	621.6907904	623.307813	595.2593045	623.3509201	625.1996633	597.8340252	625.426934	628.8189528	602.6248001	629.4557558	637.0643681	612.9303348	638.1471861
435	615.0793581	589.0142115	620.2091731	616.9725664	588.4708238	617.3100178	619.0078822	591.3300715	619.0732731	620.9769296	594.040683	621.1914958	624.7358938	599.0713747	625.4236775	633.2654431	609.8428875	634.443092
440	610.5627103	584.75158	615.6648855	612.5417503	584.2843269	612.8372626	614.66549	587.3023983	614.7389471	616.7165332	590.1575321	616.8987505	620.6231348	595.4420792	621.3403815	629.4503671	606.7022757	630.6959047
445	605.988537	580.3673826	610.9860423	608.0596485	579.9844031	608.2697288	610.2778379	583.172315	610.344773	612.4161129	586.1813272	612.5527063	616.4789663	591.7347016	617.2062291	625.6183158	603.5075936	626.9055023
450	4.050760055	4.010285175	4.048970792	603.5226491	575.5657674	603.6146041	605.8419256	578.9355776	605.8917605	608.073159	582.1086293	608.1614392	612.3016001	587.9469345	613.0239743	621.7684574	600.257928	623.0756889
455	3.994444362	3.958874545	3.993476913	598.9268307	571.0227006	598.8799846	601.3545271	574.5876405	601.3767566	603.6849973	577.9357884	603.7311409	608.089162	584.076369	608.7984688	617.899953	596.9523597	619.2122961
460	3.940117556	3.90891294	3.939727979	594.2679193	566.3489949	594.079918	596.8121626	570.1236237	596.8004546	599.2487704	573.6589253	599.2695255	603.8396845	580.1204891	604.5347619	614.0119557	593.5899657	615.3226926
465	3.887650616	3.86033415	3.887639396	589.541239	561.5378914	589.2312248	592.2110668	565.5382765	592.1578849	594.7614177	569.2739096	594.7793459	599.5510982	576.0766659	600.238076	610.1036111	590.1698202	611.4153337
470	3.836926943	3.813076227	3.837135214	584.7416528	556.5820053	584.3509191	587.5471516	560.8259347	587.4482561	590.219652	564.7763363	590.2628729	595.2212234	571.9421507	595.9110465	606.1740572	586.6909974	607.4976654
475	3.787840798	3.767081128	3.78814959	579.8634929	551.4732383	579.4530835	582.8159634	555.980472	582.665906	585.6199329	560.1614986	585.7148302	590.8477601	567.7140681	591.5564337	602.2224251	583.1525733	603.5751431
480	3.740295986	3.722294398	3.74062426	574.9004771	546.2026734	574.5483844	578.0126332	550.9952429	577.8062326	580.9584374	555.4243574	581.1277396	586.4282777	563.3894087	587.1724238	598.2478392	579.5536288	599.6505789
485	3.694204724	3.678664883	3.694501237	569.8456083	540.7604488	569.6366894	573.1318177	545.8630164	572.8640463	576.2310247	550.5595067	576.4888918	581.960204	558.9650209	582.7557933	594.2494184	575.8932525	595.7238248
490	3.649486681	3.63614447	3.649726868	564.6910519	535.1356053	564.7119183	568.1676301	540.5758981	567.8347004	571.4331976	545.5611338	571.7825574	577.4408127	554.4376033	578.3001142	590.226277	572.1705441	591.7924227
495	3.606068148	3.594687853	3.606245439	559.4279867	529.3158997	559.754349	563.1135584	535.1252378	562.7137815	566.5600565	540.422974	566.9895008	572.8672101	549.8036951	573.7987065	586.1775262	568.3846184	587.8508404
500	3.56388132	3.554252324	3.56400174	554.0464191	523.2875742	554.725643	557.9623664	529.5015203	557.4993103	561.606247	535.1382588	562.0947308	568.2363213	545.0596672	569.2416272	582.1022759	564.5346091	583.891616
505	3.522863679	3.514797577	3.522942771	548.534952	517.0350689	549.5852548	552.7059763	523.6942334	552.1920134	556.5658989	529.6996548	557.0786044	563.5448744	540.2017125	564.6208474	577.9996371	560.6196741	579.9064382
510	3.482957448	3.476285534	3.483013564	542.880492	510.5406593	544.2690647	547.3353251	517.6917095	546.7909646	551.4325548	524.0991946	551.9304427	558.7893839	535.2258359	559.928458	573.8687246	556.6390004	575.8871106
515	3.444109115	3.438680188	3.444160262	537.0678745	503.7839924	538.7036235	541.8401896	511.4809324	541.2988968	546.1990859	518.3281945	546.6395562	553.9661333	530.1278434	555.1563781	569.7086599	552.5918103	571.8265691
520	3.406269026	3.401947454	3.406329892	531.0793762	496.7414842	532.8085667	536.2089699	505.0472991	535.7122312	540.8575939	512.3771589	541.2036445	549.0711557	524.903332	550.2998236	565.5185751	548.4773677	567.7186761
525	3.369391008	3.366055042	3.36947152	524.894072	489.3855259	526.4918583	530.4284203	498.3743249	530.0276538	535.3992936	506.2356674	535.622245	544.1002141	519.5476783	545.3552709	561.2976175	544.2949853	563.5609677
530	3.333432053	3.330972326	3.333536674	518.4869691	481.6834152	519.6535419	524.4833097	491.4432721	524.2344921	529.8143734	499.8922403	529.9027287	539.0487795	514.0560282	540.3196083	557.0449546	540.0440329	559.3521684
535	3.298352028	3.296670244	3.298481143	511.8278174	473.5958905	512.1887703	518.355989	484.2326782	518.3104057	524.0918277	493.3341783	524.0511156	533.9120094	508.4232864	535.1922876	552.7597797	535.7239461	555.0930797
540	3.264113421	3.263121187	3.264262966	504.8794347	465.0750653	503.9881127	512.0258306	476.7177472	512.2241209	518.219255	486.5473696	518.0786171	528.6847247	502.6441072	529.9723428	548.4413186	531.3342357	550.7875025
545	3.230681112	3.230298906	3.230844169	497.5952802	456.0614352	494.9394944	505.468494	468.869552	505.9279155	512.182612	479.5160561	511.9906244	523.3613866	496.7128858	524.6578386	544.0888372	526.8744989	546.4402912
550	3.198022172	3.198178432	3.198190129	489.9158168	446.4793885	484.9159293	498.6549442	460.6539721	499.3622042	505.9659126	472.2225472	505.788876	517.9360739	490.6237531	519.2484108	539.7016496	522.3444301	542.0561699
555	3.166105683	3.166735986	3.166269572	481.7628288	436.2301854	473.7852559	491.5501134	452.0302476	492.448541	499.5508559	464.6468678	499.4661319	512.4024611	484.3705722	513.7385504	535.2791274	517.7438343	537.6407115
560	3.13490257	3.135948913	3.135054641	473.030084	425.1804005	461.390266	484.1110367	442.9489673	485.0910633	492.9163622	456.7663198	493.0032859	506.7537992	477.9469406	508.1216076	530.8207098	513.0726404	533.1980366
565	3.104385457	3.105795612	3.104520337	463.5669683	413.141624	447.546902	476.2841808	433.3491948	477.1769796	486.0379892	448.5549319	486.3688039	500.9828993	471.3461982	502.3907734	526.3259144	508.3309158	528.7309728
570	3.074528535	3.076255469	3.074643262	43.45628099	41.70733658	43.55849862	468.0014963	423.1542292	468.5712893	478.8871873	439.9827603	479.5155033	495.0821221	464.5614444	496.5354872	521.7943491	503.5188827	524.2408483
575	3.045307441	3.047308806	3.045402381	42.05303308	40.65579713	42.04432218	459.1743544	412.2651166	459.131374	471.4303379	431.0149916	472.3778427	489.0433742	457.5855678	490.5444137	517.2257245	498.6369345	519.7261839
580	3.016699151	3.018936818	3.016776751	40.8179848	39.69099929	40.71182265	449.683791	400.5502565	448.6756802	463.6274929	421.610777	464.8801249	482.8581149	450.4112919	484.4034411	512.6198671	493.6856543	515.1855549
585	2.988681879	2.99112153	2.988746965	39.71500592	38.79990179	39.52500752	439.3638628	387.8277808	437.0077543	455.4306915	411.7216986	456.9243184	476.5173752	443.0312444	478.0996653	507.9767324	488.6658338	510.6146239
590	2.961234991	2.963845746	2.961293536	38.71864643	37.97225182	38.45825134	427.9710404	373.833431	423.8774445	446.7816642	401.2897272	448.4015191	470.0117937	435.4380556	471.6214492	503.2964186	483.5784927	506.0081111
595	2.934338922	2.937093006	2.934397458	37.81025748	37.74915119	37.81607002	415.1219779	358.1560284	408.9747003	437.6086218	390.2444687	439.1921008	463.3316704	427.6244984	464.958349	498.5791795	478.4248999	501.3615721
600	2.9079751	2.910847547	2.908039595	36.97574065	36.99756564	36.93860903	400.1477203	340.0887526	391.85355	427.8216231	378.4994154	429.1551519	456.4670414	419.5836809	458.1002357	493.8254374	473.2065941	496.6718115
605	2.882125882	2.885094264	2.88220169	36.2041644	36.29181846	36.14386907	381.668378	318.2046738	371.8159695	417.3056448	365.946817	418.1405829	449.4077755	411.3093093	451.0417292	489.0357945	467.9254053	491.9331902
610	2.856774489	2.859818675	2.856864094	35.4868731	35.62684338	35.418671	355.7255239	288.5455224	347.5631555	405.9097569	352.4507152	405.9811445	442.143689	402.7960414	443.7772488	484.2110422	462.5834762	487.1464233
615	2.83190495	2.835006886	2.832010049	34.81689107	34.99837877	34.75186592	143.0577205	129.361411	168.9193515	393.429344	337.8378366	392.4812078	434.6646731	394.0399552	436.3018629	479.3521695	457.1832822	482.3099732
620	2.807502049	2.810645564	2.80762203	34.18851107	34.40280379	34.13395485	116.8025529	112.1215851	138.4814079	379.575203	321.887149	377.4069175	426.9608212	385.0391623	428.6162865	474.4603674	451.7276518	477.4259946
625	2.783551278	2.786721905	2.783683576	33.59700233	33.83701472	33.55703602	105.3229771	103.0955335	109.6533707	363.9164387	304.3235673	360.4732	419.0225372	375.7945943	420.7133992	469.5370306	446.2197841	472.4982693
630	2.760038794	2.763223608	2.760179588	33.03839854	33.29832991	33.01453918	97.81419501	96.79206364	99.18239474	345.7685167	284.8384463	341.3024602	410.8406006	366.3109906	412.5894468	464.5837553	440.6632645	467.5297472
635	2.736951375	2.740138849	2.737096024	32.50934078	32.78441587	32.50109352	92.23430438	91.91688331	92.45680943	323.9676006	263.214329	319.3854929	402.4061613	356.5981002	404.2343825	459.6023329	435.0620775	462.5271912
640	2.714276384	2.717456259	2.714419768	32.00695899	32.29322892	32.01229518	87.80356628	87.93458308	87.5178249	296.4905795	239.7444372	294.0403069	393.7106411	346.6720841	395.6348895	454.5947395	429.4206149	457.4967362
645	2.692001734	2.695164899	2.692139378	31.52878121	31.82296876	31.5447006	84.13735477	84.56748128	83.64003689	260.9386056	215.9915362	264.6025422	384.7455361	336.5570534	386.7741273	449.5631208	423.7436805	452.4422803
650	2.670115857	2.673254241	2.67024424	31.07266302	31.37204094	31.09563929	81.01678774	81.65166533	80.46466984	221.9141488	194.6093213	231.7806121	375.502148	326.2865966	377.6285852	444.5097727	418.0364878	447.3697601
655	2.648607673	2.651714148	2.648724549	30.63673201	30.93902646	30.66327316	78.30517376	79.08178078	77.78564147	192.0350153	177.2260118	200.5780212	365.9713292	315.9050437	368.171424	439.4371185	412.3046521	442.2824213
660	2.627466562	2.630534854	2.627570704	30.21934359	30.52265673	30.24641299	75.91134799	76.78587572	75.470807	171.9973083	163.62222	176.733282	356.1434148	305.468099	358.3786214	434.3476831	406.5541752	437.1838293
665	2.606682338	2.609706948	2.606774316	29.81904548	30.12179293	29.84403164	73.77144526	74.71251883	73.4301824	157.8591984	152.8930486	160.0097109	346.008634	295.0423942	348.2240201	429.2440646	400.7914218	432.0742082
670	2.586245229	2.589221358	2.586326874	29.43454884	29.73540878	29.45554498	71.83898133	72.8236156	71.60099737	147.218055	144.2302725	147.9656328	335.5584558	284.703552	337.6940101	424.1289054	395.0230882	426.9571466
675	2.566145849	2.569069332	2.566219989	29.06470463	29.36257613	29.08057326	70.07907044	71.09013203	69.93704643	138.8079591	137.0606846	138.8518397	324.7885199	274.5325636	326.7868363	419.0048637	389.256162	421.8305231
680	2.546375179	2.549242429	2.546445025	28.70848419	29.00245276	28.71887519	68.46486562	69.48941407	68.40428009	131.920055	130.9960874	131.6480559	313.7039597	264.6107025	315.5250468	413.874586	383.4978731	416.6945777
685	2.526924551	2.529732498	2.52699387	28.36496295	28.65427207	28.37005122	66.97526842	68.00343498	66.97794196	126.1267144	125.7715789	125.7511006	302.3278621	255.0136916	303.9591246	408.740683	377.7556373	411.5501529
690	2.507785626	2.510531673	2.50785779	28.03330692	28.31733425	28.03380305	65.59340043	66.61760878	65.64026899	121.1531616	121.2021146	120.7889766	290.7128339	245.8062036	292.1770623	403.6057097	372.036992	406.3962901
695	2.488950379	2.491632352	2.489028188	27.71276126	27.9909987	27.70975162	64.30555124	65.31996283	64.37817491	116.8136275	117.1549423	116.5175524	278.9535066	237.0377787	280.3050951	398.47215	366.3495258	401.2353799
700	2.470411083	2.473027193	2.470496254	27.40264059	27.67467754	27.3972797	63.10043497	64.10054611	63.18255076	112.9772595	113.5323502	112.7709072	267.1941399	228.7408534	268.4989931	393.3424077	360.7008041	396.0668871
705	2.452160293	2.454709099	2.452253724	27.10232077	27.36782998	27.09588743	61.96865268	62.95099665	62.04742385	109.5487464	110.2607181	109.4334122	255.6225705	220.9309851	256.9347791	388.2188037	355.0982914	390.894764
710	2.434190834	2.436671206	2.43429242	26.81123182	27.06995735	26.8048312	60.90229587	61.86421928	60.96840511	106.4567098	107.2834105	106.4221835	244.4448984	213.6088181	245.7833145	383.1035796	349.5492731	385.7214551
715	2.416495788	2.418906878	2.416604399	26.52885186	26.78059892	26.52340291	59.8946488	60.83414136	59.94232947	103.6464309	104.5560478	103.6765173	233.8471144	206.7630623	235.1934273	377.9989079	344.060779	380.5497399
720	2.399068478	2.401409692	2.399182231	26.2547019	26.49932806	26.25090005	58.93996151	59.85552492	58.96687053	101.0751201	102.0432833	101.1511263	223.9613915	200.3737701	225.2695801	372.906908	338.6395104	375.3827436
725	2.381902461	2.384173433	2.382019017	25.98834124	26.22574903	25.98654643	58.03327426	58.92382015	58.03993583	98.70873801	99.71655499	98.81267646	214.8524369	194.4153867	216.0732929	367.8296678	333.2917733	370.2267117
730	2.364991517	2.367192084	2.365108186	25.72936353	25.959494	25.72967601	57.17028009	58.03504978	57.15923437	96.51979953	97.55248516	96.63634329	206.524908	188.8592897	207.6188171	362.7692699	328.023419	365.0840219
735	2.348329635	2.350459819	2.348443957	25.47739333	25.70022053	25.47964241	56.3472159	57.18571685	56.32236555	94.48581994	95.53171869	94.60215095	198.9417942	183.6757269	199.8886621	357.7278209	322.8397948	359.9590511
740	2.331911006	2.333970993	2.332021	25.23208303	25.44760927	25.23593607	55.56077533	56.37273035	55.5268779	92.58819104	93.6380653	92.69484642	192.0432943	178.8351866	192.8399632	352.7074829	317.745704	354.8561085
745	2.315730017	2.317720136	2.315834096	24.99311021	25.20136196	24.99811	54.80803833	55.59334475	54.76983186	90.81135333	91.85785602	90.90209834	185.7609736	174.3092973	186.4186595	347.7105059	312.7453786	349.7748575
750	2.299781234	2.301701948	2.299878793	24.76017526	24.96119957	24.76579914	54.08641374	54.84511041	54.04838591	89.14217588	90.1794534	89.21385998	180.0264887	170.0713631	180.5639828	342.7392599	307.8424617	344.7204032
755	2.284059404	2.285911289	2.284150261	24.53299927	24.72686072	24.53867049	53.39359221	54.12583257	53.35934579	87.56948457	88.59287394	87.62136089	174.7761342	166.0966387	175.2154424	337.7962636	303.0400023	339.696011
760	2.26855944	2.270343173	2.268644361	24.31132221	24.49810021	24.31661405	52.72750707	53.43353729	52.69954515	86.08369855	87.08949333	86.11688306	169.9527305	162.3624252	170.3151324	332.8842103	298.3404599	334.7021532
765	2.253276416	2.254992768	2.253356591	24.09490125	24.27468772	24.09942963	52.08630189	52.76644279	52.06621619	84.67654642	85.66181399	84.69378944	165.5060235	158.8480502	165.8109981	328.0059874	293.745719	329.7427407
770	2.238205563	2.23985538	2.238282482	23.8835093	24.05640662	23.887038	51.46830317	52.1229354	51.45657289	83.34084236	84.3032797	83.3454719	161.3923414	155.5347781	161.6556912	323.164689	289.2571113	324.8197891
775	2.223342259	2.224926457	2.22341796	23.67693364	23.84305296	23.67934591	50.87199733	51.50154908	50.86820555	82.07030761	83.0081266	82.06598607	157.5739351	152.4056807	157.8070953	318.3636199	284.8754451	319.9362935
780	2.208682022	2.210201578	2.208758051	23.47497479	23.63443442	23.47631004	50.29601119	50.90094805	50.29899571	80.85942676	81.77126214	80.84967795	154.0182312	149.4454904	154.2300128	313.6062898	280.6010403	315.0963063
785	2.19422051	2.195676451	2.194298636	23.27744541	23.43036952	23.27782905	49.73909532	50.31991183	49.74728714	79.70333121	80.58816624	79.69140154	150.6971067	146.6404488	150.8925395	308.8963962	276.4337667	310.3035401
790	2.179953509	2.181346906	2.180034866	23.08416933	23.23068678	23.0838174	49.20010979	49.75732239	49.21164091	78.59770372	79.45480972	78.58632329	147.5862328	143.9781587	147.7681364	304.2377972	272.3730853	305.5612119
795	2.165876932	2.167208894	2.165962117	22.89498073	23.03522402	22.89413677	48.67801186	49.21215307	48.6910659	77.53869982	78.36758671	77.52991189	144.6645031	141.4474442	144.8337919	299.6344723	268.418091	300.8743398
800	2.151986812	2.153258479	2.152076067	22.70972326	22.8438277	22.70867651	48.1718454	48.68345893	48.18476484	76.52288253	77.32325813	76.51770242	141.9135462	139.0382222	142.0701901	295.0904742	264.5675549	296.2465694
805	2.138279298	2.139491835	2.138372322	22.52824944	22.65635232	22.52724687	47.68073166	48.17036832	47.69224491	75.5471679	76.31890432	75.54623829	139.317313	136.741385	139.4604423	290.6098712	260.8199665	291.6820587
810	2.12475065	2.125905242	2.124846487	22.3504199	22.47265987	22.34966319	47.20386125	47.67207557	47.21302264	74.60877918	75.35188492	74.61207782	136.8617316	134.5486946	136.9902446	286.1966832	257.1735737	287.1859881
815	2.111397236	2.112495084	2.111494864	22.17610287	22.29261931	22.17574268	46.74048711	47.1878345	46.74686869	73.70520818	74.41980484	73.71204263	134.5344168	132.4526888	134.6472038	281.8548147	253.6264216	282.7607617
820	2.098215528	2.099257845	2.098313678	22.00517362	22.11610615	22.00529085	46.28991836	46.71695279	46.2933538	72.83418242	73.52048527	72.84376333	132.3244283	130.4465965	132.4205068	277.5879861	250.1763878	278.4125608
825	2.085202094	2.0861901	2.085299268	21.83751395	21.943002	21.83811127	45.85151487	46.25878687	45.85230116	71.99363705	72.65193869	72.00474763	130.2220674	128.5242637	130.3011776	273.3996679	246.8212156	274.1434251
830	2.072353602	2.073288521	2.072448669	21.67301176	21.77319417	21.67402965	45.42468247	45.81273756	45.42324576	71.18169086	71.81234751	71.19312928	128.2187055	126.6800874	128.280625	269.2930208	243.5585442	269.9576457
835	2.059666809	2.060549868	2.0597588	21.51156063	21.60657532	21.51290164	45.00886871	45.37824606	45.00591697	70.39662558	71.00004546	70.40727615	126.3066409	124.9089576	126.3516209	265.2708427	240.3859353	265.8585036
840	2.047138561	2.047970985	2.047226799	21.35305944	21.44304316	21.35458317	44.60355912	44.95479045	44.5998725	69.63686795	70.2135015	69.64571369	124.4789769	123.206205	124.5078834	261.3355279	237.3008977	261.8504736
845	2.034765792	2.0355488	2.034850188	21.19741204	21.28250008	21.19896925	44.20827379	44.54188253	44.20446859	68.90097422	69.45130581	68.90726451	122.7295183	121.5675563	122.7435314	257.4890361	234.3009082	257.9327079
850	2.022545515	2.023280323	2.022626237	21.04452689	21.12485293	21.04597433	43.82256446	44.13906499	43.81927813	68.18761657	68.71215748	68.19102895	121.052684	119.9890934	121.0532916	253.7328755	231.3834304	254.1104017
855	2.010474825	2.011162641	2.010552389	20.89431684	20.97001272	20.89555438	43.44601176	43.74590891	43.44373481	67.49557133	67.99485373	67.495904	119.4434318	118.4672177	119.4324108	250.0680972	228.5459305	250.3851819
860	1.998550894	1.999192914	1.998626198	20.74669878	20.81789436	20.74765217	43.07822285	43.36201143	43.07728849	66.82370857	67.29828048	66.82118076	117.8971942	116.9986189	117.8765544	246.4953014	225.7858911	246.7570035
865	1.986770967	1.987368377	1.986845188	20.60159342	20.66841652	20.60221718	42.71882927	42.98699374	42.71938815	66.17098294	66.62140391	66.16599976	116.4098229	115.5802463	116.3815246	243.0146541	223.1008226	243.2267584
870	1.97513236	1.975686335	1.975206543	20.45892508	20.52150129	20.45923536	42.36748495	42.62049921	42.36959031	65.53642565	65.96326308	65.52969473	114.9775414	114.2092844	114.9435748	239.6259117	220.4882731	239.7949495
875	1.963632462	1.96414416	1.963707747	20.31862146	20.37707412	20.3186629	42.02386447	42.2621917	42.02743349	64.91913731	65.32296334	64.91137189	113.5969032	112.8831308	113.5589592	236.3284528	217.945836	236.4592057
880	1.952268723	1.95273929	1.952345937	20.18061341	20.23506353	20.18046285	41.68766147	41.91175403	41.69250305	64.31828161	64.69967046	64.31034173	112.2647563	111.5993759	112.2243108	233.1213147	215.4711565	233.2197808
885	1.941038664	1.941469228	1.941118421	20.04483481	20.095401	20.04459094	41.35858724	41.5688866	41.36445035	63.73307965	64.09260538	63.72560011	110.9782116	110.3557856	110.9362252	230.003232	213.0619363	230.0725101
890	1.929939862	1.930331537	1.930022326	19.91122233	19.9580208	19.91097844	41.03636934	41.23330615	41.04290722	63.16280493	63.50103954	63.15633924	109.7346159	109.1502857	109.6917044	226.9726773	210.7159382	227.0153038
895	1.918969961	1.919323842	1.91905498	19.77971534	19.82285982	19.77955889	40.72075046	40.90474456	40.72767747	62.60677886	62.92429068	62.60166159	108.5315275	107.9809474	108.4876151	224.0279012	208.4309881	224.0456208
900	1.908126658	1.908443823	1.908213655	19.65025568	19.68985748	19.65023843	40.41148733	40.58294784	40.41848596	62.06436671	62.36171905	62.06067501	107.3666953	106.8459751	107.3211557	221.166971	206.2049774	221.1584704
905	1.89740771	1.897689218	1.897495883	19.52278762	19.55895554	19.52294588	40.10834972	40.26767513	40.11514962	61.534974	61.812724	61.53250788	106.2380403	105.7436945	106.1899131	218.3878073	204.035864	218.3521781
910	1.886810927	1.887057819	1.886899023	19.39725764	19.43009803	19.39758469	39.81111953	39.95869785	39.81743681	61.01804323	61.27674095	61.01644474	105.1436388	104.6725429	105.0915342	215.6882179	201.9216732	215.6225507
915	1.876334173	1.876547472	1.876421095	19.27361437	19.30323111	19.27406832	39.51958997	39.65579889	39.52520738	60.51305092	60.75323853	60.51170028	104.0817082	103.6310595	104.0242162	213.0659284	199.8604973	212.9672276
920	1.865975363	1.866156071	1.866059948	19.15180845	19.17830298	19.15232548	39.2335648	39.35877183	39.23833542	60.01950501	60.24171615	60.01768897	103.050594	102.6178775	102.986195	210.5186093	197.8504954	210.3843792
925	1.855732463	1.855881563	1.855813791	19.03179242	19.05526375	19.03227906	38.95285763	39.06742029	38.95672417	59.53694237	59.74170164	59.53398827	102.048758	101.6317163	101.9763579	208.0439004	195.8898927	207.87268
930	1.845603484	1.845721941	1.845681023	18.91352067	18.93406538	18.91389851	38.67729127	38.78155728	38.68024137	59.0649267	59.25274923	59.06024187	101.0747683	100.6713749	100.9937326	205.6394312	193.9769794	205.4309688
935	1.835586488	1.835675246	1.835660147	18.79694927	18.81466159	18.79714978	38.40669715	38.50100462	38.40887085	58.60304645	58.77443761	58.59626218	100.1272899	99.73572559	100.0377814	203.3028389	192.1101093	203.058982
940	1.825679579	1.825739562	1.825749749	18.68203595	18.69700774	18.68202092	38.14091479	38.22559242	38.14251737	58.15091311	58.3063682	58.14199167	99.20507657	98.82370827	99.10790986	201.0317826	190.2876982	200.7567526
945	1.815880906	1.81591302	1.815948644	18.56874	18.5810608	18.56849578	37.87979125	37.95515853	37.88115089	57.7081595	57.84816362	57.69732047	98.30696325	97.93432555	98.20394065	198.8239562	188.5082228	198.5241101
950	1.806188661	1.806193792	1.806255387	18.45702216	18.46677924	18.45659547	37.62318071	37.68954815	37.62471882	57.27443826	57.39946619	57.2623798	97.43185962	97.06663801	97.3254623	196.6770979	186.7702181	196.3608574
955	1.796601078	1.796580092	1.796668609	18.34684462	18.35412299	18.34631382	37.37094403	37.42861334	37.3731191	56.84942053	56.95993661	56.83703802	96.57874394	96.21975998	96.4719724	194.588998	185.0722765	194.2655916
960	1.787116429	1.787070174	1.787186556	18.23817087	18.24305333	18.23766223	37.12294835	37.17221268	37.12622254	56.43279463	56.52925277	56.42120721	95.74665759	95.39285565	95.64263063	192.5575054	183.4130451	192.236287
965	1.777733028	1.777662331	1.77780742	18.13096571	18.13353289	18.13060645	36.87906669	36.92021083	36.88386653	56.02426493	56.10710862	56.01462403	94.93470019	94.58513558	94.83622214	190.5805314	181.7912244	190.2696382
970	1.768449224	1.768354893	1.76852885	18.02519513	18.02552555	18.02510637	36.63917769	36.67247825	36.64572736	55.62355078	55.69321311	55.61671634	94.14202516	93.79585342	94.05090164	188.6560533	180.2055663	188.3604967
