TITLE = "Decane T rho" 

  VARIABLES = T	Soave_error_01Mpa	new_error_01Mpa	Soave_error_1Mpa	new_error_1Mpa	Soave_error_2Mpa	new_error_2Mpa	Soave_error_3Mpa	new_error_3Mpa	Soave_error_5Mpa	new_error_5Mpa	Soave_error_10Mpa	new_error_10Mpa
350	5.997039508	0.322340205	5.969142144	0.236168112	5.942115066	0.141315164	5.917809716	0.048627957	5.877539131	0.131654948	5.820225436	0.558795912
360	5.747353623	0.577314314	5.712103295	0.490512231	5.676818832	0.39583589	5.645200527	0.303064442	5.592849991	0.121862452	5.509218498	0.302824773
370	5.52015307	0.784886441	5.476841366	0.697896885	5.433940095	0.602491427	5.393031746	0.511622898	5.326559278	0.331695227	5.214189476	0.086970163
380	5.320336798	0.944356534	5.266504909	0.859407834	5.212096966	0.767121535	5.162450953	0.677402745	5.07934036	0.501387383	4.935096346	0.093033055
390	5.146148288	1.063965686	5.080334645	0.982064099	5.014372941	0.8925158	4.954833711	0.804900843	4.852005342	0.63586428	4.671914792	0.242734778
400	5.002000544	1.147144398	4.923716999	1.068016088	4.842806855	0.98415667	4.770360169	0.901377547	4.645528342	0.741233513	4.424641325	0.368738841
410	4.89005116	1.201272524	4.795272163	1.128031545	4.698358397	1.049972815	4.612419566	0.971888951	4.462553903	0.822866283	4.194765351	0.476795764
420	4.811655836	1.235760905	4.698537972	1.168670232	4.583904664	1.096737383	4.480342234	1.026549031	4.301523479	0.891136324	3.983884157	0.572790192
430	4.772061453	1.256598018	4.637828639	1.196196393	4.501384798	1.132573431	4.378327653	1.070534615	4.167061831	0.949903333	3.789177638	0.666938697
440	4.774642312	1.271989225	4.613748864	1.220799235	4.453372447	1.164719019	4.308100889	1.111278528	4.058082107	1.008474841	3.615347849	0.760746348
450	1.002839531	0.022982264	4.632572774	1.246140784	4.441658231	1.200494921	4.270376295	1.156365253	3.978375549	1.069893389	3.461173854	0.860607376
460	0.794221898	0.087950143	4.698883154	1.2767888	4.472140717	1.241696767	4.271265784	1.206309177	3.929048112	1.13845377	3.326959009	0.969638213
470	0.623623189	0.145459359	4.815762933	1.317838773	4.548830903	1.290677134	4.311450629	1.265696141	3.911590448	1.216161729	3.214635983	1.087350819
480	0.484122743	0.195122858	4.991741703	1.36761385	4.673969863	1.350176377	4.395797023	1.332903692	3.929593092	1.300784133	3.126256267	1.211160794
490	0.368698547	0.238163191	5.233474798	1.425856176	4.85662483	1.414373323	4.52719278	1.406693958	3.983972422	1.390895333	3.060702429	1.339894665
500	0.273462934	0.27389643	5.551671437	1.488231549	5.100119598	1.482673677	4.713445432	1.479151971	4.079586573	1.479055827	3.018443672	1.469017188
510	0.195548223	0.301653739	5.955969519	1.55320959	5.416122865	1.545415454	4.9559637	1.548137617	4.217048863	1.560716278	3.003325061	1.589032396
520	0.130560809	0.323162926	6.464261276	1.614328534	5.810586772	1.599950995	5.265496671	1.601118897	4.401193654	1.625603709	3.014216604	1.694555667
