Tr,Pr,bias corrected model,Nist,bias uncorrected model, upper,lower,bias,PR_alpha
0.5666180994010037,0.04717,2.4896727917669237,2.497298948412796,2.636044961333067,2.5016660175514462,2.477679565982401,-0.14637216956614313,1.5950660439383015
0.5772472989568667,0.04717,2.3679582076826815,2.3657627485177097,2.60879559484758,2.379951433467204,2.355964981898159,-0.24083738716489828,1.5762438398593908
0.5878764985127297,0.04717,2.2572121823767852,2.252832017816693,2.5815462283620922,2.269205408161308,2.2452189565922627,-0.32433404598530696,1.5577043273581008
0.5985056980685927,0.04717,2.157769964397133,2.1548352744165276,2.5542968618766047,2.1697631901816554,2.1457767386126103,-0.3965268974794719,1.5394398732718555
0.6091348976244556,0.04717,2.0694277635220275,2.069003210305073,2.5270474953911175,2.08142098930655,2.057434537737505,-0.45761973186908994,1.5214431818913237
0.6197640971803187,0.04717,1.991539061008766,1.9932073200638183,2.49979812890563,2.0035322867932885,1.9795458352242434,-0.508259067896864,1.5037072744367765
0.6303932967361816,0.04717,1.9231272330144455,1.9257843766751945,2.4725487624201428,1.935120458798968,1.911134007229923,-0.5494215294056973,1.4862254701119686
0.6410224962920446,0.04717,1.863002525630491,1.8654155593443296,2.445299395934655,1.8749957514150135,1.8510092998459684,-0.5822968703041641,1.468991368589808
0.6516516958479076,0.04717,1.8098730037919784,1.8110413526037314,2.4180500294491676,1.821866229576501,1.7978797780074558,-0.6081770256571891,1.4519988337997685
0.6622808954037706,0.04717,1.7624416329784796,1.7618004383797772,2.3908006629636804,1.774434858763002,1.750448407193957,-0.6283590299852009,1.4352419789006938
0.6729100949596336,0.04717,1.7194846179133745,1.716985033993657,2.363551296478193,1.731477843697897,1.707491392128852,-0.6440666785648184,1.4187151523347612
0.6835392945154966,0.04717,1.679909000940522,1.676007723282634,2.3363019299927057,1.6919022267250445,1.6679157751559994,-0.6563929290521837,1.402412924869024
0.6941684940713595,0.04717,1.6427899016311318,1.6383764597513206,2.309052563507218,1.6547831274156544,1.6307966758466093,-0.6662626618760863,1.38633007754038
0.7047976936272224,0.04717,1.607389412883704,1.60367547075215,2.281803197021731,1.6193826386682266,1.5953961870991815,-0.6744137841380269,1.3704615904281527
0.7154268931830855,0.04717,1.5731600094394695,1.5715504814551227,2.2545538305362434,1.585153235223992,1.561166783654947,-0.6813938210967738,1.3548026321858944
0.7260560927389484,0.04717,1.5397354962964707,1.5529425356825255,2.227304464050756,1.5517287220809932,1.527742270511948,-0.6875689677542856,1.3393485502705702
0.7366852922948115,0.04717,1.5069122726289215,1.5150037387805617,2.2000550975652686,1.518905498413444,1.494919046844399,-0.6931428249363472,1.3240948618131894
0.7473144918506744,0.04717,1.4746232937071693,1.4789060272831944,2.172805731079781,1.4866165194916918,1.4626300679226467,-0.6981824373726118,1.309037245080133
0.7579436914065374,0.04717,1.4429068248557073,1.4445245945678955,2.145556364594294,1.4549000506402299,1.4309135990711848,-0.7026495397385866,1.2941715314791442
0.7685728909624003,0.04717,1.4118720339569744,1.4117457382714178,2.1183069981088067,1.423865259741497,1.3998788081724518,-0.7064349641518325,1.2794936980680944
0.7792020905182634,0.04717,1.3816636695161915,1.380465516894282,2.091057631623319,1.393656895300714,1.369670443731669,-0.7093939621071277,1.2649998605284212
0.7898312900741263,0.04717,1.352428398607468,1.350588630615227,2.0638082651378316,1.3644216243919907,1.3404351728229456,-0.7113798665303633,1.2506862665684795
0.8004604896299894,0.04717,1.324285632576014,1.3220274775973446,2.036558898652344,1.3362788583605365,1.3122924067914914,-0.7122732660763301,1.2365492897250936
0.8110896891858523,0.04717,1.2973056275655326,1.2947013496698396,2.009309532166857,1.3092988533500551,1.28531240178101,-0.7120039046013242,1.222585423534312
0.8217188887417153,0.04717,1.2714971566656583,1.268535740239504,1.9820601656813697,1.2834903824501809,1.2595039308811358,-0.7105630090157113,1.208791276044849
0.8323480882975782,0.04717,1.246806057097041,1.2434617437496112,1.954810799195882,1.2587992828815635,1.2348128313125184,-0.7080047420988411,1.1951635646498926
0.8429772878534413,0.04717,1.223124554484845,1.2194155307180754,1.9275614327103945,1.2351177802693676,1.2111313287003225,-0.7044368782255495,1.181699111215004
0.8536064874093043,0.04717,1.2003096759810894,1.1963378858662423,1.9003120662249073,1.212302901765612,1.1883164501965668,-0.7000023902438179,1.1683948374816182
0.8642356869651673,0.04717,1.1782075871361275,1.1741737994476436,1.8730626997394197,1.19020081292065,1.166214361351605,-0.6948551126032922,1.1552477607273444
0.8748648865210302,0.04717,1.1566796427595731,1.1528721038489844,1.8458133332539326,1.1686728685440957,1.1446864169750506,-0.6891336904943595,1.1422549896657284
0.8854940860768932,0.04717,1.1356255780473012,1.13238514903623,1.818563966768445,1.1476188038318238,1.1236323522627787,-0.6829383887211438,1.1294137205695396
0.8961232856327561,0.04717,1.1149997098590125,1.1126685115777546,1.7913146002829579,1.126992935643535,1.10300648407449,-0.6763148904239453,1.1167212336028558
0.9067524851886192,0.04717,1.0948172260666178,1.0936807328835434,1.7640652337974703,1.1068104518511404,1.0828240002820952,-0.6692480077308525,1.1041748893483645
0.9173816847444822,0.04717,1.0751494092573939,1.075383083015549,1.7368158673119827,1.0871426350419164,1.0631561834728713,-0.6616664580545889,1.0917721255173376
0.9280108843003452,0.04717,1.0561086425915804,1.0577393469963265,1.7095665008264955,1.068101868376103,1.0441154168070579,-0.653457858234915,1.0795104538306612
0.9386400838562081,0.04717,1.0378258957640596,1.0407156310051358,1.6823171343410084,1.0498191215485821,1.025832669979537,-0.6444912385769487,1.0673874570601798
