Tr,Pr,bias uncorrected model,bias corrected model,bias,upper,lower,Nist,PR_alpha
1.49087665,0.5,0.477863924,0.570809752,0.092945829,0.612032778,0.529586727,0.571919769,0.585151841
1.494390941,0.5,0.472908773,0.568978746,0.096069973,0.610173619,0.527783872,0.570145558,0.5828141
1.497905232,0.5,0.467953623,0.567156023,0.099202401,0.60831718,0.525994866,0.568380389,0.580483778
1.501419523,0.5,0.462998472,0.565341131,0.102342659,0.606462925,0.524219338,0.566624171,0.578160847
1.504933814,0.5,0.458043322,0.563533691,0.105490369,0.604610401,0.522456981,0.564876812,0.575845283
1.508448105,0.5,0.453088172,0.561733411,0.108645239,0.602759256,0.520707566,0.563138224,0.573537058
1.511962396,0.5,0.448133021,0.559940096,0.111807075,0.600909246,0.518970945,0.561408319,0.571236149
1.515476687,0.5,0.443177871,0.558153655,0.114975784,0.599060244,0.517247067,0.559687009,0.568942528
1.518990979,0.5,0.43822272,0.556374106,0.118151385,0.597212242,0.515535969,0.557974208,0.566656171
1.52250527,0.5,0.43326757,0.554601571,0.121334001,0.595365356,0.513837786,0.556269833,0.564377053
1.526019561,0.5,0.428312419,0.552836279,0.124523859,0.593519818,0.512152739,0.554573799,0.562105148
1.529533852,0.5,0.423357269,0.551078551,0.127721282,0.591675972,0.51048113,0.552886023,0.559840432
1.533048143,0.5,0.418402119,0.549328793,0.130926674,0.589834259,0.508823326,0.551206425,0.557582879
1.536562434,0.5,0.413446968,0.547587476,0.134140508,0.587995208,0.507179745,0.549534923,0.555332466
1.540076725,0.5,0.408491818,0.545855121,0.137363303,0.586159407,0.505550835,0.547871438,0.553089168
1.543591016,0.5,0.403536667,0.544132267,0.140595599,0.584327486,0.503937048,0.546215892,0.550852959
1.547105307,0.5,0.398581517,0.54241945,0.143837933,0.582500087,0.502338813,0.544568207,0.548623818
1.550619598,0.5,0.393626367,0.540717169,0.147090803,0.580677833,0.500756506,0.542928307,0.546401718
1.554133889,0.5,0.388671216,0.539025854,0.150354637,0.578861292,0.499190415,0.541296116,0.544186637
1.55764818,0.5,0.383716066,0.537345824,0.153629758,0.577050943,0.497640705,0.539671559,0.541978549
1.561162471,0.5,0.378760915,0.535677257,0.156916342,0.575247134,0.496107381,0.538054563,0.539777433
1.564676762,0.5,0.373805765,0.534020145,0.16021438,0.57345004,0.49459025,0.536445056,0.537583264
1.568191053,0.5,0.368850615,0.532374252,0.163523638,0.571659627,0.493088878,0.534842965,0.535396019
1.571705345,0.5,0.363895464,0.530739079,0.166843615,0.569875602,0.491602557,0.533248219,0.533215674
1.575219636,0.5,0.358940314,0.52911382,0.170173506,0.568097382,0.490130257,0.531660748,0.531042207
1.578733927,0.5,0.353985163,0.527497321,0.173512158,0.566324046,0.488670597,0.530080484,0.528875595
1.582248218,0.5,0.349030013,0.525888051,0.176858038,0.564554305,0.487221798,0.528507358,0.526715814
1.585762509,0.5,0.344074863,0.524284059,0.180209196,0.562786467,0.485781651,0.526941301,0.524562841
1.5892768,0.5,0.339119712,0.522682947,0.183563234,0.561018412,0.484347481,0.525382249,0.522416655
1.592791091,0.5,0.334164562,0.521081841,0.186917279,0.559247569,0.482916112,0.523830135,0.520277233
1.596305382,0.5,0.329209411,0.51947737,0.190267958,0.557470903,0.481483836,0.522284893,0.518144552
1.599819673,0.5,0.324254261,0.517865644,0.193611383,0.555684908,0.480046381,0.52074646,0.51601859
1.603333964,0.5,0.319299111,0.516242246,0.196943135,0.553885612,0.47859888,0.519214772,0.513899325
1.606848255,0.5,0.31434396,0.514602219,0.200258258,0.55206859,0.477135847,0.517689766,0.511786735
1.610362546,0.5,0.30938881,0.512940067,0.203551257,0.550228987,0.475651147,0.516171381,0.509680798
1.613876837,0.5,0.304433659,0.511249762,0.206816102,0.548361551,0.474137972,0.514659556,0.507581493
1.617391128,0.5,0.299478509,0.509524751,0.210046242,0.546460684,0.472588817,0.513154229,0.505488797
